Tree_ID,Longitude,Latitude,Height_m,NDRE_Absolute,NDRE_Relative,Classification,Health_Status,Health_Label,Action,Block_Name,Tilt_Offset_m,Tilt_Direction,Tilt_Angle_deg,Tilt_Status,Crown_Ellipticity,Crown_Px,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Status,SR_Ref_Corrected,SR_Area_Ha
106,109.22307123262044,-0.4614693443932257,10.18,0.4586665332317352,0.8469,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.14,E,0.79,Tegak,1.077,13356,Normal,Moderate,Routine,OK,398,3.0
102,109.22326471745912,-0.4614226728169285,10.13,0.4422478377819061,0.8031,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.118,E,0.67,Tegak,1.163,7096,Normal,Moderate,Routine,OK,398,3.0
60,109.22338410623698,-0.4611269469978684,9.96,0.4955126345157623,0.9454,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.203,SE,1.17,Tegak,1.244,10118,Healthy,Good,None,OK,398,3.0
76,109.22318521887505,-0.4612411947450465,9.88,0.4727740585803985,0.8845,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.217,NW,1.26,Tegak,1.241,10729,Healthy,Good,None,OK,398,3.0
571,109.22309642836947,-0.461775118006846,9.78,0.3123855292797088,0.4605,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.33,N,7.75,Miring Sedang,1.652,7257,Suspect,Critical,Priority Survey,OK,398,3.0
4,109.2231158509248,-0.4603021839265163,9.78,0.3147425651550293,0.4667,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.139,W,0.82,Tegak,1.183,12879,Suspect,Critical,Priority Survey,OK,398,3.0
26,109.22277893840264,-0.4606862898560281,9.77,0.3241501152515411,0.4913,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.318,W,1.86,Tegak,1.964,9021,Suspect,Critical,Priority Survey,OK,398,3.0
44,109.22258498671896,-0.4609452881070575,9.68,0.5568760633468628,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.012,SW,0.07,Tegak,1.014,16019,Healthy,Good,None,OK,398,3.0
23,109.22292852595004,-0.4605691096930265,9.64,0.3383387625217438,0.5285,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.137,S,0.81,Tegak,1.451,10733,Suspect,Critical,Priority Survey,OK,398,3.0
70,109.22337580140965,-0.4612036996002832,9.47,0.4538816511631012,0.8341,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.042,SW,0.25,Tegak,1.097,14667,Normal,Moderate,Routine,OK,398,3.0
13,109.22265140949304,-0.460394673548958,9.47,0.0604906938970088,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C18B,0.148,S,0.89,Tegak,1.038,15000,Suspect,Critical,Priority Survey,OK,398,3.0
2,109.22277821088146,-0.4602783219450197,9.39,0.5072161555290222,0.9768,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.279,NE,1.7,Tegak,1.361,9302,Healthy,Good,None,OK,398,3.0
112,109.22323901007309,-0.4615090153709732,9.38,0.5736968517303467,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.033,N,0.2,Tegak,1.224,13638,Healthy,Good,None,OK,398,3.0
557,109.22403107082192,-0.4617557473734123,9.34,0.3760703206062317,0.6278,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.348,NW,8.21,Miring Sedang,1.511,7671,Suspect,Critical,Priority Survey,OK,398,3.0
75,109.22301826245312,-0.4612319755808775,9.25,0.4756998121738434,0.8924,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.038,N,0.24,Tegak,1.023,14488,Healthy,Good,None,OK,398,3.0
68,109.22354815045732,-0.4611853885345534,9.22,0.4409127235412597,0.7996,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.209,N,1.3,Tegak,1.235,10930,Normal,Moderate,Routine,OK,398,3.0
15,109.22392327474932,-0.4604100099171695,9.2,0.4126593768596649,0.7246,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.029,SW,0.18,Tegak,1.025,15957,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
322,109.22255101291614,-0.4609536224658421,9.19,0.3423105478286743,0.539,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.547,E,9.55,Miring Berat,1.863,7320,Suspect,Critical,Priority Survey,OK,398,3.0
103,109.22337947103011,-0.4614414732024364,9.18,0.5078336000442505,0.9784,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.163,NE,1.02,Tegak,1.216,7310,Healthy,Good,None,OK,398,3.0
11,109.2238884887647,-0.4603520180127894,9.18,0.4062141180038452,0.7075,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.027,N,0.17,Tegak,1.0,16129,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
86,109.2233326893166,-0.46130839216928,9.15,0.433041363954544,0.7787,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.065,SW,0.41,Tegak,1.604,7780,Normal,Moderate,Routine,OK,398,3.0
125,109.2229448058403,-0.4617450454046798,9.09,0.5022582411766052,0.9635,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.075,E,0.47,Tegak,1.017,15557,Healthy,Good,None,OK,398,3.0
122,109.22358985636536,-0.4617389505635106,9.0,0.4740208387374878,0.8879,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.066,SE,0.42,Tegak,1.141,14497,Healthy,Good,None,OK,398,3.0
237,109.22297532319816,-0.4606396189406893,8.99,0.3565419316291809,0.5764,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.582,S,9.98,Miring Berat,1.832,7115,Suspect,Critical,Priority Survey,OK,398,3.0
17,109.22256481690916,-0.4604192633596872,8.95,0.3762151002883911,0.6282,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.074,SE,0.48,Tegak,1.211,8376,Suspect,Critical,Priority Survey,OK,398,3.0
83,109.22315661923324,-0.4612962506952541,8.92,0.510308027267456,0.9851,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.12,NE,0.77,Tegak,1.327,11781,Healthy,Good,None,OK,398,3.0
127,109.22395276973802,-0.4617569791110757,8.92,0.4591586589813232,0.8482,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.151,S,0.97,Tegak,1.253,12263,Normal,Moderate,Routine,OK,398,3.0
234,109.22273835292066,-0.4606262107960355,8.9,0.1439761519432068,0.0249,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C18B,1.003,NE,6.43,Miring Sedang,1.19,6034,Suspect,Critical,Priority Survey,OK,398,3.0
78,109.22309448335064,-0.4612657834878229,8.81,0.4858209192752838,0.9194,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.158,NE,1.03,Tegak,1.17,14284,Healthy,Good,None,OK,398,3.0
63,109.22318482931396,-0.4611414969901622,8.71,0.479612648487091,0.9028,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.173,NW,1.14,Tegak,1.114,6470,Healthy,Good,None,OK,398,3.0
94,109.2231512110086,-0.46138676980052,8.65,0.4541062712669372,0.8347,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.196,NW,1.3,Tegak,1.292,11602,Normal,Moderate,Routine,OK,398,3.0
91,109.22339855391824,-0.4613384431724401,8.65,0.5152478814125061,0.9984,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.082,N,0.54,Tegak,1.103,10615,Healthy,Good,None,OK,398,3.0
40,109.22378105002852,-0.4609080455419605,8.64,0.46753790974617,0.8706,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.062,W,0.41,Tegak,1.038,15577,Healthy,Good,None,OK,398,3.0
1,109.22271565524191,-0.4602699633494391,8.61,0.3770835101604461,0.6305,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.108,N,0.72,Tegak,1.05,15484,Suspect,Critical,Priority Survey,OK,398,3.0
565,109.22341253416168,-0.4617639346481129,8.51,0.3637446463108063,0.5953,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.145,W,7.66,Miring Sedang,1.185,7732,Suspect,Critical,Priority Survey,OK,398,3.0
562,109.22359896493928,-0.4617623129810501,8.5,0.4206442236900329,0.7457,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.463,N,9.77,Miring Sedang,1.612,7523,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
67,109.22311604917356,-0.461174017011641,8.5,0.4890291392803192,0.928,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.076,S,0.51,Tegak,1.047,15328,Healthy,Good,None,OK,398,3.0
53,109.22340276819833,-0.4610506141422005,8.36,0.4343436360359192,0.7821,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.112,NW,0.77,Tegak,1.652,7489,Normal,Moderate,Routine,OK,398,3.0
34,109.22383948503276,-0.4608267169110603,8.33,0.3909128308296203,0.667,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.066,SW,0.46,Tegak,1.045,14982,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
124,109.22401367437736,-0.4617407257700885,8.27,0.4688190221786499,0.874,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.096,SE,0.67,Tegak,1.259,13949,Healthy,Good,None,OK,398,3.0
49,109.22370437883012,-0.46101940403557,8.21,0.4908454418182373,0.9329,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.116,SW,0.81,Tegak,1.015,14747,Healthy,Good,None,OK,398,3.0
399,109.22324115904226,-0.4611965742909376,8.19,0.396879106760025,0.6828,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.867,E,6.04,Miring Ringan,1.509,6803,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
96,109.22302733593958,-0.4613967501261456,8.19,0.437819629907608,0.7914,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.097,E,0.68,Tegak,1.088,13533,Normal,Moderate,Routine,OK,398,3.0
111,109.22361891721452,-0.4614949279883298,8.18,0.4620708227157593,0.856,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.079,W,0.55,Tegak,1.096,9810,Healthy,Good,None,OK,398,3.0
62,109.22302325689914,-0.461139370652921,8.18,0.443534106016159,0.8066,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.025,N,0.17,Tegak,1.017,15637,Normal,Moderate,Routine,OK,398,3.0
121,109.22281140626188,-0.4617383375068239,8.17,0.510285496711731,0.985,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.181,SW,1.27,Tegak,1.197,13921,Healthy,Good,None,OK,398,3.0
29,109.22310456582042,-0.4607030574311079,8.17,0.4344664812088012,0.7824,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.106,SE,0.74,Tegak,1.1,15256,Normal,Moderate,Routine,OK,398,3.0
30,109.222774371604,-0.4607250831861904,8.07,0.5049369931221008,0.9707,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.166,NW,1.18,Tegak,1.081,13028,Healthy,Good,None,OK,398,3.0
80,109.22304186153778,-0.4612941361154642,8.05,0.4905859231948852,0.9322,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.059,S,0.42,Tegak,1.065,13997,Healthy,Good,None,OK,398,3.0
58,109.22353656793078,-0.4611144709586592,8.05,0.5028191208839417,0.965,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.056,SW,0.4,Tegak,1.131,14429,Healthy,Good,None,OK,398,3.0
98,109.22345239667057,-0.4613985255994434,8.03,0.418883204460144,0.7411,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.08,SW,0.57,Tegak,1.283,12126,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
81,109.22304186143428,-0.4612945532604121,8.03,0.482296735048294,0.91,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.047,SE,0.33,Tegak,1.07,14056,Healthy,Good,None,OK,398,3.0
87,109.22346691729928,-0.4613159345263312,7.99,0.4822609424591064,0.9099,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.096,W,0.69,Tegak,1.102,14422,Healthy,Good,None,OK,398,3.0
569,109.22294355582264,-0.4617738280917765,7.93,0.3437095880508423,0.5426,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.347,N,9.64,Miring Sedang,1.561,8393,Suspect,Critical,Priority Survey,OK,398,3.0
238,109.22292767918144,-0.4606425269916881,7.91,0.1348357647657394,0.0015,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C18B,0.774,S,5.59,Miring Ringan,1.476,8304,Suspect,Critical,Priority Survey,OK,398,3.0
95,109.22329911239974,-0.461386806993824,7.86,0.4984227120876312,0.9532,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.079,S,0.57,Tegak,1.04,10767,Healthy,Good,None,OK,398,3.0
79,109.22383150196222,-0.4612768145292266,7.83,0.5216717720031738,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.039,NW,0.29,Tegak,1.026,15544,Healthy,Good,None,OK,398,3.0
373,109.22408425574514,-0.4611275400626775,7.79,0.3721543550491333,0.6175,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.377,SW,10.03,Miring Sedang,1.212,7283,Suspect,Critical,Priority Survey,OK,398,3.0
263,109.22314764283756,-0.4607397770084153,7.76,0.4369493126869201,0.789,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.469,NW,10.72,Miring Sedang,1.497,6619,Normal,Moderate,Routine,OK,398,3.0
110,109.22295481435262,-0.461480995167121,7.76,0.5609251260757446,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.225,E,1.66,Tegak,1.337,9209,Healthy,Good,None,OK,398,3.0
64,109.22406312272643,-0.4611446377073234,7.75,0.4564855992794037,0.8411,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.051,NW,0.38,Tegak,1.084,15059,Normal,Moderate,Routine,OK,398,3.0
123,109.22266101875128,-0.4617399682286568,7.75,0.4979971647262573,0.9521,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.104,E,0.77,Tegak,1.095,15442,Healthy,Good,None,OK,398,3.0
66,109.2229648348304,-0.4611685561143479,7.72,0.4551277458667755,0.8374,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.125,S,0.93,Tegak,1.107,14886,Normal,Moderate,Routine,OK,398,3.0
90,109.22308452249588,-0.4613379470658345,7.7,0.4318039417266845,0.7754,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.016,NW,0.12,Tegak,1.137,13796,Normal,Moderate,Routine,OK,398,3.0
93,109.22260683611552,-0.4613803757047564,7.69,0.5378562808036804,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.069,SE,0.51,Tegak,1.189,12156,Healthy,Good,None,OK,398,3.0
10,109.22360470178695,-0.4603461067973382,7.67,0.3489140272140503,0.5563,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.08,E,0.6,Tegak,1.051,14723,Suspect,Critical,Priority Survey,OK,398,3.0
41,109.2239065779541,-0.4609155856782982,7.66,0.5728021264076233,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.019,SE,0.14,Tegak,1.002,16097,Healthy,Good,None,OK,398,3.0
18,109.22270025617225,-0.4605540351613031,7.64,0.3805438876152038,0.6396,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.193,NE,1.45,Tegak,1.025,6644,Suspect,Critical,Priority Survey,OK,398,3.0
284,109.2238167018888,-0.4608154482715002,7.64,0.4386284649372101,0.7935,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.254,SE,9.32,Miring Sedang,1.371,8402,Normal,Moderate,Routine,OK,398,3.0
288,109.22339329268378,-0.4608361992026346,7.61,0.4165202379226684,0.7348,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.776,SE,5.82,Miring Ringan,1.42,8518,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
85,109.22373330877832,-0.4613030699932336,7.61,0.5059767961502075,0.9735,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.02,W,0.15,Tegak,1.025,15910,Healthy,Good,None,OK,398,3.0
46,109.22318611190262,-0.4609813136292318,7.59,0.5071001648902893,0.9765,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.191,N,1.44,Tegak,1.076,9969,Healthy,Good,None,OK,398,3.0
132,109.22293357665944,-0.4602491607830306,7.56,0.4247017800807953,0.7565,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.018,S,7.67,Miring Sedang,1.564,9767,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
419,109.2235344571727,-0.4612729855615614,7.5,0.4249087572097778,0.7571,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.145,S,8.68,Miring Sedang,1.301,8158,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
65,109.22345452761432,-0.4611586677203717,7.5,0.422290027141571,0.7501,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.258,N,1.97,Tegak,1.18,11568,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
560,109.22390305413468,-0.4617603037651859,7.5,0.3638785183429718,0.5957,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.887,NE,6.75,Miring Ringan,1.529,10578,Suspect,Critical,Priority Survey,OK,398,3.0
24,109.2227511972376,-0.4606207911377643,7.49,0.1767938882112503,0.109,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C18B,0.252,NW,1.92,Tegak,1.244,8330,Suspect,Critical,Priority Survey,OK,398,3.0
14,109.22364611753432,-0.4603995117610553,7.48,-0.011591650545597,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C18B,0.001,N,0.01,Tegak,1.0,16129,Suspect,Critical,Priority Survey,OK,398,3.0
61,109.2232664463301,-0.4611335917482663,7.48,0.5204004645347595,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.054,NW,0.42,Tegak,1.111,12391,Healthy,Good,None,OK,398,3.0
566,109.22398425317417,-0.4617674156610881,7.45,0.3759528398513794,0.6275,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.116,N,8.52,Miring Sedang,1.652,9372,Suspect,Critical,Priority Survey,OK,398,3.0
345,109.2233882719913,-0.4610347589877151,7.42,0.4255474209785461,0.7588,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.017,SE,7.81,Miring Sedang,1.16,7895,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
77,109.22370224687792,-0.4612634333986214,7.38,0.5103631019592285,0.9852,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.009,S,0.07,Tegak,1.042,15835,Healthy,Good,None,OK,398,3.0
55,109.22346780556984,-0.4610752420428058,7.38,0.4277927875518799,0.7647,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.182,NW,1.41,Tegak,1.198,11866,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
82,109.223536937427,-0.4612950948746979,7.37,0.4917367696762085,0.9353,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.175,N,1.36,Tegak,1.046,12128,Healthy,Good,None,OK,398,3.0
459,109.22356798473209,-0.4613935489217333,7.36,0.4332627952098846,0.7792,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.681,SE,5.29,Miring Ringan,1.271,7880,Normal,Moderate,Routine,OK,398,3.0
50,109.22290272719822,-0.4610242083500716,7.34,0.5548125505447388,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.015,W,0.12,Tegak,1.119,15034,Healthy,Good,None,OK,398,3.0
9,109.22340294522331,-0.4603360447018523,7.32,0.4124529659748077,0.724,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.126,SE,0.99,Tegak,1.166,14873,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
109,109.22317687501724,-0.4614752109958504,7.32,0.4668158888816833,0.8686,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.08,N,0.62,Tegak,1.078,14591,Healthy,Good,None,OK,398,3.0
45,109.22275193854426,-0.4609728616280899,7.29,0.5314878225326538,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.113,SW,0.89,Tegak,1.188,10210,Healthy,Good,None,OK,398,3.0
440,109.2233086567926,-0.4613234033483939,7.29,0.3526637256145477,0.5662,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,1.089,E,8.49,Miring Sedang,1.417,7187,Suspect,Critical,Priority Survey,OK,398,3.0
39,109.2233617913724,-0.4608979287582301,7.28,0.5475274324417114,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.195,SW,1.53,Tegak,1.043,11912,Healthy,Good,None,OK,398,3.0
73,109.22259776315693,-0.4612135154725594,7.26,0.4055941998958587,0.7058,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.154,NW,1.22,Tegak,1.117,13862,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
27,109.22286718195843,-0.4606867291632228,7.22,0.4666639268398285,0.8682,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.082,NW,0.65,Tegak,1.081,15434,Healthy,Good,None,OK,398,3.0
240,109.22312405065848,-0.4606496677647289,7.19,0.1088615581393241,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C18B,0.924,SE,7.32,Miring Ringan,1.098,8078,Suspect,Critical,Priority Survey,OK,398,3.0
107,109.2234834504894,-0.4614706995058952,7.19,0.4791139960289001,0.9015,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.065,SE,0.51,Tegak,1.035,14697,Healthy,Good,None,OK,398,3.0
113,109.22337820818176,-0.4615219818798621,7.14,0.4141291677951813,0.7285,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.058,NE,0.47,Tegak,1.061,14027,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
128,109.22338187745106,-0.4617610069178496,7.13,0.4219618737697601,0.7492,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.085,NE,0.68,Tegak,1.137,14693,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
48,109.2229669445571,-0.4610142130099907,7.1,0.47866290807724,0.9003,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.162,W,1.31,Tegak,1.037,13926,Healthy,Good,None,OK,398,3.0
72,109.22345410060042,-0.4612099764565832,7.07,0.4100989401340484,0.7178,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.347,SE,2.81,Tegak,1.383,10456,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
97,109.22287073417934,-0.4613979621727761,7.06,0.4378279447555542,0.7914,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.351,NE,2.84,Tegak,1.104,10698,Normal,Moderate,Routine,OK,398,3.0
19,109.22327280396382,-0.4605554303365807,7.04,0.4868490695953369,0.9222,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.278,W,2.26,Tegak,1.092,10150,Healthy,Good,None,OK,398,3.0
428,109.22368649693736,-0.4612913781632166,6.99,0.425241082906723,0.7579,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.23,NE,9.98,Miring Sedang,1.643,9108,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
454,109.2225877786964,-0.4613807880555767,6.99,0.4104662835597992,0.7187,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.913,E,7.44,Miring Ringan,1.2,9905,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
570,109.2239361936935,-0.4617749121836457,6.98,0.3967648446559906,0.6825,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.242,N,10.09,Miring Sedang,1.677,8990,Abnormal,Sub-Optimal,Monitor,OK,398,3.0
158,109.2231187445485,-0.4603280476421649,6.96,0.2009641081094741,0.1712,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C18B,1.419,N,11.53,Miring Sedang,1.378,7171,Suspect,Critical,Priority Survey,OK,398,3.0
450,109.2234544757774,-0.4613676573870961,6.95,0.4399764537811279,0.7971,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.427,W,3.52,Tegak,1.26,10605,Normal,Moderate,Routine,OK,398,3.0
559,109.2228085014689,-0.4617575254420358,6.93,0.4342108964920044,0.7818,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,1.117,N,9.16,Miring Sedang,1.534,9684,Normal,Moderate,Routine,OK,398,3.0
479,109.22289889313288,-0.4614492780835104,6.88,0.4571965038776397,0.843,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.739,SW,6.13,Miring Ringan,1.328,8903,Normal,Moderate,Routine,OK,398,3.0
105,109.22274767507496,-0.4614588343752852,6.88,0.4613610208034515,0.8541,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.351,S,2.92,Tegak,1.16,10069,Healthy,Good,None,OK,398,3.0
415,109.22358914868693,-0.4612517249089408,6.87,0.43268021941185,0.7777,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.591,N,4.91,Miring Ringan,1.41,8966,Normal,Moderate,Routine,OK,398,3.0
84,109.22289064430042,-0.4613003552645144,6.85,0.4386618137359619,0.7936,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.044,S,0.37,Tegak,1.091,10236,Normal,Moderate,Routine,OK,398,3.0
561,109.22363583713876,-0.4617606536784829,6.8,0.3470511436462402,0.5514,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C18B,0.627,NE,5.27,Miring Ringan,1.533,10185,Suspect,Critical,Priority Survey,OK,398,3.0
431,109.2228910593145,-0.4612974353542858,6.77,0.45162433385849,0.8281,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.28,S,2.37,Tegak,1.066,10295,Normal,Moderate,Routine,OK,398,3.0
344,109.22311733155966,-0.4610146679467123,6.77,0.5080978870391846,0.9792,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.273,NW,2.31,Tegak,1.426,5284,Healthy,Good,None,OK,398,3.0
43,109.22354489808622,-0.4609355178081788,6.76,0.4425758123397827,0.804,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.05,W,0.42,Tegak,1.23,11347,Normal,Moderate,Routine,OK,398,3.0
74,109.22361815444812,-0.4612296235087917,6.76,0.4986123442649841,0.9537,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.153,E,1.3,Tegak,1.06,14684,Healthy,Good,None,OK,398,3.0
206,109.22266132547,-0.4605035508542633,6.75,0.4417795538902282,0.8019,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C18B,0.642,SW,5.43,Miring Ringan,1.16,6659,Normal,Moderate,Routine,OK,398,3.0
