DIVISI,BLOK_B,Blok,T_TANAM,N_BARIS,N_POKOK,OBJECTID,NDRE125,KlassNDRE12025,NDRE2_26,KLASSNDRE2_26,Ket,Longitude_SR,Latitude_SR,Drone_TreeID,Drone_Lon,Drone_Lat,Drone_Height_m,NDRE_Drone_Rel,NDRE_Drone_Abs,HS_Drone_Rel,HS_Drone_Abs
AME II,E002A,E02,2009,1,2,82186,0.34132906873891355,Stres Berat,0.43592422845519607,Stres Sedang,Pokok Utama,109.24319303136707,-0.43112841955748116,185,109.24321535,-0.43115399,10.93,0.416,0.416,Healthy,Sub-Optimal
AME II,E002A,E02,2009,1,3,82192,0.23117735820157187,Stres Sangat Berat,0.4187110715669162,Stres Sedang,Pokok Utama,109.2432740319135,-0.4311422986259685,192,109.24327598,-0.43115988,10.87,0.377,0.377,Suspect,Critical
AME II,E002A,E02,2009,1,4,82202,0.281273981749542,Stres Sangat Berat,0.4345192062260332,Stres Sedang,Pokok Utama,109.24333442344442,-0.43114006275145583,472,109.24332899,-0.43112689,8.82,0.443,0.443,Healthy,Moderate
AME II,E002A,E02,2009,1,5,82204,0.30832489412277936,Stres Berat,0.42260210284103567,Stres Sedang,Pokok Utama,109.2434085575343,-0.4311267279425137,275,109.24342151,-0.43115449,10.05,0.348,0.348,Suspect,Critical
AME II,E002A,E02,2009,1,6,82215,0.34769020476715273,Stres Berat,0.4663045774793596,Stres Sedang,Pokok Utama,109.24349842926169,-0.43111793186668673,25,109.24352436,-0.43114185,13.95,0.496,0.496,Healthy,Good
AME II,E002A,E02,2009,1,7,82227,0.363081001747753,Stres Berat,0.3841521378080766,Stres Berat,Pokok Utama,109.24359858176503,-0.4311286684081973,312,109.24358275,-0.43115589,9.74,0.334,0.334,Suspect,Critical
AME II,E002A,E02,2009,1,8,82265,0.32335966941792904,Stres Berat,0.4176280143672418,Stres Sedang,Pokok Utama,109.24382708079649,-0.4311194505668874,613,109.24383516,-0.43115233,8.02,0.376,0.376,Suspect,Critical
AME II,E002A,E02,2009,1,14,82370,0.34187172848892367,Stres Berat,0.4515171734241394,Stres Sedang,Pokok Utama,109.2443609296798,-0.43112197636505334,795,109.2443912,-0.4311398,7.18,0.444,0.444,Healthy,Moderate
AME II,E002A,E02,2009,1,16,82394,0.3865651060802508,Stres Berat,0.44828878521096377,Stres Sedang,Pokok Utama,109.24462999105474,-0.43111396701879595,19,109.24465844,-0.43110278,14.27,0.376,0.376,Suspect,Critical
AME II,E002A,E02,2009,1,18,82431,0.41332297292784403,Stres Sedang,0.44957404982503274,Stres Sedang,Pokok Utama,109.24475590028909,-0.4310836776620239,10,109.24475636,-0.43107477,15.92,0.45,0.45,Healthy,Moderate
AME II,E002A,E02,2009,1,20,82432,0.22777475230345082,Stres Sangat Berat,0.384216214134784,Stres Berat,Pokok Utama,109.24487097603057,-0.431133128179784,113,109.24486324,-0.43113267,11.89,0.372,0.372,Suspect,Critical
AME II,E002A,E02,2009,1,21,82451,0.2773778545866186,Stres Sangat Berat,0.46787253962567127,Stres Sedang,Pokok Utama,109.2449532505222,-0.43114650926740783,26,109.24493061,-0.4311467,13.92,0.329,0.329,Suspect,Critical
AME II,E002A,E02,2009,1,22,82459,0.3652816186486571,Stres Berat,0.4620030959572633,Stres Sedang,Pokok Utama,109.2450269596536,-0.43112592362577296,38,109.24501146,-0.43113949,13.59,0.486,0.486,Healthy,Good
