Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy
1,109.24306829,-0.43006201,18.19,0.482,TM,Healthy,,E002A,0.529303252696991,Healthy,Good,,E02
2,109.24308359,-0.42991235,16.46,0.412,TM,Healthy,,E002A,0.4633867144584656,Healthy,Good,,E02
3,109.24302694,-0.43015469,16.46,0.474,TM,Healthy,,E002A,0.5287877321243286,Healthy,Good,,E02
4,109.24447837,-0.43096709,16.19,0.387,TM,Healthy,,E002A,0.4583237469196319,Normal,Moderate,Routine,E02
5,109.24303007,-0.43024965,16.16,0.338,TM,Suspect,Circle_5m,E002A,0.408117413520813,Abnormal,Sub-Optimal,Monitor,E02
6,109.24475636,-0.43107477,15.92,0.38,TM,Suspect,Circle_5m,E002A,0.432724267244339,Normal,Moderate,Routine,E02
7,109.24527829,-0.42503098,15.65,0.315,TM,Suspect,Circle_5m,E002A,0.3828047513961792,Suspect,Critical,Priority Survey,E02
8,109.24303018,-0.42977082,15.19,0.472,TM,Healthy,,E002A,0.5318691730499268,Healthy,Good,,E02
9,109.24526173,-0.43067292,15.11,-0.052,TM,Suspect,Circle_5m,E002A,-0.0140485893934965,Suspect,Critical,Priority Survey,E02
10,109.24303942,-0.42860291,14.5,0.375,TM,Suspect,Circle_5m,E002A,0.43194380402565,Normal,Moderate,Routine,E02
11,109.24324666,-0.4297573,14.42,0.338,TM,Suspect,Circle_5m,E002A,0.4024384021759033,Abnormal,Sub-Optimal,Monitor,E02
12,109.24527479,-0.42461002,14.31,0.331,TM,Suspect,Circle_5m,E002A,0.4079933166503906,Abnormal,Sub-Optimal,Monitor,E02
13,109.24465844,-0.43110278,14.27,0.329,TM,Suspect,Circle_5m,E002A,0.4088926315307617,Abnormal,Sub-Optimal,Monitor,E02
14,109.24518912,-0.42806037,14.25,0.425,TM,Healthy,,E002A,0.4941816031932831,Healthy,Good,,E02
15,109.24307891,-0.42875711,14.21,0.284,TM,Suspect,Circle_5m,E002A,0.3491444885730743,Suspect,Critical,Priority Survey,E02
16,109.24437875,-0.43057641,14.12,0.285,TM,Suspect,Circle_5m,E002A,0.3414558172225952,Suspect,Critical,Priority Survey,E02
17,109.24479321,-0.43099475,14.02,0.392,TM,Healthy,,E002A,0.4547560513019562,Normal,Moderate,Routine,E02
18,109.24352436,-0.43114185,13.95,0.433,TM,Healthy,,E002A,0.4768520295619964,Healthy,Good,,E02
19,109.24493061,-0.4311467,13.92,0.265,TM,Suspect,Circle_5m,E002A,0.3300719857215881,Suspect,Critical,Priority Survey,E02
20,109.24526087,-0.43053457,13.92,0.098,TM,Suspect,Circle_5m,E002A,0.1716372519731521,Suspect,Critical,Priority Survey,E02
21,109.24505322,-0.43117567,13.83,0.172,TM,Suspect,Circle_5m,E002A,0.2536967992782593,Suspect,Critical,Priority Survey,E02
22,109.24305768,-0.42534788,13.82,0.416,TM,Healthy,,E002A,0.4686734080314636,Healthy,Good,,E02
23,109.24519262,-0.42847364,13.82,0.358,TM,Suspect,Circle_5m,E002A,0.4234507977962494,Abnormal,Sub-Optimal,Monitor,E02
