Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Reclassified,Was_TBM
1,109.23475348,-0.444635,19.99,0.535,TM,Healthy,,D010A,0.535,Healthy,Good,None,D10,original,False
2,109.23481133,-0.44500306,19.96,0.481,TM,Healthy,,D010A,0.481,Healthy,Good,None,D10,original,False
3,109.23503153,-0.44449083,19.91,0.466,TM,Healthy,,D010A,0.466,Healthy,Good,None,D10,original,False
4,109.23451394,-0.44902486,19.72,0.389,TM,Healthy,,D010A,0.389,Suspect,Critical,Priority Survey,D10,original,False
5,109.23484244,-0.44448807,19.71,0.37,TM,Suspect,Circle_5m,D010A,0.37,Suspect,Critical,Priority Survey,D10,original,False
6,109.23521549,-0.44903317,19.69,0.339,TM,Suspect,Circle_5m,D010A,0.339,Suspect,Critical,Priority Survey,D10,original,False
7,109.23388693,-0.44908123,19.69,0.43,TM,Healthy,,D010A,0.43,Normal,Moderate,Routine,D10,original,False
8,109.23506683,-0.44899018,19.65,0.353,TM,Suspect,Circle_5m,D010A,0.353,Suspect,Critical,Priority Survey,D10,original,False
9,109.23448428,-0.4490972,19.6,0.434,TM,Healthy,,D010A,0.434,Normal,Moderate,Routine,D10,original,False
10,109.23467982,-0.44463679,19.53,0.437,TM,Healthy,,D010A,0.437,Normal,Moderate,Routine,D10,original,False
11,109.23406661,-0.44896507,19.5,0.456,TM,Healthy,,D010A,0.456,Normal,Moderate,Routine,D10,original,False
12,109.23424229,-0.44868478,19.43,0.435,TM,Healthy,,D010A,0.435,Normal,Moderate,Routine,D10,original,False
13,109.23432089,-0.44491704,19.43,0.453,TM,Healthy,,D010A,0.453,Normal,Moderate,Routine,D10,original,False
14,109.23441892,-0.44443643,19.38,0.369,TM,Suspect,Circle_5m,D010A,0.369,Suspect,Critical,Priority Survey,D10,original,False
15,109.23491204,-0.44457626,19.36,0.465,TM,Healthy,,D010A,0.465,Healthy,Good,None,D10,original,False
16,109.23490983,-0.44442343,19.31,0.496,TM,Healthy,,D010A,0.496,Healthy,Good,None,D10,original,False
17,109.23384741,-0.44908438,19.3,0.457,TM,Healthy,,D010A,0.457,Normal,Moderate,Routine,D10,original,False
18,109.23481773,-0.44453238,19.25,0.531,TM,Healthy,,D010A,0.531,Healthy,Good,None,D10,original,False
19,109.23442205,-0.44448345,19.13,0.44,TM,Healthy,,D010A,0.44,Normal,Moderate,Routine,D10,original,False
20,109.23462098,-0.44462547,19.1,0.457,TM,Healthy,,D010A,0.457,Normal,Moderate,Routine,D10,original,False
21,109.23394036,-0.44916036,19.05,0.457,TM,Healthy,,D010A,0.457,Normal,Moderate,Routine,D10,original,False
22,109.23478221,-0.44469379,19.0,0.451,TM,Healthy,,D010A,0.451,Normal,Moderate,Routine,D10,original,False
23,109.23496103,-0.44442435,18.99,0.544,TM,Healthy,,D010A,0.544,Healthy,Good,None,D10,original,False
24,109.23497807,-0.44455005,18.98,0.57,TM,Healthy,,D010A,0.57,Healthy,Good,None,D10,original,False
25,109.2346887,-0.4450591,18.93,0.411,TM,Healthy,,D010A,0.411,Abnormal,Sub-Optimal,Monitor,D10,original,False
26,109.23508344,-0.44905529,18.79,0.453,TM,Healthy,,D010A,0.453,Normal,Moderate,Routine,D10,original,False
27,109.23505647,-0.44912763,18.73,0.459,TM,Healthy,,D010A,0.459,Normal,Moderate,Routine,D10,original,False
28,109.23429293,-0.44917854,18.73,0.537,TM,Healthy,,D010A,0.537,Healthy,Good,None,D10,original,False
29,109.23481726,-0.44462914,18.71,0.563,TM,Healthy,,D010A,0.563,Healthy,Good,None,D10,original,False
30,109.23551507,-0.44900792,18.59,0.453,TM,Healthy,,D010A,0.453,Normal,Moderate,Routine,D10,original,False
31,109.23471392,-0.44476204,18.52,0.527,TM,Healthy,,D010A,0.527,Healthy,Good,None,D10,original,False
32,109.23487159,-0.44467391,18.48,0.552,TM,Healthy,,D010A,0.552,Healthy,Good,None,D10,original,False
33,109.23501808,-0.44439181,18.38,0.499,TM,Healthy,,D010A,0.499,Healthy,Good,None,D10,original,False
34,109.23406583,-0.44470311,18.36,0.367,TM,Suspect,Circle_5m,D010A,0.367,Suspect,Critical,Priority Survey,D10,original,False
35,109.23428317,-0.44490256,18.32,0.354,TM,Suspect,Circle_5m,D010A,0.354,Suspect,Critical,Priority Survey,D10,original,False
36,109.23483115,-0.44476072,18.31,0.471,TM,Healthy,,D010A,0.471,Healthy,Good,None,D10,original,False
37,109.23490304,-0.4446495,18.22,0.532,TM,Healthy,,D010A,0.532,Healthy,Good,None,D10,original,False
38,109.23430075,-0.44464484,18.18,0.441,TM,Healthy,,D010A,0.441,Normal,Moderate,Routine,D10,original,False
