Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Reclassified,Was_TBM
1,109.23698579,-0.44228798,20.0,0.367,TM,Suspect,Circle_5m,D011A,0.367,Suspect,Critical,Priority Survey,D11,original,False
2,109.2370159,-0.44224141,20.0,0.394,TM,Healthy,,D011A,0.394,Abnormal,Sub-Optimal,Monitor,D11,original,False
3,109.23708238,-0.44219305,19.99,0.431,TM,Healthy,,D011A,0.431,Normal,Moderate,Routine,D11,original,False
4,109.23779211,-0.44369933,19.99,0.362,TM,Suspect,Circle_5m,D011A,0.362,Suspect,Critical,Priority Survey,D11,original,False
5,109.23776785,-0.44373911,19.99,0.484,TM,Healthy,,D011A,0.484,Healthy,Good,None,D11,original,False
6,109.23703293,-0.44238203,19.99,0.484,TM,Healthy,,D011A,0.484,Healthy,Good,None,D11,original,False
7,109.23662566,-0.44198721,19.99,0.483,TM,Healthy,,D011A,0.483,Healthy,Good,None,D11,original,False
8,109.23688924,-0.44223053,19.98,0.437,TM,Healthy,,D011A,0.437,Normal,Moderate,Routine,D11,original,False
9,109.23732713,-0.44232785,19.98,0.524,TM,Healthy,,D011A,0.524,Healthy,Good,None,D11,original,False
10,109.23729523,-0.44234909,19.98,0.452,TM,Healthy,,D011A,0.452,Normal,Moderate,Routine,D11,original,False
11,109.23683891,-0.44234672,19.98,0.41,TM,Healthy,,D011A,0.41,Abnormal,Sub-Optimal,Monitor,D11,original,False
12,109.23708908,-0.44232553,19.98,0.439,TM,Healthy,,D011A,0.439,Normal,Moderate,Routine,D11,original,False
13,109.23688023,-0.44235216,19.98,0.397,TM,Healthy,,D011A,0.397,Abnormal,Sub-Optimal,Monitor,D11,original,False
14,109.23737756,-0.44175498,19.98,0.426,TM,Healthy,,D011A,0.426,Abnormal,Sub-Optimal,Monitor,D11,original,False
15,109.23780016,-0.44193911,19.98,0.424,TM,Healthy,,D011A,0.424,Abnormal,Sub-Optimal,Monitor,D11,original,False
16,109.23709315,-0.442236,19.98,0.433,TM,Healthy,,D011A,0.433,Normal,Moderate,Routine,D11,original,False
17,109.23779835,-0.4419798,19.98,0.416,TM,Healthy,,D011A,0.416,Abnormal,Sub-Optimal,Monitor,D11,original,False
18,109.23685152,-0.44222057,19.98,0.478,TM,Healthy,,D011A,0.478,Healthy,Good,None,D11,original,False
19,109.2380095,-0.44364557,19.97,0.377,TM,Suspect,Circle_5m,D011A,0.377,Suspect,Critical,Priority Survey,D11,original,False
20,109.23764212,-0.4435858,19.97,0.479,TM,Healthy,,D011A,0.479,Healthy,Good,None,D11,original,False
21,109.23689742,-0.44183806,19.97,0.428,TM,Healthy,,D011A,0.428,Abnormal,Sub-Optimal,Monitor,D11,original,False
22,109.23713489,-0.44235041,19.97,0.503,TM,Healthy,,D011A,0.503,Healthy,Good,None,D11,original,False
23,109.23769917,-0.44354738,19.97,0.515,TM,Healthy,,D011A,0.515,Healthy,Good,None,D11,original,False
24,109.23724774,-0.44187568,19.97,0.505,TM,Healthy,,D011A,0.505,Healthy,Good,None,D11,original,False
25,109.23701318,-0.44233003,19.97,0.458,TM,Healthy,,D011A,0.458,Normal,Moderate,Routine,D11,original,False
26,109.2372949,-0.44185082,19.97,0.401,TM,Healthy,,D011A,0.401,Abnormal,Sub-Optimal,Monitor,D11,original,False
27,109.23712996,-0.44230203,19.97,0.513,TM,Healthy,,D011A,0.513,Healthy,Good,None,D11,original,False
28,109.23707829,-0.44237119,19.97,0.449,TM,Healthy,,D011A,0.449,Normal,Moderate,Routine,D11,original,False
29,109.23792417,-0.44363244,19.97,0.444,TM,Healthy,,D011A,0.444,Normal,Moderate,Routine,D11,original,False
30,109.23767666,-0.44188799,19.96,0.305,TM,Suspect,Circle_5m,D011A,0.305,Suspect,Critical,Priority Survey,D11,original,False
31,109.2378883,-0.44338285,19.96,0.392,TM,Healthy,,D011A,0.392,Abnormal,Sub-Optimal,Monitor,D11,original,False
32,109.23692018,-0.44243129,19.96,0.416,TM,Healthy,,D011A,0.416,Abnormal,Sub-Optimal,Monitor,D11,original,False
33,109.2374072,-0.44179388,19.96,0.523,TM,Healthy,,D011A,0.523,Healthy,Good,None,D11,original,False
34,109.23740946,-0.44173012,19.96,0.514,TM,Healthy,,D011A,0.514,Healthy,Good,None,D11,original,False
35,109.23771623,-0.4416999,19.96,0.46,TM,Healthy,,D011A,0.46,Healthy,Good,None,D11,original,False
36,109.23704967,-0.4418476,19.95,0.515,TM,Healthy,,D011A,0.515,Healthy,Good,None,D11,original,False
37,109.23776203,-0.44173202,19.95,0.446,TM,Healthy,,D011A,0.446,Normal,Moderate,Routine,D11,original,False
38,109.23716896,-0.44262125,19.95,0.383,TM,Healthy,,D011A,0.383,Suspect,Critical,Priority Survey,D11,original,False
39,109.23690637,-0.44196105,19.95,0.447,TM,Healthy,,D011A,0.447,Normal,Moderate,Routine,D11,original,False
40,109.23815066,-0.44309037,19.95,0.373,TM,Suspect,Circle_5m,D011A,0.373,Suspect,Critical,Priority Survey,D11,original,False
41,109.23702451,-0.44188195,19.95,0.441,TM,Healthy,,D011A,0.441,Normal,Moderate,Routine,D11,original,False
42,109.23720776,-0.44189782,19.94,0.438,TM,Healthy,,D011A,0.438,Normal,Moderate,Routine,D11,original,False
43,109.23683979,-0.44241906,19.94,0.522,TM,Healthy,,D011A,0.522,Healthy,Good,None,D11,original,False
44,109.23709099,-0.44185936,19.94,0.525,TM,Healthy,,D011A,0.525,Healthy,Good,None,D11,original,False
45,109.23698005,-0.44188646,19.94,0.534,TM,Healthy,,D011A,0.534,Healthy,Good,None,D11,original,False
46,109.23689555,-0.4421401,19.94,0.349,TM,Suspect,Circle_5m,D011A,0.349,Suspect,Critical,Priority Survey,D11,original,False
47,109.23721765,-0.44185035,19.93,0.443,TM,Healthy,,D011A,0.443,Normal,Moderate,Routine,D11,original,False
48,109.2371227,-0.44261175,19.93,0.364,TM,Suspect,Circle_5m,D011A,0.364,Suspect,Critical,Priority Survey,D11,original,False
49,109.23743601,-0.44341439,19.93,0.418,TM,Healthy,,D011A,0.418,Abnormal,Sub-Optimal,Monitor,D11,original,False
