Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.24072412120293,-0.4311007399915155,0.0,0.437531361336253,Normal,Normal,Routine,E001A
2,109.24074312579167,-0.4311406783706784,0.0,0.4567663160209753,Normal,Normal,Routine,E001A
3,109.24081124395362,-0.4311159977424859,0.0,0.4670170978903949,Normal,Normal,Routine,E001A
4,109.24093208794413,-0.43113498996609895,0.0,0.4132979451627031,Normal,Normal,Routine,E001A
5,109.24100646415768,-0.4311347820977256,0.0,0.412547154649466,Normal,Normal,Routine,E001A
6,109.2410607216615,-0.43109576505680913,0.0,0.4346516768060027,Normal,Normal,Routine,E001A
7,109.24109692674354,-0.431138128259326,0.0,0.40699958610412806,Normal,Normal,Routine,E001A
8,109.24114822919262,-0.43110578970154934,0.0,0.3963260403251333,Abnormal,Abnormal,Monitor,E001A
9,109.24121752600998,-0.43109238417211915,0.0,0.43778272803263885,Normal,Normal,Routine,E001A
10,109.24125344566593,-0.43112595659295444,0.0,0.3942914007213683,Abnormal,Abnormal,Monitor,E001A
11,109.24129529577264,-0.43108887457808925,0.0,0.45651982478403413,Normal,Normal,Routine,E001A
12,109.24132522078847,-0.4311283669742484,0.0,0.45474790736777904,Normal,Normal,Routine,E001A
13,109.24142673066731,-0.43112255783616277,0.0,0.40502020572664355,Normal,Normal,Routine,E001A
14,109.24149645443387,-0.4311197680026327,0.0,0.3834236310615849,Abnormal,Abnormal,Monitor,E001A
15,109.24163344306216,-0.4310999947411306,0.0,0.4317057357581619,Normal,Normal,Routine,E001A
16,109.24169877149201,-0.43107018605032094,0.0,0.4207113804706907,Normal,Normal,Routine,E001A
17,109.24172054307365,-0.4311205923873987,0.0,0.4174029176414531,Normal,Normal,Routine,E001A
18,109.24178193599292,-0.43110720761891835,0.0,0.4020061625374688,Normal,Normal,Routine,E001A
19,109.24194402286653,-0.43107374814416033,0.0,0.4175919831477646,Normal,Normal,Routine,E001A
20,109.24196972278428,-0.43111946026366715,0.0,0.39797664724171683,Abnormal,Abnormal,Monitor,E001A
21,109.24199007065512,-0.431075673256768,0.0,0.41915992103537175,Normal,Normal,Routine,E001A
22,109.2420608841059,-0.43112354267918424,0.0,0.4009332217668232,Normal,Normal,Routine,E001A
23,109.24211232607107,-0.4310783160144312,0.0,0.43474182878882095,Normal,Normal,Routine,E001A
24,109.24212416284163,-0.4311283076901759,0.0,0.43181602769606825,Normal,Normal,Routine,E001A
25,109.24216935084803,-0.4310955914961139,0.0,0.44228871225926597,Normal,Normal,Routine,E001A
26,109.2421993030035,-0.4311225819346941,0.0,0.43592672663154924,Normal,Normal,Routine,E001A
27,109.24229760486833,-0.43111426621432586,0.0,0.427836491762159,Normal,Normal,Routine,E001A
28,109.24232090500331,-0.4310759888948205,0.0,0.3880797552236592,Abnormal,Abnormal,Monitor,E001A
29,109.24245048392913,-0.43114584200923284,0.0,0.41342406878250654,Normal,Normal,Routine,E001A
30,109.24250259234708,-0.4310891959566788,0.0,0.4329240239303941,Normal,Normal,Routine,E001A
31,109.24253730632921,-0.4311198110453397,0.0,0.44752828741953726,Normal,Normal,Routine,E001A
32,109.24258365481654,-0.4311071073248206,0.0,0.37598186101421704,Abnormal,Abnormal,Monitor,E001A
33,109.24265531500612,-0.4310664502606421,0.0,0.434245193202933,Normal,Normal,Routine,E001A
34,109.2427600923467,-0.4311217256858479,0.0,0.4273029185272194,Normal,Normal,Routine,E001A
35,109.24279856994644,-0.4310707636127388,0.0,0.37145557652051503,Abnormal,Abnormal,Monitor,E001A
36,109.24068801600579,-0.43101459686866345,0.0,0.38868476589246154,Abnormal,Abnormal,Monitor,E001A
37,109.24083631481994,-0.4310414294374066,0.0,0.44888706028568787,Normal,Normal,Routine,E001A
38,109.24093618365951,-0.4310350339335107,0.0,0.4173566301155807,Normal,Normal,Routine,E001A
39,109.24100489383369,-0.43105321100557675,0.0,0.47321045462159383,Normal,Normal,Routine,E001A
40,109.24109970005296,-0.43106229144657665,0.0,0.44150647339395704,Normal,Normal,Routine,E001A
41,109.24114532403597,-0.43107116964094955,0.0,0.4404531872709103,Normal,Normal,Routine,E001A
42,109.24124700716638,-0.4310384141572594,0.0,0.4504603254282693,Normal,Normal,Routine,E001A
43,109.24131422452683,-0.43101306864272115,0.0,0.4471261964357343,Normal,Normal,Routine,E001A
44,109.24140229606459,-0.43103145187560266,0.0,0.4428781139929444,Normal,Normal,Routine,E001A
45,109.2414433875417,-0.4310630505049839,0.0,0.4375930163097611,Normal,Normal,Routine,E001A
46,109.24148120618622,-0.43104167527115733,0.0,0.41532965939682165,Normal,Normal,Routine,E001A
47,109.24167186607626,-0.4310128072564659,0.0,0.42542351010582585,Normal,Normal,Routine,E001A
48,109.24196948571374,-0.4310055705837628,0.0,0.41789008653736687,Normal,Normal,Routine,E001A
49,109.2420590876043,-0.43100976566900284,0.0,0.3951767479937164,Abnormal,Abnormal,Monitor,E001A
50,109.24212475427987,-0.4309974344927411,0.0,0.40207926863782123,Normal,Normal,Routine,E001A
51,109.24221789916012,-0.43103997914706443,0.0,0.41498533011234784,Normal,Normal,Routine,E001A
52,109.24227956248664,-0.43102262363959043,0.0,0.40626444322394406,Normal,Normal,Routine,E001A
53,109.24238612154467,-0.4310210414582971,0.0,0.45424330655160966,Normal,Normal,Routine,E001A
54,109.24242658844344,-0.43105788129040634,0.0,0.4363516538763504,Normal,Normal,Routine,E001A
55,109.24246135652444,-0.43102101372660445,0.0,0.4177777338571766,Normal,Normal,Routine,E001A
56,109.24251732476303,-0.4310273179643769,0.0,0.4182149213853545,Normal,Normal,Routine,E001A
57,109.24257782303667,-0.43099820805697814,0.0,0.3100075703287827,Abnormal,Abnormal,Monitor,E001A
58,109.24270260984447,-0.43103212488354703,0.0,0.4424165000852484,Normal,Normal,Routine,E001A
59,109.24277271758604,-0.431000313339787,0.0,0.42788909941347364,Normal,Normal,Routine,E001A
60,109.24286406818223,-0.4309978676249176,0.0,0.3772606175578795,Abnormal,Abnormal,Monitor,E001A
61,109.24072083992463,-0.4309045437685183,0.0,0.43905916954038526,Normal,Normal,Routine,E001A
62,109.2408375284418,-0.4309433374095399,0.0,0.44218234927904365,Normal,Normal,Routine,E001A
63,109.24094244628814,-0.4309181860490316,0.0,0.4547758725117378,Normal,Normal,Routine,E001A
64,109.24106456479771,-0.43091820811351966,0.0,0.40512894993244564,Normal,Normal,Routine,E001A
65,109.24114370794128,-0.4309463331180239,0.0,0.4374771283294719,Normal,Normal,Routine,E001A
66,109.24121763235466,-0.4309264384845167,0.0,0.4307130051669307,Normal,Normal,Routine,E001A
67,109.24185480161405,-0.4309648385747794,0.0,0.3923789784692266,Abnormal,Abnormal,Monitor,E001A
68,109.2420194240594,-0.4309364166371915,0.0,0.4089330725575381,Normal,Normal,Routine,E001A
69,109.24202583250886,-0.43089653749492646,0.0,0.40224867558873095,Normal,Normal,Routine,E001A
70,109.24211806439932,-0.43092880634450614,0.0,0.4301462920934928,Normal,Normal,Routine,E001A
71,109.24218355717825,-0.4309422956671138,0.0,0.431456509207447,Normal,Normal,Routine,E001A
72,109.24224652860903,-0.43096707823579306,0.0,0.43459248419206303,Normal,Normal,Routine,E001A
73,109.24232957113009,-0.4309564014444199,0.0,0.42036975333374804,Normal,Normal,Routine,E001A
74,109.24242952459564,-0.43095736062212636,0.0,0.4432586568887351,Normal,Normal,Routine,E001A
75,109.24248409492986,-0.4309331389005356,0.0,0.4363810058630562,Normal,Normal,Routine,E001A
76,109.2425747122429,-0.4309397351363168,0.0,0.43796845222655817,Normal,Normal,Routine,E001A
77,109.24264310520674,-0.43093520328779406,0.0,0.4420480196271931,Normal,Normal,Routine,E001A
78,109.24273491050961,-0.4309280227489376,0.0,0.45109746102635206,Normal,Normal,Routine,E001A
79,109.24285046940143,-0.4309107810289988,0.0,0.39643943155896233,Abnormal,Abnormal,Monitor,E001A
80,109.24075269773019,-0.4308669855847788,0.0,0.4600357652587929,Normal,Normal,Routine,E001A
81,109.24086337030842,-0.430887086814185,0.0,0.41180661867838353,Normal,Normal,Routine,E001A
