Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
16,109.24179917,-0.4242325,17.82,0.3824624121189117,Suspect,Suspect,Priority Survey,E001A,0.3824624121189117,Suspect,Critical,Priority Survey,E01,RING-001,8.302,5.0
129,109.2418221,-0.42413529,12.29,0.4087904989719391,Abnormal,Abnormal,Monitor,E001A,0.4087904989719391,Abnormal,Sub-Optimal,Monitor,E01,RING-001,5.559,5.0
404,109.24175698,-0.42409639,8.36,0.4163303971290588,Abnormal,Abnormal,Monitor,E001A,0.4163303971290588,Abnormal,Sub-Optimal,Monitor,E01,RING-001,7.465,5.0
79,109.24173675,-0.42417687,13.46,0.3847533762454986,Suspect,Suspect,Priority Survey,E001A,0.3847533762454986,Suspect,Critical,Priority Survey,E01,RING-001,5.023,5.0
66,109.24065893,-0.42767311,13.83,0.4202719628810882,Abnormal,Abnormal,Monitor,E001A,0.4202719628810882,Abnormal,Sub-Optimal,Monitor,E01,RING-002,9.182,5.0
202,109.24068676,-0.42775857,11.05,0.3952108919620514,Abnormal,Abnormal,Monitor,E001A,0.3952108919620514,Abnormal,Sub-Optimal,Monitor,E01,RING-002,1.772,5.0
281,109.24066788,-0.42783407,9.81,0.3702132105827331,Suspect,Suspect,Priority Survey,E001A,0.3702132105827331,Suspect,Critical,Priority Survey,E01,RING-002,8.721,5.0
110,109.24106632,-0.42560868,12.62,0.4214468896389007,Abnormal,Abnormal,Monitor,E001A,0.4214468896389007,Abnormal,Sub-Optimal,Monitor,E01,RING-003,8.082,5.0
366,109.24115885,-0.42558067,8.71,0.429560512304306,Abnormal,Abnormal,Monitor,E001A,0.429560512304306,Abnormal,Sub-Optimal,Monitor,E01,RING-003,7.448,5.0
267,109.24119566,-0.42566432,9.94,0.4114155173301697,Abnormal,Abnormal,Monitor,E001A,0.4114155173301697,Abnormal,Sub-Optimal,Monitor,E01,RING-003,7.613,5.0
435,109.24110312,-0.42571404,7.88,0.4165185093879699,Abnormal,Abnormal,Monitor,E001A,0.4165185093879699,Abnormal,Sub-Optimal,Monitor,E01,RING-003,8.554,5.0
130,109.24156813,-0.42901078,12.28,0.4286779165267944,Abnormal,Abnormal,Monitor,E001A,0.4286779165267944,Abnormal,Sub-Optimal,Monitor,E01,RING-004,8.805,5.0
493,109.24166065,-0.42903296,7.21,0.4189907908439636,Abnormal,Abnormal,Monitor,E001A,0.4189907908439636,Abnormal,Sub-Optimal,Monitor,E01,RING-004,3.449,5.0
544,109.24167904,-0.42911163,6.72,0.4105220437049866,Abnormal,Abnormal,Monitor,E001A,0.4105220437049866,Abnormal,Sub-Optimal,Monitor,E01,RING-004,8.171,5.0
135,109.24105657,-0.42898308,12.18,0.4127250909805298,Abnormal,Abnormal,Monitor,E001A,0.4127250909805298,Abnormal,Sub-Optimal,Monitor,E01,RING-005,8.169,5.0
141,109.24100404,-0.42890937,12.03,0.4288375079631805,Abnormal,Abnormal,Monitor,E001A,0.4288375079631805,Abnormal,Sub-Optimal,Monitor,E01,RING-005,4.351,5.0
186,109.24106873,-0.42883885,11.32,0.3879736959934234,Suspect,Suspect,Priority Survey,E001A,0.3879736959934234,Suspect,Critical,Priority Survey,E01,RING-005,8.411,5.0
175,109.2418499,-0.43027054,11.47,0.3360381722450256,Suspect,Suspect,Priority Survey,E001A,0.3360381722450256,Suspect,Critical,Priority Survey,E01,RING-006,0.946,5.0
247,109.24190157,-0.43018826,10.34,0.4159125089645386,Abnormal,Abnormal,Monitor,E001A,0.4159125089645386,Abnormal,Sub-Optimal,Monitor,E01,RING-006,9.866,5.0
411,109.24180452,-0.43032795,8.22,0.3636999428272247,Suspect,Suspect,Priority Survey,E001A,0.3636999428272247,Suspect,Critical,Priority Survey,E01,RING-006,8.982,5.0
205,109.24086321,-0.42605084,11.04,0.3952848613262176,Abnormal,Abnormal,Monitor,E001A,0.3952848613262176,Abnormal,Sub-Optimal,Monitor,E01,RING-007,11.02,5.0
434,109.24088564,-0.42615438,7.89,0.39515221118927,Abnormal,Abnormal,Monitor,E001A,0.39515221118927,Abnormal,Sub-Optimal,Monitor,E01,RING-007,2.127,5.0
303,109.24085194,-0.42624616,9.54,0.4091188013553619,Abnormal,Abnormal,Monitor,E001A,0.4091188013553619,Abnormal,Sub-Optimal,Monitor,E01,RING-007,10.709,5.0
239,109.24106754,-0.42812716,10.46,0.4038267433643341,Abnormal,Abnormal,Monitor,E001A,0.4038267433643341,Abnormal,Sub-Optimal,Monitor,E01,RING-008,4.54,5.0
386,109.24114839,-0.42813215,8.58,0.3841949105262756,Suspect,Suspect,Priority Survey,E001A,0.3841949105262756,Suspect,Critical,Priority Survey,E01,RING-008,6.731,5.0
453,109.24106573,-0.42821623,7.67,0.4143098294734955,Abnormal,Abnormal,Monitor,E001A,0.4143098294734955,Abnormal,Sub-Optimal,Monitor,E01,RING-008,7.108,5.0
240,109.24170955,-0.42728766,10.44,0.4239471852779388,Abnormal,Abnormal,Monitor,E001A,0.4239471852779388,Abnormal,Sub-Optimal,Monitor,E01,RING-009,7.116,5.0
424,109.24166195,-0.42723294,8.01,0.389992743730545,Suspect,Suspect,Priority Survey,E001A,0.389992743730545,Suspect,Critical,Priority Survey,E01,RING-009,4.026,5.0
513,109.24171991,-0.42715293,7.02,0.4259547591209411,Abnormal,Abnormal,Monitor,E001A,0.4259547591209411,Abnormal,Sub-Optimal,Monitor,E01,RING-009,8.309,5.0
310,109.24219512,-0.42902087,9.39,0.3889951109886169,Suspect,Suspect,Priority Survey,E001A,0.3889951109886169,Suspect,Critical,Priority Survey,E01,RING-010,3.541,5.0
830,109.24230201,-0.42903084,4.87,0.3984811902046203,Abnormal,Abnormal,Monitor,E001A,0.3984811902046203,Abnormal,Sub-Optimal,Monitor,E01,RING-010,12.678,5.0
