Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,Ring_ID,Distance_to_Center_m,Ring_Radius_m
35,109.24279856994644,-0.4310707636127388,0.0,0.371455576520515,Abnormal,Abnormal,Monitor,E001A,RING-001,9.623,5.0
60,109.24286406818224,-0.4309978676249176,0.0,0.3772606175578795,Abnormal,Abnormal,Monitor,E001A,RING-001,2.981,5.0
79,109.24285046940145,-0.4309107810289988,0.0,0.3964394315589623,Abnormal,Abnormal,Monitor,E001A,RING-001,9.214,5.0
67,109.24185480161404,-0.4309648385747794,0.0,0.3923789784692266,Abnormal,Abnormal,Monitor,E001A,RING-002,8.684,5.0
90,109.24180608661148,-0.4308934633474883,0.0,0.3990698347065168,Abnormal,Abnormal,Monitor,E001A,RING-002,2.425,5.0
89,109.24172764685363,-0.4308807107362957,0.0,0.3716709567675278,Abnormal,Abnormal,Monitor,E001A,RING-002,8.423,5.0
129,109.2414259937402,-0.4307324363940056,0.0,0.396214224456239,Abnormal,Abnormal,Monitor,E001A,RING-003,15.21,5.0
148,109.2414697763962,-0.4306584782862398,0.0,0.3962802753323003,Abnormal,Abnormal,Monitor,E001A,RING-003,7.662,5.0
173,109.24143572860407,-0.4305901910600546,0.0,0.3973132148496885,Abnormal,Abnormal,Monitor,E001A,RING-003,0.819,5.0
199,109.24140792803608,-0.4305309184642115,0.0,0.398084373330081,Abnormal,Abnormal,Monitor,E001A,RING-003,8.032,5.0
200,109.24146414696538,-0.4304661943543986,0.0,0.3920418019772434,Abnormal,Abnormal,Monitor,E001A,RING-003,14.545,5.0
168,109.24099587364694,-0.4305781385295764,0.0,0.3819953873865519,Abnormal,Abnormal,Monitor,E001A,RING-004,5.706,5.0
169,109.24104859471738,-0.4305955938543544,0.0,0.3875875284062674,Abnormal,Abnormal,Monitor,E001A,RING-004,7.247,5.0
195,109.24101310293352,-0.4305293807756099,0.0,0.3743950349164081,Abnormal,Abnormal,Monitor,E001A,RING-004,1.351,5.0
223,109.24103810159536,-0.4304366025131191,0.0,0.3754749435810406,Abnormal,Abnormal,Monitor,E001A,RING-004,10.983,5.0
235,109.24231771482329,-0.4304153238485619,0.0,0.3964123294308338,Abnormal,Abnormal,Monitor,E001A,RING-005,7.997,5.0
258,109.2423375443673,-0.4303519468024475,0.0,0.3994870373403464,Abnormal,Abnormal,Monitor,E001A,RING-005,5.371,5.0
257,109.24226374591764,-0.4303511971933768,0.0,0.3861294103176644,Abnormal,Abnormal,Monitor,E001A,RING-005,2.867,5.0
