Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-045,109.24094401,-0.42344966,5.0,73,0,73,0.382,0.0,56.93,High
RING-038,109.24144405,-0.42508492,5.0,39,0,39,0.3866,0.0,31.384,High
RING-034,109.24122837,-0.42571043,5.0,34,0,34,0.3828,0.0,27.672,High
RING-054,109.24230446,-0.42309993,5.0,24,0,24,0.3818,0.0,20.182,High
RING-031,109.2410896,-0.42643728,5.0,23,0,23,0.3716,0.0,19.534,High
RING-042,109.24083339,-0.42455145,5.0,20,0,20,0.3819,0.0,17.181,High
RING-035,109.24183285,-0.4257116,5.0,17,0,17,0.3821,0.0,14.629,High
RING-058,109.2414922,-0.42292987,5.0,15,0,15,0.3818,0.0,12.932,High
RING-047,109.24148823,-0.42375644,5.0,13,0,13,0.3811,0.0,11.239,Medium
RING-044,109.24147253,-0.42445702,5.0,12,1,11,0.3715,0.0,11.235,Medium
RING-015,109.24220527,-0.42877067,5.0,12,0,12,0.3827,0.0,10.373,Medium
RING-027,109.24213387,-0.42677786,5.0,11,0,11,0.3741,0.0,9.609,Medium
RING-028,109.24184308,-0.42677018,5.0,11,0,11,0.3815,0.0,9.535,Medium
RING-032,109.24163703,-0.4261519,5.0,11,0,11,0.3839,0.0,9.511,Medium
RING-019,109.24218924,-0.42772755,5.0,10,0,10,0.3838,0.0,8.662,Medium
RING-022,109.24142769,-0.42728695,5.0,9,0,9,0.3799,0.0,7.851,Medium
RING-036,109.24067585,-0.42563604,5.0,9,0,9,0.387,0.0,7.78,Medium
RING-049,109.2421952,-0.42366719,5.0,9,0,9,0.3878,0.0,7.772,Medium
RING-024,109.24095423,-0.42708199,5.0,8,0,8,0.386,0.0,6.94,Low
RING-041,109.2422576,-0.42499132,5.0,7,0,7,0.3749,0.0,6.201,Low
RING-030,109.24141372,-0.42664212,5.0,7,0,7,0.3775,0.0,6.175,Low
RING-037,109.24223243,-0.4256077,5.0,7,0,7,0.3847,0.0,6.103,Low
RING-046,109.24226116,-0.42401062,5.0,7,0,7,0.392,0.0,6.03,Low
RING-018,109.24099855,-0.42783425,5.0,6,0,6,0.3838,0.0,5.262,Low
RING-056,109.24141947,-0.42325391,5.0,6,0,6,0.3844,0.0,5.256,Low
RING-055,109.24258526,-0.42332684,5.0,5,0,5,0.3907,0.0,4.343,Low
RING-003,109.24144071,-0.43059564,5.0,5,0,5,0.396,0.0,4.29,Low
RING-052,109.24063696,-0.42342026,5.0,4,0,4,0.3681,0.0,3.719,Low
RING-059,109.24187292,-0.42302205,5.0,4,0,4,0.3797,0.0,3.603,Low
RING-004,109.24102392,-0.43053493,5.0,4,0,4,0.3799,0.0,3.601,Low
RING-020,109.24182127,-0.42761208,5.0,4,0,4,0.3867,0.0,3.533,Low
RING-043,109.24219913,-0.42468315,5.0,4,0,4,0.3881,0.0,3.519,Low
RING-051,109.24262312,-0.4236174,5.0,4,0,4,0.3882,0.0,3.518,Low
RING-057,109.24201931,-0.42312729,5.0,4,0,4,0.3912,0.0,3.488,Low
RING-009,109.24110604,-0.42959051,5.0,4,0,4,0.3914,0.0,3.486,Low
RING-053,109.24136094,-0.42343285,5.0,4,0,4,0.3926,0.0,3.474,Low
RING-005,109.24228939,-0.43034883,5.0,4,0,4,0.393,0.0,3.47,Low
RING-033,109.2409271,-0.42611983,5.0,3,0,3,0.3673,0.0,2.877,Low
RING-021,109.24126346,-0.42760388,5.0,3,0,3,0.3746,0.0,2.804,Low
RING-050,109.24202761,-0.42357916,5.0,3,0,3,0.3773,0.0,2.777,Low
RING-048,109.24181802,-0.42379884,5.0,3,0,3,0.378,0.0,2.77,Low
RING-016,109.24100397,-0.42871688,5.0,3,0,3,0.3786,0.0,2.764,Low
RING-029,109.24108184,-0.42671032,5.0,3,0,3,0.3794,0.0,2.756,Low
RING-025,109.24182677,-0.42717366,5.0,3,0,3,0.381,0.0,2.74,Low
RING-001,109.2428377,-0.43099314,5.0,3,0,3,0.3817,0.0,2.733,Low
RING-011,109.24227834,-0.4291956,5.0,3,0,3,0.3819,0.0,2.731,Low
RING-014,109.24143572,-0.42885891,5.0,3,0,3,0.3829,0.0,2.721,Low
RING-008,109.24092116,-0.42959667,5.0,3,0,3,0.3833,0.0,2.717,Low
RING-017,109.24081944,-0.42843994,5.0,3,0,3,0.3853,0.0,2.697,Low
RING-010,109.24225306,-0.4296371,5.0,3,0,3,0.3873,0.0,2.677,Low
RING-002,109.24179618,-0.430913,5.0,3,0,3,0.3877,0.0,2.673,Low
RING-006,109.24213876,-0.43014834,5.0,3,0,3,0.389,0.0,2.66,Low
RING-023,109.24179493,-0.4273558,5.0,3,0,3,0.389,0.0,2.66,Low
RING-039,109.24179264,-0.42524042,5.0,3,0,3,0.3903,0.0,2.647,Low
RING-012,109.24205658,-0.42912786,5.0,3,0,3,0.3903,0.0,2.647,Low
RING-007,109.24096475,-0.42993741,5.0,3,0,3,0.3905,0.0,2.645,Low
RING-013,109.24182711,-0.42899823,5.0,3,0,3,0.392,0.0,2.63,Low
RING-040,109.24205863,-0.42509644,5.0,3,0,3,0.392,0.0,2.63,Low
RING-026,109.2413033,-0.42696406,5.0,3,0,3,0.3929,0.0,2.621,Low
