Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy
46,109.2317835,-0.44206156,14.98,0.3657472431659698,Suspect,Suspect,Priority Survey,D009A,0.3657472431659698,Suspect,Critical,Priority Survey,D09
47,109.23252444,-0.44072157,14.97,0.4645724892616272,Healthy,Healthy,,D009A,0.4645724892616272,Healthy,Good,,D09
48,109.23168817,-0.44066666,14.91,0.536479651927948,Healthy,Healthy,,D009A,0.536479651927948,Healthy,Good,,D09
49,109.2322945,-0.44067811,14.9,0.5063261985778809,Healthy,Healthy,,D009A,0.5063261985778809,Healthy,Good,,D09
50,109.2317043,-0.44083441,14.89,0.4755856394767761,Healthy,Healthy,,D009A,0.4755856394767761,Healthy,Good,,D09
51,109.23244442,-0.44293753,14.89,0.416610985994339,Abnormal,Abnormal,Monitor,D009A,0.416610985994339,Abnormal,Sub-Optimal,Monitor,D09
52,109.23222882,-0.44110175,14.86,0.5054580569267273,Healthy,Healthy,,D009A,0.5054580569267273,Healthy,Good,,D09
53,109.23164642,-0.4405925,14.75,0.4524079263210296,Normal,Normal,Routine,D009A,0.4524079263210296,Normal,Moderate,Routine,D09
54,109.23150112,-0.44152931,14.74,0.4454158842563629,Normal,Normal,Routine,D009A,0.4454158842563629,Normal,Moderate,Routine,D09
55,109.23211427,-0.44120572,14.66,0.4760796725749969,Healthy,Healthy,,D009A,0.4760796725749969,Healthy,Good,,D09
56,109.23207093,-0.44406193,14.65,0.5143194794654846,Healthy,Healthy,,D009A,0.5143194794654846,Healthy,Good,,D09
