Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
4,109.23220019,-0.44063875,17.36,0.365,TM,Suspect,Circle_5m,D009A,0.4298862218856811,Abnormal,Sub-Optimal,Monitor,D09,RING-001,9.066,5.0
40,109.23212158,-0.44066857,15.26,0.34,TM,Suspect,Circle_5m,D009A,0.4004049003124237,Abnormal,Sub-Optimal,Monitor,D09,RING-001,3.177,5.0
109,109.23209281,-0.44076849,13.73,0.359,TM,Suspect,Circle_5m,D009A,0.4229079186916351,Abnormal,Sub-Optimal,Monitor,D09,RING-001,9.855,5.0
21,109.23234055,-0.44910979,16.11,0.335,TM,Suspect,Circle_5m,D009A,0.4008254408836365,Abnormal,Sub-Optimal,Monitor,D09,RING-002,9.458,5.0
90,109.23242588,-0.44911297,14.02,0.31,TM,Suspect,Circle_5m,D009A,0.4103892743587494,Abnormal,Sub-Optimal,Monitor,D09,RING-002,2.566,5.0
1332,109.23250315,-0.44904698,4.42,0.38,TM,Suspect,Circle_5m,D009A,0.4489582180976867,Normal,Moderate,Routine,D09,RING-002,10.087,5.0
41,109.23228677,-0.44485189,15.21,0.367,TM,Suspect,Circle_5m,D009A,0.4269171059131622,Abnormal,Sub-Optimal,Monitor,D09,RING-003,11.719,5.0
1146,109.23218032,-0.44486543,6.23,0.293,TM,Suspect,Circle_5m,D009A,0.3623524308204651,Suspect,Critical,Priority Survey,D09,RING-003,4.96,5.0
221,109.23218978,-0.44478269,11.99,0.371,TM,Suspect,Circle_5m,D009A,0.4195809364318847,Abnormal,Sub-Optimal,Monitor,D09,RING-003,4.248,5.0
1262,109.23218351,-0.44469859,5.12,0.325,TM,Suspect,Circle_5m,D009A,0.3866632580757141,Suspect,Critical,Priority Survey,D09,RING-003,13.528,5.0
60,109.23209004,-0.4449061,14.51,0.371,TM,Suspect,Circle_5m,D009A,0.3943350911140442,Abnormal,Sub-Optimal,Monitor,D09,RING-003,14.245,5.0
69,109.2321956,-0.44858435,14.32,0.378,TM,Suspect,Circle_5m,D009A,0.4531800746917724,Normal,Moderate,Routine,D09,RING-004,12.32,5.0
