Tree_ID,Longitude,Latitude,Height_m,NDRE_Absolute,NDRE_Relative,Classification,Height_Class,Health_Status,Health_Label,Action,Block_Name,Classification_Abs,Health_Status_Abs,Action_Abs,Was_Reclassified
244,109.22857618510402,-0.4450481763130708,5.41,0.4078717529773712,0.2862,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1182,109.22528201633725,-0.4464904351312815,5.41,0.4388227760791778,0.4668,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
597,109.23109836507132,-0.44555661455167,5.41,0.4385371208190918,0.4651,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1459,109.2290779075535,-0.4469509298152336,5.4,0.4143899977207184,0.3242,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
655,109.23081529246456,-0.4456691415970319,5.4,0.5184173583984375,0.9341,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1494,109.22801419248007,-0.4470012244639066,5.39,0.4814760088920593,0.7166,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
935,109.23076726348232,-0.4460620652481762,5.39,0.3440904915332794,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
192,109.22911717963495,-0.4449954562309937,5.38,0.4147816300392151,0.3265,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1557,109.23038353046546,-0.4471143952350164,5.38,0.3962946236133575,0.2189,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1156,109.22591203338476,-0.4464331417194943,5.38,0.3580662906169891,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
314,109.22413874941928,-0.4451321226030026,5.38,0.4384331703186035,0.4645,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
517,109.23067610761446,-0.4454370233689565,5.38,0.3842971622943878,0.1492,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1244,109.22371154895428,-0.4465957547029247,5.38,0.4503684341907501,0.5343,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
653,109.23051398630234,-0.4456667708473681,5.38,0.3929701447486877,0.1996,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1644,109.22954804302698,-0.4473072131086594,5.37,0.4383364617824554,0.4639,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1435,109.22832693563876,-0.446902492293876,5.37,0.4341038167476654,0.4392,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1302,109.2279503533668,-0.4466909973738467,5.37,0.4021573364734649,0.253,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1283,109.22836351543022,-0.4466612254520137,5.37,0.4879616498947143,0.7547,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
936,109.2285006158711,-0.4460638140303253,5.36,0.5065869092941284,0.8644,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
946,109.22338069232968,-0.4460832518863809,5.36,0.3909573853015899,0.1879,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1111,109.23033577566108,-0.446360683425115,5.36,0.4193158745765686,0.3529,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
855,109.22404725041984,-0.4459432445255439,5.36,0.4612022042274475,0.5977,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Healthy,Good,None,False
1486,109.22906648617028,-0.4469853950161222,5.35,0.4319153428077698,0.4264,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
998,109.22881330901085,-0.4461741873225894,5.35,0.4100095629692077,0.2987,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
731,109.22887046966603,-0.4457766705864745,5.35,0.4541787207126617,0.5566,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
499,109.23094546688264,-0.445398024741003,5.35,0.4106194674968719,0.3022,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
329,109.2306784592864,-0.4451474927008977,5.35,0.4416455030441284,0.4833,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1680,109.23079205409564,-0.447392536295111,5.35,0.3889111876487732,0.176,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Suspect,Critical,Priority Survey,False
1649,109.23109566061176,-0.4473213761153617,5.35,0.3304731845855713,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
498,109.22688696079732,-0.4453970426574173,5.34,0.3797388672828674,0.1227,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1611,109.22291248028188,-0.4472297688078269,5.34,0.3651539385318756,0.0382,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1495,109.22571330865762,-0.4470029629010625,5.33,0.4117944836616516,0.3091,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1483,109.22976725328584,-0.4469809694135934,5.33,0.3942080438137054,0.2067,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
293,109.22522528156084,-0.445109407394283,5.33,0.4813240766525268,0.7157,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
284,109.22404517086709,-0.4450953341718032,5.33,0.5036433935165405,0.847,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
2,109.2301945825348,-0.4449796315340221,5.33,0.4353784024715423,0.4466,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
3692,109.22937944940388,-0.445967516663142,5.32,0.3639589548110962,0.0312,TM,TBM_Sisip,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,True
941,109.22877224540368,-0.4460753691912543,5.32,0.4801169335842132,0.7087,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
956,109.22540308940546,-0.4460975304378737,5.32,0.3918172121047973,0.1929,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1708,109.22524981964122,-0.4474899964777586,5.32,0.4809388518333435,0.7135,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
784,109.23046600780758,-0.4458482907092362,5.32,0.3760808408260345,0.1015,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1262,109.226852426642,-0.4466286884177361,5.31,0.3663041591644287,0.0448,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
782,109.23049340042208,-0.4458437016051457,5.31,0.4209833741188049,0.3626,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
671,109.22932245076248,-0.4456871632942747,5.31,0.4545197188854217,0.5586,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
978,109.22905071186148,-0.4461328833007718,5.31,0.4110479652881622,0.3047,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1054,109.23123515264552,-0.4462689865922369,5.31,0.3837494552135467,0.146,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
890,109.23124891481936,-0.4459909479372609,5.3,0.4410253167152405,0.4796,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
87,109.23083118581678,-0.446025314848506,5.3,0.4719089269638061,0.6605,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
611,109.2292813898579,-0.4455768558237988,5.3,0.4263017773628235,0.3936,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
569,109.23123305158524,-0.4455083918929395,5.3,0.3845176100730896,0.1505,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Suspect,Critical,Priority Survey,False
1195,109.2298358448198,-0.4465099235530941,5.3,0.4727685153484344,0.6655,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
665,109.2267248265157,-0.4456819382676202,5.29,0.3811883628368377,0.1311,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
758,109.2300323187207,-0.4458068241467445,5.29,0.5221272706985474,0.956,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1449,109.22845932123204,-0.4469300988166297,5.29,0.3953039646148681,0.2131,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1615,109.23053643619136,-0.4472408150179142,5.29,0.5370393395423889,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
913,109.23082890318987,-0.446025314295972,5.29,0.5114542245864868,0.893,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1334,109.23097025195489,-0.4467537724483412,5.29,0.4890643954277038,0.7612,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
967,109.2283522326721,-0.4461166289338054,5.29,0.4094153642654419,0.2952,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1088,109.22506064242395,-0.4463226375426563,5.28,0.4291127026081085,0.41,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1672,109.22850714780508,-0.4473827896871402,5.28,0.5042076706886292,0.8503,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1125,109.22697118081416,-0.4463874417222917,5.28,0.4985728859901428,0.8172,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
464,109.2271403455668,-0.4453396574742137,5.27,0.357828140258789,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1367,109.2291692494332,-0.4467969950333871,5.27,0.4338877201080322,0.4379,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
806,109.22536433825914,-0.4458746285766748,5.27,0.4388279914855957,0.4668,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1667,109.2310751059555,-0.4473673284749493,5.27,0.4189049303531647,0.3505,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
584,109.2292083540955,-0.4455423701698381,5.26,0.3976545035839081,0.2268,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
4603,109.23107303557563,-0.4464803511405996,5.26,0.4064092636108398,0.2777,TM,TBM_Sisip,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,True
1222,109.23111182101356,-0.4465607858993691,5.26,0.4215190410614013,0.3657,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
704,109.230482012528,-0.4457379969805489,5.24,0.3611381649971008,0.0149,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
5004,109.23126471859536,-0.4467216736843863,5.24,0.4163091480731964,0.3354,TM,TBM_Sisip,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,True
1654,109.2308263094691,-0.4473259064657361,5.24,0.568231463432312,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
809,109.23061893664998,-0.445878199988045,5.23,0.4955681264400482,0.7995,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1278,109.2249441488869,-0.4466557989015733,5.23,0.5078358054161072,0.8717,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
762,109.22668142591615,-0.445810608015636,5.23,0.4660119712352752,0.6259,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Healthy,Good,None,False
847,109.2311188204236,-0.4459265761651969,5.23,0.4341447651386261,0.4394,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1677,109.22962563247287,-0.4473899551199719,5.23,0.4591681063175201,0.5858,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
507,109.2252526015468,-0.4454081358381327,5.23,0.4244202077388763,0.3827,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1175,109.22493049782568,-0.4464696689400993,5.21,0.4402903318405151,0.4753,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1259,109.22916929179792,-0.4466200594335724,5.21,0.4905539155006408,0.77,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
929,109.22578658119866,-0.4460493684783557,5.21,0.3511539101600647,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
866,109.22989760647152,-0.445963046424861,5.21,0.3634313344955444,0.0282,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
404,109.22692808203996,-0.4452545851582363,5.2,0.4563569128513336,0.5693,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1189,109.22330070033968,-0.4465014425460696,5.2,0.5375099778175354,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1681,109.22960052248702,-0.4473945447502419,5.2,0.5325616002082825,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1601,109.23119612319272,-0.4472088049877195,5.2,0.4790793359279632,0.7026,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
493,109.2303930734579,-0.4453886997378561,5.2,0.4422133266925812,0.4866,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
207,109.22728879395272,-0.4450133969186881,5.19,0.3736860156059265,0.0876,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
825,109.23110969704658,-0.4458967016802415,5.18,0.4769288897514343,0.6899,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
512,109.22399487351566,-0.4454285114733309,5.18,0.445777416229248,0.5074,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
381,109.2271540698505,-0.4452201719451362,5.18,0.3995948433876037,0.2381,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1151,109.22900955480333,-0.4464247021641147,5.18,0.3740000128746032,0.0894,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
3237,109.22658101255736,-0.4457186691899722,5.18,0.3639337122440338,0.0311,TM,TBM_Sisip,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,True
937,109.22548983558184,-0.4460699771773765,5.17,0.478975772857666,0.702,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1576,109.23095874477988,-0.4471467049663862,5.17,0.4489747285842895,0.5261,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1071,109.23061427258128,-0.4462918148963375,5.17,0.4526951014995575,0.5479,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
882,109.23031304110884,-0.4459769342113877,5.17,0.3834763169288635,0.1444,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1395,109.2266469388639,-0.4468446375150792,5.17,0.4062462747097015,0.2768,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1699,109.23035834284714,-0.4474429840377666,5.16,0.5217334032058716,0.9537,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
3985,109.2310502955116,-0.4461195804470794,5.16,0.339470773935318,0.0,TM,TBM_Sisip,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,True
737,109.22413402847334,-0.4457824154928563,5.16,0.362617015838623,0.0235,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1691,109.2284637696721,-0.4474172471038066,5.16,0.4551161825656891,0.5621,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
315,109.2267500666464,-0.4451327553562729,5.16,0.4423090517520904,0.4871,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
617,109.23041813464371,-0.4455886201939054,5.15,0.4255205988883972,0.3891,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1126,109.230280986035,-0.4463882445462862,5.15,0.3841225504875183,0.1482,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1444,109.2279480151234,-0.4469230810237092,5.15,0.3994195461273193,0.237,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1099,109.22831337527988,-0.4463372144567979,5.15,0.4332599341869354,0.4343,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1089,109.23135840080884,-0.4463264631291434,5.15,0.2061854749917984,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
283,109.22955085477052,-0.4450943692716416,5.15,0.4194663166999817,0.3538,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1024,109.22836133842765,-0.446220035024213,5.14,0.4450415670871734,0.5031,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1526,109.22986082058615,-0.4470660131634202,5.13,0.4560655355453491,0.5676,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
1450,109.22900258533346,-0.446932528607503,5.12,0.4620187282562256,0.6025,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Healthy,Good,None,False
1056,109.2283887178178,-0.4462705946738687,5.12,0.3660271763801574,0.0432,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1496,109.22842278162068,-0.4470036215941624,5.12,0.3848110437393188,0.1522,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Suspect,Critical,Priority Survey,False
1659,109.2306939132366,-0.4473419593918786,5.12,0.4980923235416412,0.8143,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
775,109.23064177334116,-0.445834546043458,5.11,0.4430610239505768,0.4915,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
380,109.22470253534551,-0.4452195779545698,5.1,0.4138441383838653,0.321,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1419,109.22576127458228,-0.4468742943654981,5.1,0.494058221578598,0.7906,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
455,109.2270901311756,-0.4453258581375994,5.09,0.5605336427688599,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1296,109.22518153474502,-0.4466834309532436,5.08,0.5215411186218262,0.9525,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
261,109.22976770909403,-0.445073740896253,5.08,0.3892217874526977,0.1778,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Suspect,Critical,Priority Survey,False
862,109.22890923253972,-0.4459513176952238,5.08,0.4937450885772705,0.7888,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1535,109.23053647471394,-0.4470799643534003,5.07,0.4199377596378326,0.3565,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
891,109.23054586515948,-0.4459930756430748,5.07,0.5891549587249756,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
497,109.22603782567376,-0.4453968368977907,5.07,0.4922379851341247,0.7799,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1377,109.22567454932826,-0.4468145288937797,5.07,0.4990816712379455,0.8202,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
538,109.23135404069772,-0.4454670595176422,5.06,0.2094201445579528,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
568,109.22967401783252,-0.4455080148695654,5.06,0.4275709390640259,0.401,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
684,109.22557438003162,-0.4457046378735205,5.06,0.4106793999671936,0.3026,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
920,109.22420472851611,-0.4460374949957445,5.05,0.4941390752792358,0.7911,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1042,109.23042254128382,-0.446252704717092,5.04,0.3697759509086609,0.0649,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
422,109.22961472551503,-0.4452736182300434,5.04,0.4443050622940063,0.4988,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
743,109.22947307931396,-0.4457906037026548,5.04,0.3729088902473449,0.0831,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,False
1285,109.22922862904797,-0.4466660311320245,5.04,0.5224799513816833,0.9581,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
490,109.22600358856069,-0.4453876371550296,5.04,0.5013423562049866,0.8335,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1434,109.22982662136968,-0.4468982606515918,5.03,0.4836377203464508,0.7293,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
1643,109.22655552314458,-0.4473064855149418,5.03,0.4583220779895782,0.5808,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
985,109.22362491700471,-0.4461476512841262,5.03,0.3977068364620209,0.2271,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C13,Abnormal,Sub-Optimal,Monitor,False
1704,109.23014377318984,-0.4474544212481837,5.03,0.6063234210014343,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C13,Healthy,Good,None,False
2404,109.2247390446063,-0.445272437575907,5.03,0.4522357583045959,0.5452,TM,TBM_Sisip,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,True
1728,109.22938654030196,-0.4449495640331858,5.02,0.3742364943027496,0.0908,TM,TBM_Sisip,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C13,Suspect,Critical,Priority Survey,True
208,109.2284186922928,-0.4450136702615181,5.02,0.4490192532539367,0.5264,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C13,Normal,Moderate,Routine,False
