Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy
1,109.23432089,-0.44491704,19.87,0.461643248796463,Healthy,Healthy,,D010A,0.461643248796463,Healthy,Good,,D10
2,109.23484244,-0.44448807,19.71,0.3674949705600738,Suspect,Suspect,Priority Survey,D010A,0.3674949705600738,Suspect,Critical,Priority Survey,D10
3,109.23521549,-0.44903317,19.69,0.3366577923297882,Suspect,Suspect,Priority Survey,D010A,0.3366577923297882,Suspect,Critical,Priority Survey,D10
4,109.23388693,-0.44908123,19.69,0.4255428314208984,Abnormal,Abnormal,Monitor,D010A,0.4255428314208984,Abnormal,Sub-Optimal,Monitor,D10
5,109.23467982,-0.44463679,19.53,0.4313993453979492,Normal,Normal,Routine,D010A,0.4313993453979492,Normal,Moderate,Routine,D10
6,109.23406661,-0.44896507,19.5,0.4677554666996002,Healthy,Healthy,,D010A,0.4677554666996002,Healthy,Good,,D10
7,109.23441892,-0.44443643,19.38,0.3482896685600281,Suspect,Suspect,Priority Survey,D010A,0.3482896685600281,Suspect,Critical,Priority Survey,D10
8,109.23491204,-0.44457626,19.36,0.464722067117691,Healthy,Healthy,,D010A,0.464722067117691,Healthy,Good,,D10
9,109.23490983,-0.44442343,19.31,0.4962208271026611,Healthy,Healthy,,D010A,0.4962208271026611,Healthy,Good,,D10
10,109.23394036,-0.44916036,19.05,0.4626896977424621,Healthy,Healthy,,D010A,0.4626896977424621,Healthy,Good,,D10
11,109.23478221,-0.44469379,19.0,0.4505444169044494,Normal,Normal,Routine,D010A,0.4505444169044494,Normal,Moderate,Routine,D10
12,109.2346887,-0.4450591,18.93,0.4365332424640655,Normal,Normal,Routine,D010A,0.4365332424640655,Normal,Moderate,Routine,D10
13,109.23508344,-0.44905529,18.79,0.4532305598258972,Normal,Normal,Routine,D010A,0.4532305598258972,Normal,Moderate,Routine,D10
14,109.23505647,-0.44912763,18.73,0.4588568210601806,Normal,Normal,Routine,D010A,0.4588568210601806,Normal,Moderate,Routine,D10
15,109.23429293,-0.44917854,18.73,0.5452869534492493,Healthy,Healthy,,D010A,0.5452869534492493,Healthy,Good,,D10
16,109.23481726,-0.44462914,18.71,0.5626688599586487,Healthy,Healthy,,D010A,0.5626688599586487,Healthy,Good,,D10
17,109.23551507,-0.44900792,18.59,0.4555252194404602,Normal,Normal,Routine,D010A,0.4555252194404602,Normal,Moderate,Routine,D10
18,109.23471392,-0.44476204,18.52,0.5266240835189819,Healthy,Healthy,,D010A,0.5266240835189819,Healthy,Good,,D10
19,109.23501808,-0.44439181,18.38,0.4972579181194305,Healthy,Healthy,,D010A,0.4972579181194305,Healthy,Good,,D10
20,109.23406583,-0.44470311,18.36,0.3776382803916931,Suspect,Suspect,Priority Survey,D010A,0.3776382803916931,Suspect,Critical,Priority Survey,D10
21,109.23483115,-0.44476072,18.31,0.4713985919952392,Healthy,Healthy,,D010A,0.4713985919952392,Healthy,Good,,D10
22,109.23430075,-0.44464484,18.18,0.4465962648391723,Normal,Normal,Routine,D010A,0.4465962648391723,Normal,Moderate,Routine,D10
23,109.23445262,-0.44436635,17.98,0.4770828485488891,Healthy,Healthy,,D010A,0.4770828485488891,Healthy,Good,,D10
24,109.23479754,-0.44441843,17.85,0.5322602987289429,Healthy,Healthy,,D010A,0.5322602987289429,Healthy,Good,,D10
