Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.23371561219676,-0.4490466983856586,0.0,0.41697741935714483,Normal,Normal,Routine,D010A
2,109.23380211515665,-0.44907941885244756,0.0,0.38861842459882967,Abnormal,Abnormal,Monitor,D010A
3,109.23389148007118,-0.4490744958926287,0.0,0.39569822293038964,Abnormal,Abnormal,Monitor,D010A
4,109.23398116208007,-0.44906957300835665,0.0,0.43719202527560014,Normal,Normal,Routine,D010A
5,109.2340842156394,-0.449080196454196,0.0,0.428029013713079,Normal,Normal,Routine,D010A
6,109.23411036643277,-0.449049076868485,0.0,0.45708597996423467,Normal,Normal,Routine,D010A
7,109.23414119410236,-0.44905716969842485,0.0,0.44289308551158896,Normal,Normal,Routine,D010A
8,109.23426864204652,-0.44907907748520254,0.0,0.44614105429380463,Normal,Normal,Routine,D010A
9,109.23433835807111,-0.44907829775596153,0.0,0.44167868324271614,Normal,Normal,Routine,D010A
10,109.23440341491488,-0.4490843497717767,0.0,0.4183978737223368,Normal,Normal,Routine,D010A
11,109.2345107508066,-0.4490977079507423,0.0,0.3922303573694937,Abnormal,Abnormal,Monitor,D010A
12,109.23457603253021,-0.44908751520226564,0.0,0.39231265457404174,Abnormal,Abnormal,Monitor,D010A
13,109.23474842336483,-0.44907750765624205,0.0,0.3858897433845197,Abnormal,Abnormal,Monitor,D010A
14,109.23484768776383,-0.4490893365090385,0.0,0.38423381033607296,Abnormal,Abnormal,Monitor,D010A
15,109.23491859079056,-0.44909453719025033,0.0,0.3698048733494764,Abnormal,Abnormal,Monitor,D010A
16,109.23501563581576,-0.44910532736810976,0.0,0.4035909919057365,Normal,Normal,Routine,D010A
17,109.23512028973822,-0.44910272040068727,0.0,0.42841657833801994,Normal,Normal,Routine,D010A
18,109.2353500424533,-0.44907813230521854,0.0,0.39170356326612754,Abnormal,Abnormal,Monitor,D010A
19,109.2354208561017,-0.4491264806802917,0.0,0.39525170332533033,Abnormal,Abnormal,Monitor,D010A
20,109.2355151805328,-0.44907631592161323,0.0,0.432309723035648,Normal,Normal,Routine,D010A
21,109.23560346892654,-0.4491070654623225,0.0,0.38434344434749107,Abnormal,Abnormal,Monitor,D010A
22,109.23563401918808,-0.4490584270255744,0.0,0.42295974446417767,Normal,Normal,Routine,D010A
23,109.23567187843558,-0.4490970371366655,0.0,0.38324960426122506,Abnormal,Abnormal,Monitor,D010A
24,109.23578423047839,-0.44908743546710117,0.0,0.39206195941731975,Abnormal,Abnormal,Monitor,D010A
25,109.23369661091209,-0.44899485306573766,0.0,0.3900353154847039,Abnormal,Abnormal,Monitor,D010A
26,109.2337842596879,-0.44896927642078527,0.0,0.4367606282535502,Normal,Normal,Routine,D010A
27,109.23386616831235,-0.44900438944402926,0.0,0.4153568537899525,Normal,Normal,Routine,D010A
28,109.23393760822603,-0.4489918813875314,0.0,0.4393301797359542,Normal,Normal,Routine,D010A
29,109.2340199980372,-0.4489982812518994,0.0,0.4289949086319443,Normal,Normal,Routine,D010A
30,109.23418319353901,-0.4490093271598,0.0,0.4326139134797968,Normal,Normal,Routine,D010A
31,109.23428697587799,-0.4490075980618982,0.0,0.40220741835945345,Normal,Normal,Routine,D010A
32,109.23434956441827,-0.44899804309320746,0.0,0.40807329436027406,Normal,Normal,Routine,D010A
33,109.23446249205824,-0.44901886941984714,0.0,0.40653374724553054,Normal,Normal,Routine,D010A
34,109.2345492366864,-0.4490029459229154,0.0,0.376386264107258,Abnormal,Abnormal,Monitor,D010A
35,109.23470922361919,-0.44901393407150775,0.0,0.3721611268473169,Abnormal,Abnormal,Monitor,D010A
36,109.23474907863199,-0.44898961903376416,0.0,0.386980336392584,Abnormal,Abnormal,Monitor,D010A
37,109.234885734363,-0.4490059223992433,0.0,0.3680391430580543,Abnormal,Abnormal,Monitor,D010A
38,109.23498787356532,-0.449027639548344,0.0,0.4053267444935313,Normal,Normal,Routine,D010A
39,109.23505875571117,-0.4490150571860093,0.0,0.40125890893025806,Normal,Normal,Routine,D010A
40,109.23514153654783,-0.4490392410778452,0.0,0.41947919842691356,Normal,Normal,Routine,D010A
41,109.23525855730918,-0.4490540783229653,0.0,0.39131280761582926,Abnormal,Abnormal,Monitor,D010A
42,109.23529348946572,-0.44902739552904936,0.0,0.4226741706260157,Normal,Normal,Routine,D010A
43,109.23537968310609,-0.44902805401074414,0.0,0.4237555628853974,Normal,Normal,Routine,D010A
44,109.23548228697196,-0.44904882266324875,0.0,0.4302901568092746,Normal,Normal,Routine,D010A
45,109.23554470526624,-0.4490264193579121,0.0,0.4426237019326757,Normal,Normal,Routine,D010A
46,109.23575423709568,-0.4490201564630335,0.0,0.39726399675774743,Abnormal,Abnormal,Monitor,D010A
47,109.23584781697144,-0.449033255368672,0.0,0.38479150695985026,Abnormal,Abnormal,Monitor,D010A
48,109.23372118767054,-0.44891989001878496,0.0,0.4108522832850317,Normal,Normal,Routine,D010A
49,109.23381009914037,-0.44891792218850424,0.0,0.3548376582640581,Abnormal,Abnormal,Monitor,D010A
50,109.2339146499953,-0.4489215322546313,0.0,0.4382713873497684,Normal,Normal,Routine,D010A
51,109.2339835725808,-0.44892553606770325,0.0,0.42222746836898084,Normal,Normal,Routine,D010A
52,109.23408774513288,-0.44894470358780625,0.0,0.4233002622330909,Normal,Normal,Routine,D010A
53,109.23422820543863,-0.4489554247437705,0.0,0.40351669769534226,Normal,Normal,Routine,D010A
