Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,Ring_ID,Distance_to_Center_m,Ring_Radius_m
11,109.2345107508066,-0.4490977079507423,0.0,0.3922303573694937,Abnormal,Abnormal,Monitor,D010A,RING-001,19.215,5.0
34,109.2345492366864,-0.4490029459229154,0.0,0.376386264107258,Abnormal,Abnormal,Monitor,D010A,RING-001,11.22,5.0
56,109.23457681435984,-0.4489401219672266,0.0,0.3692448961884652,Abnormal,Abnormal,Monitor,D010A,RING-001,10.101,5.0
57,109.23466775177124,-0.448955646466278,0.0,0.3919648152104644,Abnormal,Abnormal,Monitor,D010A,RING-001,4.749,5.0
36,109.234749078632,-0.4489896190337641,0.0,0.386980336392584,Abnormal,Abnormal,Monitor,D010A,RING-001,11.077,5.0
13,109.23474842336483,-0.449077507656242,0.0,0.3858897433845197,Abnormal,Abnormal,Monitor,D010A,RING-001,14.313,5.0
14,109.23484768776385,-0.4490893365090385,0.0,0.3842338103360729,Abnormal,Abnormal,Monitor,D010A,RING-001,24.404,5.0
15,109.23491859079056,-0.4490945371902503,0.0,0.3698048733494764,Abnormal,Abnormal,Monitor,D010A,RING-001,31.908,5.0
37,109.234885734363,-0.4490059223992433,0.0,0.3680391430580543,Abnormal,Abnormal,Monitor,D010A,RING-001,26.306,5.0
35,109.2347092236192,-0.4490139340715077,0.0,0.3721611268473169,Abnormal,Abnormal,Monitor,D010A,RING-001,6.965,5.0
74,109.23450270005564,-0.4488711258675888,0.0,0.3834243632060707,Abnormal,Abnormal,Monitor,D010A,RING-001,21.305,5.0
73,109.23444783364812,-0.4488932244354333,0.0,0.3665623685986853,Abnormal,Abnormal,Monitor,D010A,RING-001,25.107,5.0
94,109.23440578068116,-0.4488047322261397,0.0,0.387233535372575,Abnormal,Abnormal,Monitor,D010A,RING-001,34.315,5.0
12,109.2345760325302,-0.4490875152022656,0.0,0.3923126545740417,Abnormal,Abnormal,Monitor,D010A,RING-001,13.145,5.0
18,109.2353500424533,-0.4490781323052185,0.0,0.3917035632661275,Abnormal,Abnormal,Monitor,D010A,RING-002,3.469,5.0
19,109.2354208561017,-0.4491264806802917,0.0,0.3952517033253303,Abnormal,Abnormal,Monitor,D010A,RING-002,12.911,5.0
41,109.23525855730918,-0.4490540783229653,0.0,0.3913128076158292,Abnormal,Abnormal,Monitor,D010A,RING-002,7.892,5.0
60,109.23528835592444,-0.4489596035161685,0.0,0.3843155987743361,Abnormal,Abnormal,Monitor,D010A,RING-002,11.451,5.0
24,109.2357842304784,-0.4490874354671011,0.0,0.3920619594173197,Abnormal,Abnormal,Monitor,D010A,RING-003,6.512,5.0
46,109.23575423709568,-0.4490201564630335,0.0,0.3972639967577474,Abnormal,Abnormal,Monitor,D010A,RING-003,1.843,5.0
64,109.23567998634462,-0.4489842666838811,0.0,0.3970098975505189,Abnormal,Abnormal,Monitor,D010A,RING-003,10.95,5.0
47,109.23584781697144,-0.449033255368672,0.0,0.3847915069598502,Abnormal,Abnormal,Monitor,D010A,RING-003,9.047,5.0
49,109.23381009914036,-0.4489179221885042,0.0,0.3548376582640581,Abnormal,Abnormal,Monitor,D010A,RING-004,13.309,5.0
67,109.23384893558632,-0.4488445577850688,0.0,0.3971282992762168,Abnormal,Abnormal,Monitor,D010A,RING-004,10.736,5.0
66,109.23378080490008,-0.4488421484442407,0.0,0.3942353551205793,Abnormal,Abnormal,Monitor,D010A,RING-004,4.385,5.0
65,109.23368809028064,-0.4488473057165187,0.0,0.3538933114766416,Abnormal,Abnormal,Monitor,D010A,RING-004,8.977,5.0
88,109.2337269480307,-0.448778726867868,0.0,0.3851011986625895,Abnormal,Abnormal,Monitor,D010A,RING-004,4.906,5.0
