Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.23139441229738,-0.4400579270043772,0.0,0.3688312018539819,Abnormal,Abnormal,Monitor,D005A
2,109.23147959661287,-0.4400629136171658,0.0,0.42572314798482297,Normal,Normal,Routine,D005A
3,109.23154444626987,-0.44005580389172494,0.0,0.44230757787671765,Normal,Normal,Routine,D005A
4,109.23164278212019,-0.44005471399491813,0.0,0.41952532531669445,Normal,Normal,Routine,D005A
5,109.23172663344441,-0.44005167235451975,0.0,0.42463981914049603,Normal,Normal,Routine,D005A
6,109.23179117978844,-0.4400528509954495,0.0,0.4493177874536841,Normal,Normal,Routine,D005A
7,109.23188738082312,-0.44006021119321903,0.0,0.4544220932471899,Normal,Normal,Routine,D005A
8,109.23197698540123,-0.44006970791418926,0.0,0.4530816548681097,Normal,Normal,Routine,D005A
9,109.23204979276237,-0.4400700457194267,0.0,0.39226869987818896,Abnormal,Abnormal,Monitor,D005A
10,109.23211708496697,-0.44007649661030646,0.0,0.43704225241586014,Normal,Normal,Routine,D005A
11,109.2321842567841,-0.44003440740601046,0.0,0.37271904233229686,Abnormal,Abnormal,Monitor,D005A
12,109.23227578762462,-0.44005519614393707,0.0,0.4325674026928225,Normal,Normal,Routine,D005A
13,109.23236444073837,-0.440045201965701,0.0,0.44899992298579666,Normal,Normal,Routine,D005A
14,109.23243665575585,-0.44005967581093003,0.0,0.4291560023636491,Normal,Normal,Routine,D005A
15,109.23253564415096,-0.4400532779833688,0.0,0.41271463112812,Normal,Normal,Routine,D005A
16,109.23257485932409,-0.44005328661481447,0.0,0.4124788835455983,Normal,Normal,Routine,D005A
17,109.23269356415871,-0.4400268238138381,0.0,0.4825372390898155,Normal,Normal,Routine,D005A
18,109.23273820179138,-0.44004067120635904,0.0,0.4457508089917677,Normal,Normal,Routine,D005A
19,109.23279146314388,-0.4400493349796466,0.0,0.4489886469135178,Normal,Normal,Routine,D005A
20,109.23289854160787,-0.44007487763017805,0.0,0.4325852825174953,Normal,Normal,Routine,D005A
21,109.23299358455613,-0.4400343839964957,0.0,0.4544157210047598,Normal,Normal,Routine,D005A
22,109.23308227483359,-0.44004611478783434,0.0,0.45453715170743697,Normal,Normal,Routine,D005A
23,109.23317667913838,-0.4400563227689636,0.0,0.4264324110879084,Normal,Normal,Routine,D005A
24,109.23323881966745,-0.4400450190583042,0.0,0.41188346567658884,Normal,Normal,Routine,D005A
25,109.23331996571278,-0.44003890006906177,0.0,0.4092006533096617,Normal,Normal,Routine,D005A
26,109.23339259991342,-0.4400455717950743,0.0,0.4351538837691884,Normal,Normal,Routine,D005A
27,109.23349287837509,-0.4400403187617579,0.0,0.4459016055890019,Normal,Normal,Routine,D005A
28,109.23354765093629,-0.4400707738970432,0.0,0.4070977617514365,Normal,Normal,Routine,D005A
29,109.2314336675371,-0.4400074949794369,0.0,0.45040275584607764,Normal,Normal,Routine,D005A
30,109.23153068881663,-0.43998234565613664,0.0,0.4224868229717329,Normal,Normal,Routine,D005A
31,109.23159293698026,-0.43997163127668726,0.0,0.44345590893371134,Normal,Normal,Routine,D005A
32,109.23167870927378,-0.43998574273227126,0.0,0.4212171176173497,Normal,Normal,Routine,D005A
