Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-001,109.23311123,-0.43131134,5.0,3,3,0,0.2782,7.0,6.018,Low
RING-006,109.23206015,-0.44010478,5.0,3,2,1,0.3408,6.27,4.642,Low
RING-007,109.23138636,-0.43730462,5.0,3,2,1,0.3747,6.24,4.303,Low
RING-004,109.2330531,-0.43986644,5.0,3,2,1,0.3829,8.16,4.221,Low
RING-005,109.23351148,-0.4354087,5.0,4,0,4,0.4132,3.5,3.4,Low
RING-010,109.23302873,-0.43461231,5.0,3,1,2,0.3902,4.61,3.398,Low
RING-002,109.23211728,-0.43139611,5.0,3,1,2,0.3992,5.71,3.308,Low
RING-008,109.23179326,-0.43353093,5.0,3,1,2,0.4065,3.09,3.3,Low
RING-011,109.23289828,-0.43350045,5.0,3,1,2,0.4005,4.83,3.3,Low
RING-003,109.23137908,-0.4331973,5.0,3,0,3,0.4142,5.61,2.55,Low
RING-009,109.23324528,-0.43172072,5.0,3,0,3,0.4073,4.35,2.55,Low
RING-012,109.23347255,-0.43231942,5.0,3,0,3,0.4121,1.53,2.55,Low
