Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
3,109.23244832,-0.43898686,13.24,0.312,TM,Suspect,Circle_5m,D005A,0.375503659248352,Suspect,Critical,Priority Survey,D05,RING-001,9.671,5.0
1045,109.23234457,-0.43898729,3.93,0.399,Kenthosan,Abnormal,Field_Verification,D005A,0.4646332263946533,Healthy,Good,,D05,RING-001,3.04,5.0
316,109.23229787,-0.4389285,8.55,0.369,TM,Suspect,Circle_5m,D005A,0.4354103505611419,Normal,Moderate,Routine,D05,RING-001,8.494,5.0
37,109.23301736,-0.43134794,10.82,0.272,TM,Suspect,Circle_5m,D005A,0.3378156423568725,Suspect,Critical,Priority Survey,D05,RING-002,11.206,5.0
970,109.23310719,-0.43130139,4.48,0.079,TM,Suspect,Circle_5m,D005A,0.1836131364107132,Suspect,Critical,Priority Survey,D05,RING-002,1.188,5.0
800,109.23320915,-0.43128469,5.7,0.244,TM,Suspect,Circle_5m,D005A,0.3130924999713897,Suspect,Critical,Priority Survey,D05,RING-002,11.291,5.0
68,109.23277797,-0.43133251,10.34,0.358,TM,Suspect,Circle_5m,D005A,0.4247244298458099,Abnormal,Sub-Optimal,Monitor,D05,RING-003,5.554,5.0
1152,109.23280355,-0.43143697,3.23,0.402,Kenthosan,Abnormal,Field_Verification,D005A,0.4616872072219848,Healthy,Good,,D05,RING-003,8.161,5.0
107,109.23286825,-0.43132349,10.02,0.216,TM,Suspect,Circle_5m,D005A,0.2706941366195678,Suspect,Critical,Priority Survey,D05,RING-003,7.31,5.0
235,109.23253243,-0.43653398,9.04,0.376,TM,Suspect,Circle_5m,D005A,0.438644140958786,Normal,Moderate,Routine,D05,RING-004,6.728,5.0
