DIVISI,BLOK_B,Blok,T_TANAM,N_BARIS,N_POKOK,OBJECTID,NDRE125,KlassNDRE12025,NDRE2_26,KLASSNDRE2_26,Ket,Longitude_SR,Latitude_SR,Drone_TreeID,Drone_Lon,Drone_Lat,Drone_Height_m,NDRE_Drone_Rel,NDRE_Drone_Abs,HS_Drone_Rel,HS_Drone_Abs
AME II,D005A,D05,2009,1,2,63794,0.429562320096852,Stres Sedang,0.42572314798482297,Stres Sedang,Pokok Utama,109.23147959661287,-0.4400629136171658,592,109.23147389,-0.44007766,7.96,0.478,0.478,Healthy,Good
AME II,D005A,D05,2009,1,4,63728,0.4228153652305086,Stres Sedang,0.41952532531669445,Stres Sedang,Pokok Utama,109.23164278212019,-0.44005471399491813,1318,109.23163379,-0.44006097,5.63,0.517,0.517,Healthy,Good
AME II,D005A,D05,2009,1,6,63942,0.4060515686012764,Stres Sedang,0.4493177874536841,Stres Sedang,Pokok Utama,109.23179117978844,-0.4400528509954495,489,109.23176674,-0.44003478,8.29,0.438,0.438,Healthy,Moderate
AME II,D005A,D05,2009,1,7,63941,0.44326279421603915,Stres Sedang,0.4544220932471899,Stres Sedang,Pokok Utama,109.23188738082312,-0.44006021119321903,827,109.23188979,-0.44007686,7.21,0.504,0.504,Healthy,Good
AME II,D005A,D05,2009,1,8,63943,0.42901713815862186,Stres Sedang,0.4530816548681097,Stres Sedang,Pokok Utama,109.23197698540123,-0.44006970791418926,1327,109.23197512,-0.44008411,5.59,0.538,0.538,Healthy,Good
AME II,D005A,D05,2009,1,9,63940,0.39149165066712405,Stres Berat,0.39226869987818896,Stres Berat,Pokok Utama,109.23204979276237,-0.4400700457194267,1256,109.23205462,-0.4400778,5.84,0.418,0.418,Healthy,Sub-Optimal
AME II,D005A,D05,2009,1,12,65555,0.42506046802564634,Stres Sedang,0.4325674026928225,Stres Sedang,Pokok Utama,109.23227578762462,-0.44005519614393707,1028,109.23226976,-0.44007966,6.54,0.452,0.452,Healthy,Moderate
AME II,D005A,D05,2009,1,13,65556,0.4530007465939402,Stres Sedang,0.44899992298579666,Stres Sedang,Pokok Utama,109.23236444073837,-0.440045201965701,1032,109.2323497,-0.44007561,6.53,0.502,0.502,Healthy,Good
AME II,D005A,D05,2009,1,15,65579,0.4382683243520819,Stres Sedang,0.41271463112812,Stres Sedang,Pokok Utama,109.23253564415096,-0.4400532779833688,1171,109.23255136,-0.44008244,6.09,0.4,0.4,Healthy,Sub-Optimal
AME II,D005A,D05,2009,1,16,65580,0.3773799771318222,Stres Berat,0.4124788835455983,Stres Sedang,Pokok Utama,109.23257485932409,-0.44005328661481447,884,109.23259538,-0.44006527,7.01,0.463,0.463,Healthy,Good
AME II,D005A,D05,2009,1,17,65592,0.45906918271212865,Stres Sedang,0.4825372390898155,Stres Sedang,Pokok Utama,109.23269356415871,-0.4400268238138381,2026,109.23271261,-0.44003953,3.35,0.445,0.445,Healthy,Moderate
AME II,D005A,D05,2009,1,18,65593,0.40229420399372295,Stres Sedang,0.4457508089917677,Stres Sedang,Pokok Utama,109.23273820179138,-0.44004067120635904,2026,109.23271261,-0.44003953,3.35,0.445,0.445,Healthy,Moderate
AME II,D005A,D05,2009,1,20,65596,0.38371263985579696,Stres Berat,0.4325852825174953,Stres Sedang,Pokok Utama,109.23289854160787,-0.44007487763017805,689,109.23289405,-0.44009112,7.67,0.474,0.474,Healthy,Good
AME II,D005A,D05,2009,1,22,63936,0.40214653017172397,Stres Sedang,0.45453715170743697,Stres Sedang,Pokok Utama,109.23308227483359,-0.44004611478783434,482,109.23306698,-0.44004639,8.33,0.488,0.488,Healthy,Good
AME II,D005A,D05,2009,1,23,63905,0.4487100004856142,Stres Sedang,0.4264324110879084,Stres Sedang,Pokok Utama,109.23317667913838,-0.4400563227689636,1166,109.23318644,-0.44008124,6.12,0.485,0.485,Healthy,Good
AME II,D005A,D05,2009,1,26,63938,0.43963524137871585,Stres Sedang,0.4351538837691884,Stres Sedang,Pokok Utama,109.23339259991342,-0.4400455717950743,986,109.23340787,-0.44006637,6.69,0.521,0.521,Healthy,Good
AME II,D005A,D05,2009,1,27,63933,0.4426877516952816,Stres Sedang,0.4459016055890019,Stres Sedang,Pokok Utama,109.23349287837509,-0.4400403187617579,1125,109.23349096,-0.44006006,6.22,0.482,0.482,Healthy,Good
AME II,D005A,D05,2009,2,1,63928,0.402865877364806,Stres Sedang,0.45040275584607764,Stres Sedang,Pokok Utama,109.2314336675371,-0.4400074949794369,392,109.23140474,-0.44002023,8.66,0.54,0.54,Healthy,Good
