Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.2360412852717,-0.4490858484951641,0.0,0.3856472594423528,Abnormal,Abnormal,Monitor,D011A
2,109.23612188903348,-0.44907509245143734,0.0,0.3754809360370072,Abnormal,Abnormal,Monitor,D011A
3,109.23621304884406,-0.4490625303720178,0.0,0.4129872448749244,Normal,Normal,Routine,D011A
4,109.23626248324416,-0.44906373786651244,0.0,0.4159841667734969,Normal,Normal,Routine,D011A
5,109.23635310545407,-0.44906425091813396,0.0,0.3941053240028627,Abnormal,Abnormal,Monitor,D011A
6,109.23645351693014,-0.449072779344215,0.0,0.4472197259598369,Normal,Normal,Routine,D011A
7,109.23655658045995,-0.4490948620548907,0.0,0.3888125671516194,Abnormal,Abnormal,Monitor,D011A
8,109.23669985573295,-0.44910357180604166,0.0,0.4307243029886733,Normal,Normal,Routine,D011A
9,109.23680425639165,-0.44908616226992204,0.0,0.44735826162472825,Normal,Normal,Routine,D011A
10,109.23687124853002,-0.4490608780463221,0.0,0.43984516055544437,Normal,Normal,Routine,D011A
11,109.23694162353826,-0.4490544673761832,0.0,0.46483568294490096,Normal,Normal,Routine,D011A
12,109.23698198223511,-0.44906134804679876,0.0,0.46573202164899635,Normal,Normal,Routine,D011A
13,109.23707454136373,-0.44908724706239683,0.0,0.448317448847488,Normal,Normal,Routine,D011A
14,109.2371351337183,-0.4490527555068056,0.0,0.4533714902912912,Normal,Normal,Routine,D011A
15,109.23719868846287,-0.4490674974621699,0.0,0.42460321102041626,Normal,Normal,Routine,D011A
16,109.23729813682127,-0.4490544273489598,0.0,0.41663763887271205,Normal,Normal,Routine,D011A
17,109.2375700783919,-0.4490963000675625,0.0,0.3994055821587161,Abnormal,Abnormal,Monitor,D011A
18,109.23768784859244,-0.4490843909960662,0.0,0.4026043215352945,Normal,Normal,Routine,D011A
19,109.2377149307201,-0.44903540530652397,0.0,0.42914830055887715,Normal,Normal,Routine,D011A
20,109.23781295519176,-0.44904920701725737,0.0,0.45494729115258314,Normal,Normal,Routine,D011A
21,109.23789708673907,-0.4490526683008459,0.0,0.43733218313176553,Normal,Normal,Routine,D011A
22,109.23797480154758,-0.44906892025674805,0.0,0.4184853997079234,Normal,Normal,Routine,D011A
23,109.23600633766551,-0.44902331223281977,0.0,0.4167516701222562,Normal,Normal,Routine,D011A
24,109.23615741358192,-0.44902044523371987,0.0,0.4214523642295343,Normal,Normal,Routine,D011A
25,109.23625976357246,-0.4490025278957274,0.0,0.3895618041192204,Abnormal,Abnormal,Monitor,D011A
26,109.23639919925532,-0.4490201675725364,0.0,0.41164645437448305,Normal,Normal,Routine,D011A
27,109.2365872100709,-0.44901502075355954,0.0,0.42952483388881163,Normal,Normal,Routine,D011A
28,109.23665435710747,-0.44902553417164315,0.0,0.3786735502994444,Abnormal,Abnormal,Monitor,D011A
29,109.23673330643702,-0.4490253417407968,0.0,0.4451999723600654,Normal,Normal,Routine,D011A
30,109.2368231041881,-0.44902154740544603,0.0,0.44895918667316437,Normal,Normal,Routine,D011A
31,109.23707812119432,-0.44902264656632407,0.0,0.46008107735335463,Normal,Normal,Routine,D011A
32,109.23715766783579,-0.44900770062469103,0.0,0.42611726538342687,Normal,Normal,Routine,D011A
33,109.237240924253,-0.4490269136990128,0.0,0.39241894442623504,Abnormal,Abnormal,Monitor,D011A
34,109.23733243064302,-0.44900771502290204,0.0,0.43279517702221393,Normal,Normal,Routine,D011A
35,109.23745606371386,-0.4490264251615666,0.0,0.4014738087273814,Normal,Normal,Routine,D011A
36,109.23759524014957,-0.44900547466737817,0.0,0.3619064352300359,Abnormal,Abnormal,Monitor,D011A
37,109.23782304424016,-0.44897948431032975,0.0,0.433953923149559,Normal,Normal,Routine,D011A
38,109.23788600674779,-0.44900672806838743,0.0,0.44814216644212174,Normal,Normal,Routine,D011A
39,109.23798487246295,-0.44899614643036934,0.0,0.38251241429273936,Abnormal,Abnormal,Monitor,D011A
40,109.23599238784988,-0.4489505706314652,0.0,0.40463115852389026,Normal,Normal,Routine,D011A
41,109.23605086155935,-0.4489405769568753,0.0,0.40773699904496796,Normal,Normal,Routine,D011A
42,109.23615315266642,-0.44894718329531463,0.0,0.37398956996171395,Abnormal,Abnormal,Monitor,D011A
43,109.23623152377637,-0.44893078568208666,0.0,0.4321618080412827,Normal,Normal,Routine,D011A
44,109.2362754535628,-0.448958199335595,0.0,0.42192727999655083,Normal,Normal,Routine,D011A
45,109.23635687670763,-0.44895806266915944,0.0,0.4272002926253686,Normal,Normal,Routine,D011A
46,109.23652816788841,-0.4489756576293268,0.0,0.39192624531082204,Abnormal,Abnormal,Monitor,D011A
47,109.23660793502644,-0.4489476174926554,0.0,0.38362608049002084,Abnormal,Abnormal,Monitor,D011A
48,109.23672378245618,-0.44892238944244556,0.0,0.42554385156397795,Normal,Normal,Routine,D011A
