DIVISI,BLOK_B,Blok,T_TANAM,N_BARIS,N_POKOK,OBJECTID,NDRE125,KlassNDRE12025,NDRE2_26,KLASSNDRE2_26,Ket,Longitude_SR,Latitude_SR,Drone_TreeID,Drone_Lon,Drone_Lat,Drone_Height_m,NDRE_Drone_Rel,NDRE_Drone_Abs,HS_Drone_Rel,HS_Drone_Abs
AME II,D011A,D11,2009,1,2,280534,0.4210081149903252,Stres Sedang,0.3754809360370072,Stres Berat,Pokok Utama,109.23612188903348,-0.44907509245143734,881,109.23613711,-0.44907228,10.8,0.497,0.497,Healthy,Good
AME II,D011A,D11,2009,1,3,280568,0.41751561319785585,Stres Sedang,0.4129872448749244,Stres Sedang,Pokok Utama,109.23621304884406,-0.4490625303720178,1096,109.23618068,-0.44905782,10.26,0.359,0.359,Suspect,Critical
AME II,D011A,D11,2009,1,5,280577,0.3759122278294605,Stres Berat,0.3941053240028627,Stres Berat,Pokok Utama,109.23635310545407,-0.44906425091813396,246,109.23638009,-0.44908409,14.8,0.589,0.589,Healthy,Good
AME II,D011A,D11,2009,1,7,280587,0.4096352244881769,Stres Sedang,0.3888125671516194,Stres Berat,Pokok Utama,109.23655658045995,-0.4490948620548907,469,109.23654941,-0.44908911,12.11,0.457,0.457,Healthy,Moderate
AME II,D011A,D11,2009,1,8,280504,0.46242372160932965,Stres Sedang,0.4307243029886733,Stres Sedang,Pokok Utama,109.23669985573295,-0.44910357180604166,318,109.23671289,-0.44911175,13.27,0.414,0.414,Healthy,Sub-Optimal
AME II,D011A,D11,2009,1,9,280503,0.4527080503308721,Stres Sedang,0.44735826162472825,Stres Sedang,Pokok Utama,109.23680425639165,-0.44908616226992204,334,109.23682024,-0.44908917,13.03,0.476,0.476,Healthy,Good
AME II,D011A,D11,2009,1,10,280501,0.42168484258527694,Stres Sedang,0.43984516055544437,Stres Sedang,Pokok Utama,109.23687124853002,-0.4490608780463221,1377,109.23688538,-0.44903267,9.58,0.409,0.409,Healthy,Sub-Optimal
AME II,D011A,D11,2009,1,13,280496,0.3835367141661173,Stres Berat,0.448317448847488,Stres Sedang,Pokok Utama,109.23707454136373,-0.44908724706239683,1532,109.23706233,-0.44907431,9.13,0.52,0.52,Healthy,Good
AME II,D011A,D11,2009,1,14,280494,0.4251938912480072,Stres Sedang,0.4533714902912912,Stres Sedang,Pokok Utama,109.2371351337183,-0.4490527555068056,1028,109.23714363,-0.44905444,10.41,0.486,0.486,Healthy,Good
AME II,D011A,D11,2009,1,16,280485,0.43265569707301305,Stres Sedang,0.41663763887271205,Stres Sedang,Pokok Utama,109.23729813682127,-0.4490544273489598,344,109.2373089,-0.44907166,12.95,0.527,0.527,Healthy,Good
AME II,D011A,D11,2009,1,18,280460,0.35592110533807025,Stres Berat,0.4026043215352945,Stres Sedang,Pokok Utama,109.23768784859244,-0.4490843909960662,388,109.23766911,-0.44909345,12.58,0.448,0.448,Healthy,Moderate
AME II,D011A,D11,2009,1,21,280453,0.43849436801226005,Stres Sedang,0.43733218313176553,Stres Sedang,Pokok Utama,109.23789708673907,-0.4490526683008459,2062,109.23786988,-0.44905506,6.46,0.459,0.459,Healthy,Moderate
AME II,D011A,D11,2009,1,22,280452,0.4494489394495547,Stres Sedang,0.4184853997079234,Stres Sedang,Pokok Utama,109.23797480154758,-0.44906892025674805,1986,109.23797857,-0.44905645,7.05,0.423,0.423,Healthy,Sub-Optimal
AME II,D011A,D11,2009,2,1,280526,0.42044030368197527,Stres Sedang,0.4167516701222562,Stres Sedang,Pokok Utama,109.23600633766551,-0.44902331223281977,592,109.23601226,-0.4490198,11.68,0.406,0.406,Healthy,Sub-Optimal
AME II,D011A,D11,2009,2,2,280559,0.43170663698069883,Stres Sedang,0.4214523642295343,Stres Sedang,Pokok Utama,109.23615741358192,-0.44902044523371987,1160,109.23615104,-0.44901757,10.13,0.428,0.428,Healthy,Sub-Optimal
AME II,D011A,D11,2009,2,3,280569,0.38020961295406425,Stres Berat,0.3895618041192204,Stres Berat,Pokok Utama,109.23625976357246,-0.4490025278957274,696,109.23624312,-0.44898187,11.32,0.514,0.514,Healthy,Good
AME II,D011A,D11,2009,2,5,280539,0.43735937216255116,Stres Sedang,0.42952483388881163,Stres Sedang,Pokok Utama,109.2365872100709,-0.44901502075355954,2073,109.23655706,-0.44901043,6.35,0.459,0.459,Healthy,Moderate
AME II,D011A,D11,2009,2,10,280491,0.4012899856770688,Stres Sedang,0.42611726538342687,Stres Sedang,Pokok Utama,109.23715766783579,-0.44900770062469103,366,109.23716968,-0.44902505,12.71,0.529,0.529,Healthy,Good
AME II,D011A,D11,2009,2,13,280477,0.4019608210347721,Stres Sedang,0.4014738087273814,Stres Sedang,Pokok Utama,109.23745606371386,-0.4490264251615666,1076,109.23748363,-0.44902287,10.31,0.406,0.406,Healthy,Sub-Optimal
AME II,D011A,D11,2009,2,15,280455,0.4214553595438861,Stres Sedang,0.433953923149559,Stres Sedang,Pokok Utama,109.23782304424016,-0.44897948431032975,2081,109.23782229,-0.44896598,6.24,0.426,0.426,Healthy,Sub-Optimal
