Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-018,109.23710444,-0.44692024,5.0,13,8,5,0.3195,6.29,17.855,High
RING-007,109.23746898,-0.44721853,5.0,7,6,1,0.3286,9.19,11.164,Medium
RING-028,109.23677474,-0.44305432,5.0,6,6,0,0.3118,8.54,10.482,Medium
RING-015,109.23810235,-0.44816834,5.0,8,3,5,0.293,4.44,10.12,Medium
RING-024,109.23807364,-0.44903597,5.0,6,5,1,0.3638,7.87,9.212,Medium
RING-012,109.23759533,-0.44545471,5.0,5,5,0,0.3278,10.85,8.722,Medium
RING-017,109.23716803,-0.44276449,5.0,5,5,0,0.344,10.14,8.56,Medium
RING-008,109.23716598,-0.44153808,5.0,5,5,0,0.358,8.9,8.42,Medium
RING-035,109.23607777,-0.44741251,5.0,5,4,1,0.2936,7.07,8.314,Medium
RING-023,109.23682673,-0.44863377,5.0,5,4,1,0.324,7.89,8.01,Medium
RING-026,109.23801057,-0.44634645,5.0,5,4,1,0.328,7.65,7.97,Medium
RING-033,109.23805342,-0.44753505,5.0,6,2,4,0.2763,2.98,7.837,Medium
RING-034,109.23741593,-0.44440161,5.0,5,3,2,0.3144,5.65,7.356,Medium
RING-006,109.23761426,-0.44517049,5.0,5,3,2,0.3266,6.81,7.234,Medium
RING-037,109.23809682,-0.4469591,5.0,6,1,5,0.2773,2.19,7.077,Medium
RING-002,109.23665798,-0.4491296,5.0,4,4,0,0.3327,13.52,7.073,Medium
RING-016,109.23620719,-0.44710103,5.0,4,4,0,0.3495,8.79,6.905,Low
RING-036,109.23808454,-0.4406328,5.0,4,3,1,0.2745,7.47,6.905,Low
RING-021,109.23687562,-0.4489905,5.0,4,4,0,0.3508,8.37,6.893,Low
RING-001,109.23640894,-0.44200751,5.0,4,4,0,0.3543,15.57,6.858,Low
RING-011,109.23724279,-0.44045717,5.0,4,4,0,0.3597,9.88,6.803,Low
RING-025,109.23699595,-0.44633574,5.0,4,4,0,0.373,9.48,6.67,Low
RING-040,109.23598063,-0.44794096,5.0,3,3,0,0.3117,7.97,5.683,Low
RING-003,109.23724361,-0.44349166,5.0,3,3,0,0.328,11.77,5.52,Low
RING-027,109.23663934,-0.44361149,5.0,3,3,0,0.329,9.77,5.51,Low
RING-039,109.23812974,-0.44101515,5.0,3,2,1,0.2577,6.33,5.473,Low
RING-009,109.23634627,-0.44777572,5.0,3,3,0,0.333,10.59,5.47,Low
RING-030,109.23605238,-0.4408469,5.0,3,3,0,0.3353,8.74,5.447,Low
RING-019,109.2360177,-0.44252482,5.0,3,3,0,0.3403,11.11,5.397,Low
RING-014,109.23628261,-0.4402979,5.0,3,2,1,0.2807,7.8,5.243,Low
RING-022,109.23784876,-0.44407659,5.0,3,3,0,0.3557,9.83,5.243,Low
RING-020,109.23659068,-0.44617592,5.0,3,3,0,0.356,10.96,5.24,Low
RING-029,109.23609143,-0.4453568,5.0,3,3,0,0.356,9.62,5.24,Low
RING-010,109.23612239,-0.4486373,5.0,3,3,0,0.3587,10.38,5.213,Low
RING-005,109.23621318,-0.44397054,5.0,3,3,0,0.3623,10.78,5.177,Low
RING-004,109.23703379,-0.44443555,5.0,3,3,0,0.3637,9.72,5.163,Low
RING-032,109.23600811,-0.4482424,5.0,3,2,1,0.3307,6.13,4.743,Low
RING-013,109.23814039,-0.44220144,5.0,3,1,2,0.27,5.29,4.6,Low
RING-031,109.23740348,-0.44486232,5.0,3,1,2,0.2953,3.72,4.347,Low
RING-041,109.23813217,-0.4465894,5.0,3,0,3,0.221,0.91,4.34,Low
RING-038,109.23706034,-0.44422199,5.0,3,1,2,0.3047,4.08,4.253,Low
