Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy
1,109.23680375,-0.44097263,19.06,0.5357878804206848,Healthy,Healthy,,D011A,0.5357878804206848,Healthy,Good,,D11
2,109.23698613,-0.44084516,18.94,0.5147433876991272,Healthy,Healthy,,D011A,0.5147433876991272,Healthy,Good,,D11
3,109.23698986,-0.44218217,18.74,0.3934871554374695,Abnormal,Abnormal,Monitor,D011A,0.3934871554374695,Abnormal,Sub-Optimal,Monitor,D11
4,109.23691631,-0.44171282,18.7,0.5324896574020386,Healthy,Healthy,,D011A,0.5324896574020386,Healthy,Good,,D11
5,109.23682963,-0.44170783,18.41,0.4445617496967315,Normal,Normal,Routine,D011A,0.4445617496967315,Normal,Moderate,Routine,D11
6,109.23637277,-0.4420613,18.39,0.4392334818840027,Normal,Normal,Routine,D011A,0.4392334818840027,Normal,Moderate,Routine,D11
7,109.23668357,-0.44206997,18.37,0.4610916376113891,Healthy,Healthy,,D011A,0.4610916376113891,Healthy,Good,,D11
8,109.2370139,-0.44118067,18.22,0.505595326423645,Healthy,Healthy,,D011A,0.505595326423645,Healthy,Good,,D11
9,109.23728798,-0.44070462,17.75,0.4643751978874206,Healthy,Healthy,,D011A,0.4643751978874206,Healthy,Good,,D11
10,109.23687566,-0.44077777,17.65,0.5319920778274536,Healthy,Healthy,,D011A,0.5319920778274536,Healthy,Good,,D11
11,109.23691475,-0.44070136,17.49,0.5396386981010437,Healthy,Healthy,,D011A,0.5396386981010437,Healthy,Good,,D11
12,109.23697845,-0.44103371,17.4,0.4816487431526184,Healthy,Healthy,,D011A,0.4816487431526184,Healthy,Good,,D11
13,109.23650524,-0.44219472,17.25,0.4326251447200775,Normal,Normal,Routine,D011A,0.4326251447200775,Normal,Moderate,Routine,D11
14,109.23699266,-0.441735,17.17,0.3333113193511963,Suspect,Suspect,Priority Survey,D011A,0.3333113193511963,Suspect,Critical,Priority Survey,D11
15,109.23674294,-0.4417485,17.03,0.4442198276519775,Normal,Normal,Routine,D011A,0.4442198276519775,Normal,Moderate,Routine,D11
