Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-026,109.23607257,-0.44537612,5.0,20,0,20,0.375,0.0,17.25,High
RING-010,109.23617334,-0.4474277,5.0,17,0,17,0.371,0.0,14.74,High
RING-009,109.23645824,-0.44750814,5.0,13,0,13,0.3782,0.0,11.268,Medium
RING-033,109.23649124,-0.44233544,5.0,12,0,12,0.3748,0.0,10.452,Medium
RING-015,109.236089,-0.44700926,5.0,11,0,11,0.3632,0.0,9.718,Medium
RING-007,109.23614563,-0.44788159,5.0,10,0,10,0.3658,0.0,8.842,Medium
RING-021,109.23620827,-0.44629421,5.0,8,1,7,0.3668,0.0,7.882,Medium
RING-011,109.2375841,-0.44752164,5.0,8,0,8,0.3741,0.0,7.059,Medium
RING-028,109.23653166,-0.44534446,5.0,8,0,8,0.3786,0.0,7.014,Medium
RING-005,109.2360601,-0.4482166,5.0,7,1,6,0.3726,0.0,6.974,Low
RING-030,109.23762403,-0.44478325,5.0,7,0,7,0.3722,0.0,6.228,Low
RING-032,109.23610937,-0.44346398,5.0,7,0,7,0.3792,0.0,6.158,Low
RING-041,109.23614147,-0.44036783,5.0,7,0,7,0.3885,0.0,6.065,Low
RING-024,109.23608042,-0.44608382,5.0,6,0,6,0.3612,0.0,5.488,Low
RING-017,109.23799443,-0.44699624,5.0,5,1,4,0.352,0.0,5.48,Low
RING-035,109.23713387,-0.44222908,5.0,6,0,6,0.3694,0.0,5.406,Low
RING-014,109.23689294,-0.44725222,5.0,6,0,6,0.3745,0.0,5.355,Low
RING-004,109.23763949,-0.44842022,5.0,4,1,3,0.3382,0.0,4.768,Low
RING-018,109.23717619,-0.4468298,5.0,5,0,5,0.3503,0.0,4.747,Low
RING-003,109.23652982,-0.44870963,5.0,5,0,5,0.3761,0.0,4.489,Low
RING-016,109.23651101,-0.447012,5.0,5,0,5,0.3764,0.0,4.486,Low
RING-020,109.23607533,-0.44667461,5.0,5,0,5,0.3793,0.0,4.457,Low
RING-001,109.23653463,-0.44894651,5.0,5,0,5,0.3815,0.0,4.435,Low
RING-029,109.23639127,-0.44501745,5.0,5,0,5,0.3935,0.0,4.315,Low
RING-042,109.23692389,-0.44027727,5.0,4,0,4,0.3591,0.0,3.809,Low
RING-039,109.23690271,-0.44143601,5.0,3,1,2,0.3495,0.0,3.805,Low
RING-040,109.23727181,-0.44141827,5.0,4,0,4,0.3729,0.0,3.671,Low
RING-002,109.2377094,-0.4488223,5.0,4,0,4,0.385,0.0,3.55,Low
RING-038,109.23607281,-0.44189207,5.0,4,0,4,0.3859,0.0,3.541,Low
RING-037,109.23733046,-0.44197677,5.0,4,0,4,0.3872,0.0,3.528,Low
RING-006,109.23625687,-0.44812809,5.0,3,0,3,0.352,0.0,3.03,Low
RING-034,109.23680098,-0.44227844,5.0,3,0,3,0.3539,0.0,3.011,Low
RING-022,109.23655,-0.44626571,5.0,3,0,3,0.3603,0.0,2.947,Low
RING-025,109.23618751,-0.44588125,5.0,3,0,3,0.3658,0.0,2.892,Low
RING-027,109.23799827,-0.44558595,5.0,3,0,3,0.3674,0.0,2.876,Low
RING-008,109.23694032,-0.44790544,5.0,3,0,3,0.3689,0.0,2.861,Low
RING-023,109.23768499,-0.44629608,5.0,3,0,3,0.3792,0.0,2.758,Low
RING-036,109.23687793,-0.44198599,5.0,3,0,3,0.3801,0.0,2.749,Low
RING-012,109.23660309,-0.44728133,5.0,3,0,3,0.3815,0.0,2.735,Low
RING-013,109.23729695,-0.447296,5.0,3,0,3,0.3852,0.0,2.698,Low
RING-031,109.23604314,-0.4438248,5.0,3,0,3,0.3935,0.0,2.615,Low
RING-019,109.23767683,-0.44690788,5.0,3,0,3,0.3954,0.0,2.596,Low
