Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
2,109.23993789,-0.43043106,19.83,0.372,TM,Suspect,Circle_5m,D004A,0.434369295835495,Normal,Moderate,Routine,D04,RING-001,7.65,5.0
25,109.23999761,-0.43050387,16.09,0.273,TM,Suspect,Circle_5m,D004A,0.3339700996875763,Suspect,Critical,Priority Survey,D04,RING-001,7.991,5.0
17,109.23992843,-0.43054093,17.58,0.323,TM,Suspect,Circle_5m,D004A,0.3884183466434479,Suspect,Critical,Priority Survey,D04,RING-001,4.619,5.0
3,109.23983995,-0.43052101,19.7,0.325,TM,Suspect,Circle_5m,D004A,0.3886469602584839,Suspect,Critical,Priority Survey,D04,RING-001,9.874,5.0
5,109.23990906,-0.43078463,19.35,0.319,TM,Suspect,Circle_5m,D004A,0.3719725608825683,Suspect,Critical,Priority Survey,D04,RING-002,8.653,5.0
11,109.23992881,-0.43085924,18.69,0.354,TM,Suspect,Circle_5m,D004A,0.4149933755397796,Abnormal,Sub-Optimal,Monitor,D04,RING-002,3.846,5.0
7,109.23988253,-0.43093655,19.2,0.313,TM,Suspect,Circle_5m,D004A,0.3771249055862427,Suspect,Critical,Priority Survey,D04,RING-002,8.4,5.0
6,109.23985694,-0.43086556,19.29,0.369,TM,Suspect,Circle_5m,D004A,0.4245804846286773,Abnormal,Sub-Optimal,Monitor,D04,RING-002,4.187,5.0
12,109.24059041,-0.43076625,18.3,0.295,TM,Suspect,Circle_5m,D004A,0.3623100519180298,Suspect,Critical,Priority Survey,D04,RING-003,17.098,5.0
27,109.24055401,-0.43084085,16.05,0.331,TM,Suspect,Circle_5m,D004A,0.3939577341079712,Abnormal,Sub-Optimal,Monitor,D04,RING-003,8.937,5.0
715,109.24063844,-0.43086393,6.63,0.179,TM,Suspect,Circle_5m,D004A,0.2494009137153625,Suspect,Critical,Priority Survey,D04,RING-003,9.674,5.0
23,109.24054276,-0.43092856,16.48,0.34,TM,Suspect,Circle_5m,D004A,0.4043567180633545,Abnormal,Sub-Optimal,Monitor,D04,RING-003,3.345,5.0
119,109.24056834,-0.43101719,12.75,0.257,TM,Suspect,Circle_5m,D004A,0.3238673508167267,Suspect,Critical,Priority Survey,D04,RING-003,10.776,5.0
24,109.24053508,-0.43110174,16.11,0.348,TM,Suspect,Circle_5m,D004A,0.4107091426849365,Abnormal,Sub-Optimal,Monitor,D04,RING-003,20.521,5.0
20,109.23932475,-0.4307221,16.97,0.316,TM,Suspect,Circle_5m,D004A,0.3833774328231811,Suspect,Critical,Priority Survey,D04,RING-004,8.791,5.0
51,109.23931664,-0.43082429,14.47,0.378,TM,Suspect,Circle_5m,D004A,0.4379233121871948,Normal,Moderate,Routine,D04,RING-004,8.378,5.0
460,109.2392358,-0.43080618,8.58,0.374,TM,Suspect,Circle_5m,D004A,0.4364224672317505,Normal,Moderate,Routine,D04,RING-004,4.879,5.0
1325,109.23917384,-0.43073292,3.57,0.422,Kenthosan,Abnormal,Field_Verification,D004A,0.4750120341777801,Healthy,Good,,D04,RING-004,10.772,5.0
28,109.24056116,-0.42904581,16.02,0.358,TM,Suspect,Circle_5m,D004A,0.4157485961914062,Abnormal,Sub-Optimal,Monitor,D04,RING-005,0.44,5.0
115,109.24048122,-0.42898611,12.83,0.362,TM,Suspect,Circle_5m,D004A,0.4246365427970886,Abnormal,Sub-Optimal,Monitor,D04,RING-005,10.639,5.0
718,109.24063166,-0.42909828,6.6,0.223,TM,Suspect,Circle_5m,D004A,0.2927770316600799,Suspect,Critical,Priority Survey,D04,RING-005,10.199,5.0
35,109.23866383,-0.42979368,15.26,0.337,TM,Suspect,Circle_5m,D004A,0.405288428068161,Abnormal,Sub-Optimal,Monitor,D04,RING-006,3.054,5.0
565,109.23873436,-0.42975979,7.72,0.379,TM,Suspect,Circle_5m,D004A,0.4449092745780945,Normal,Moderate,Routine,D04,RING-006,6.346,5.0
336,109.23871057,-0.42967207,9.78,0.374,TM,Suspect,Circle_5m,D004A,0.4305571019649505,Normal,Moderate,Routine,D04,RING-006,13.993,5.0
735,109.23871637,-0.42985383,6.52,0.345,TM,Suspect,Circle_5m,D004A,0.412544697523117,Abnormal,Sub-Optimal,Monitor,D04,RING-006,6.873,5.0
593,109.23863012,-0.42990626,7.46,0.357,TM,Suspect,Circle_5m,D004A,0.4219412207603454,Abnormal,Sub-Optimal,Monitor,D04,RING-006,13.84,5.0
69,109.23953329,-0.43011039,14.01,0.336,TM,Suspect,Circle_5m,D004A,0.3899418115615845,Suspect,Critical,Priority Survey,D04,RING-007,8.808,5.0
208,109.23945647,-0.43018,11.32,0.329,TM,Suspect,Circle_5m,D004A,0.388358473777771,Suspect,Critical,Priority Survey,D04,RING-007,3.601,5.0
