Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy
1,109.2397003,-0.43042422,19.98,0.4905278384685516,Healthy,Healthy,,D004A,0.4905278384685516,Healthy,Good,,D04
2,109.23993789,-0.43043106,19.83,0.434369295835495,Normal,Normal,Routine,D004A,0.434369295835495,Normal,Moderate,Routine,D04
3,109.23983995,-0.43052101,19.7,0.3886469602584839,Suspect,Suspect,Priority Survey,D004A,0.3886469602584839,Suspect,Critical,Priority Survey,D04
4,109.23976222,-0.4306892,19.5,0.4434056282043457,Normal,Normal,Routine,D004A,0.4434056282043457,Normal,Moderate,Routine,D04
5,109.23990906,-0.43078463,19.35,0.3719725608825683,Suspect,Suspect,Priority Survey,D004A,0.3719725608825683,Suspect,Critical,Priority Survey,D04
6,109.23985694,-0.43086556,19.29,0.4245804846286773,Abnormal,Abnormal,Monitor,D004A,0.4245804846286773,Abnormal,Sub-Optimal,Monitor,D04
7,109.23988253,-0.43093655,19.2,0.3771249055862427,Suspect,Suspect,Priority Survey,D004A,0.3771249055862427,Suspect,Critical,Priority Survey,D04
8,109.23844652,-0.42356798,19.0,0.4746086001396179,Healthy,Healthy,,D004A,0.4746086001396179,Healthy,Good,,D04
9,109.23976767,-0.43039711,18.88,0.4692279100418091,Healthy,Healthy,,D004A,0.4692279100418091,Healthy,Good,,D04
10,109.2384143,-0.42898473,18.71,0.4711390733718872,Healthy,Healthy,,D004A,0.4711390733718872,Healthy,Good,,D04
11,109.23992881,-0.43085924,18.69,0.4149933755397796,Abnormal,Abnormal,Monitor,D004A,0.4149933755397796,Abnormal,Sub-Optimal,Monitor,D04
12,109.24059041,-0.43076625,18.3,0.3623100519180298,Suspect,Suspect,Priority Survey,D004A,0.3623100519180298,Suspect,Critical,Priority Survey,D04
13,109.23997324,-0.43099264,18.09,0.4559456408023834,Normal,Normal,Routine,D004A,0.4559456408023834,Normal,Moderate,Routine,D04
14,109.2384649,-0.42373347,17.84,0.4982950687408447,Healthy,Healthy,,D004A,0.4982950687408447,Healthy,Good,,D04
15,109.23847116,-0.42384651,17.79,0.473442405462265,Healthy,Healthy,,D004A,0.473442405462265,Healthy,Good,,D04
16,109.23970287,-0.43093334,17.61,0.4730637073516845,Healthy,Healthy,,D004A,0.4730637073516845,Healthy,Good,,D04
17,109.23992843,-0.43054093,17.58,0.3884183466434479,Suspect,Suspect,Priority Survey,D004A,0.3884183466434479,Suspect,Critical,Priority Survey,D04
18,109.24033155,-0.42947892,17.26,0.482370376586914,Healthy,Healthy,,D004A,0.482370376586914,Healthy,Good,,D04
19,109.23994396,-0.42940513,17.12,0.5331218242645264,Healthy,Healthy,,D004A,0.5331218242645264,Healthy,Good,,D04
20,109.23932475,-0.4307221,16.97,0.3833774328231811,Suspect,Suspect,Priority Survey,D004A,0.3833774328231811,Suspect,Critical,Priority Survey,D04
21,109.23963429,-0.43034282,16.81,0.4559573531150818,Normal,Normal,Routine,D004A,0.4559573531150818,Normal,Moderate,Routine,D04
22,109.2400236,-0.43073357,16.61,0.4943618774414062,Healthy,Healthy,,D004A,0.4943618774414062,Healthy,Good,,D04
23,109.24054276,-0.43092856,16.48,0.4043567180633545,Abnormal,Abnormal,Monitor,D004A,0.4043567180633545,Abnormal,Sub-Optimal,Monitor,D04
24,109.24053508,-0.43110174,16.11,0.4107091426849365,Abnormal,Abnormal,Monitor,D004A,0.4107091426849365,Abnormal,Sub-Optimal,Monitor,D04
25,109.23999761,-0.43050387,16.09,0.3339700996875763,Suspect,Suspect,Priority Survey,D004A,0.3339700996875763,Suspect,Critical,Priority Survey,D04
26,109.24053349,-0.43020422,16.09,0.4342646896839142,Normal,Normal,Routine,D004A,0.4342646896839142,Normal,Moderate,Routine,D04
27,109.24055401,-0.43084085,16.05,0.3939577341079712,Abnormal,Abnormal,Monitor,D004A,0.3939577341079712,Abnormal,Sub-Optimal,Monitor,D04
28,109.24056116,-0.42904581,16.02,0.4157485961914062,Abnormal,Abnormal,Monitor,D004A,0.4157485961914062,Abnormal,Sub-Optimal,Monitor,D04
29,109.24025793,-0.42929397,15.95,0.5291443467140198,Healthy,Healthy,,D004A,0.5291443467140198,Healthy,Good,,D04
30,109.23959913,-0.4308985,15.8,0.4509270489215851,Normal,Normal,Routine,D004A,0.4509270489215851,Normal,Moderate,Routine,D04
