Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.23843156616444,-0.43111483604865874,0.0,0.4183859112026455,Normal,Normal,Routine,D004A
2,109.23849754412812,-0.4310959560602297,0.0,0.4566922351771679,Normal,Normal,Routine,D004A
3,109.23852916568568,-0.4311286566021155,0.0,0.4283543396321763,Normal,Normal,Routine,D004A
4,109.23866075256416,-0.4311411286222969,0.0,0.41113015914464496,Normal,Normal,Routine,D004A
5,109.23874457602382,-0.43111658372669626,0.0,0.42968284088568465,Normal,Normal,Routine,D004A
6,109.23884724917039,-0.43111405570446026,0.0,0.4043637692176318,Normal,Normal,Routine,D004A
7,109.23892076683006,-0.4311204526683118,0.0,0.41191794474621496,Normal,Normal,Routine,D004A
8,109.23899959233103,-0.43112318212005646,0.0,0.35464720787750403,Abnormal,Abnormal,Monitor,D004A
9,109.23907239757463,-0.43112607023043814,0.0,0.36382249947285245,Abnormal,Abnormal,Monitor,D004A
10,109.23915479055334,-0.4311191109287362,0.0,0.42808842421688426,Normal,Normal,Routine,D004A
11,109.23924653648646,-0.43112329840704683,0.0,0.38557547571963835,Abnormal,Abnormal,Monitor,D004A
12,109.23931435898436,-0.43111852230952297,0.0,0.390137361052695,Abnormal,Abnormal,Monitor,D004A
13,109.23941242520692,-0.4311108368823394,0.0,0.3809080672249754,Abnormal,Abnormal,Monitor,D004A
14,109.23948055387558,-0.431122337366737,0.0,0.394533600885754,Abnormal,Abnormal,Monitor,D004A
15,109.2395788776451,-0.43108843721487194,0.0,0.4019098965024032,Normal,Normal,Routine,D004A
16,109.23965516181023,-0.4311152801594976,0.0,0.4108248215758096,Normal,Normal,Routine,D004A
17,109.23971925284117,-0.43111856503242413,0.0,0.41399602480120845,Normal,Normal,Routine,D004A
18,109.23976520638045,-0.43110039204348316,0.0,0.412937881126687,Normal,Normal,Routine,D004A
19,109.23989037396036,-0.43112211355511915,0.0,0.4212315727923861,Normal,Normal,Routine,D004A
20,109.23995471025802,-0.4310900674361324,0.0,0.44797805936424606,Normal,Normal,Routine,D004A
21,109.2400168017287,-0.43108950313478583,0.0,0.44838762864703036,Normal,Normal,Routine,D004A
22,109.2400599765388,-0.43110426143216296,0.0,0.4459135919952622,Normal,Normal,Routine,D004A
23,109.24014436136764,-0.4310958412276865,0.0,0.4404669630276906,Normal,Normal,Routine,D004A
24,109.24019201273552,-0.43110469095826026,0.0,0.4170872100327783,Normal,Normal,Routine,D004A
25,109.24025871355622,-0.43109499066729456,0.0,0.4604013161110255,Normal,Normal,Routine,D004A
26,109.24029924843238,-0.4311015526677433,0.0,0.46201701817824115,Normal,Normal,Routine,D004A
27,109.24037101822512,-0.431127011888684,0.0,0.38734357070123027,Abnormal,Abnormal,Monitor,D004A
28,109.24039712949758,-0.4310906686656026,0.0,0.4065337632912768,Normal,Normal,Routine,D004A
29,109.2404545594646,-0.4311191349692202,0.0,0.393510613244279,Abnormal,Abnormal,Monitor,D004A
30,109.24049659566414,-0.43108524881926147,0.0,0.43904327048163905,Normal,Normal,Routine,D004A
31,109.23840441058454,-0.43106361738002014,0.0,0.4192603625426448,Normal,Normal,Routine,D004A
32,109.23848629253538,-0.43104441373784835,0.0,0.4525373274232847,Normal,Normal,Routine,D004A
33,109.23855414083391,-0.4310679594399014,0.0,0.43067925708291765,Normal,Normal,Routine,D004A
34,109.2386751555487,-0.4310665136159708,0.0,0.42688560775721335,Normal,Normal,Routine,D004A
35,109.2387831146709,-0.43104598219767687,0.0,0.40454496151162284,Normal,Normal,Routine,D004A
36,109.23888061896989,-0.431044270455119,0.0,0.4640201477094013,Normal,Normal,Routine,D004A
37,109.2389099402437,-0.4310605338963662,0.0,0.4666608794673427,Normal,Normal,Routine,D004A
38,109.23910127258911,-0.4310438172347276,0.0,0.4099569037055769,Normal,Normal,Routine,D004A
