Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-019,109.23958808,-0.42507897,5.0,906,11,895,0.3707,0.0,690.043,High
RING-030,109.23890701,-0.42528829,5.0,26,2,24,0.3649,0.0,23.351,High
RING-025,109.23906541,-0.42622266,5.0,15,0,15,0.3796,0.0,12.954,High
RING-024,109.2386563,-0.42661836,5.0,13,0,13,0.3846,0.0,11.204,Medium
RING-022,109.23871584,-0.42713641,5.0,12,0,12,0.3824,0.0,10.376,Medium
RING-017,109.23925497,-0.42850696,5.0,11,0,11,0.3835,0.0,9.515,Medium
RING-029,109.23907127,-0.42565497,5.0,10,0,10,0.3841,0.0,8.659,Medium
RING-032,109.23910351,-0.42476723,5.0,7,0,7,0.3693,0.0,6.257,Low
RING-015,109.23984909,-0.42857862,5.0,6,0,6,0.3612,0.0,5.488,Low
RING-014,109.23868711,-0.42878808,5.0,6,0,6,0.3711,0.0,5.389,Low
RING-011,109.23865826,-0.42919215,5.0,6,0,6,0.377,0.0,5.33,Low
RING-026,109.2387005,-0.42607574,5.0,5,0,5,0.372,0.0,4.53,Low
RING-004,109.23991824,-0.43018239,5.0,5,0,5,0.3764,0.0,4.486,Low
RING-016,109.23870848,-0.42854475,5.0,5,0,5,0.3837,0.0,4.413,Low
RING-006,109.2404892,-0.42993273,5.0,4,0,4,0.368,0.0,3.72,Low
RING-021,109.23912485,-0.42791517,5.0,4,0,4,0.3767,0.0,3.633,Low
RING-010,109.23982195,-0.42921028,5.0,4,0,4,0.3797,0.0,3.603,Low
RING-020,109.23912546,-0.42815755,5.0,4,0,4,0.384,0.0,3.56,Low
RING-001,109.23936347,-0.43111875,5.0,4,0,4,0.3878,0.0,3.522,Low
RING-012,109.24025011,-0.42888912,5.0,4,0,4,0.3884,0.0,3.516,Low
RING-027,109.2401661,-0.42605018,5.0,4,0,4,0.396,0.0,3.44,Low
RING-031,109.23948519,-0.42503946,5.0,3,0,3,0.3413,0.0,3.137,Low
RING-018,109.24013765,-0.42849659,5.0,3,0,3,0.3663,0.0,2.887,Low
RING-028,109.23920051,-0.42601063,5.0,3,0,3,0.3688,0.0,2.862,Low
RING-036,109.24042872,-0.42341177,5.0,3,0,3,0.3695,0.0,2.855,Low
RING-005,109.2383756,-0.43008792,5.0,3,0,3,0.3732,0.0,2.818,Low
RING-023,109.23909234,-0.42682867,5.0,3,0,3,0.3752,0.0,2.798,Low
RING-013,109.23953402,-0.42884067,5.0,3,0,3,0.3781,0.0,2.769,Low
RING-007,109.23869993,-0.42976678,5.0,3,0,3,0.3789,0.0,2.761,Low
RING-002,109.2386673,-0.43089702,5.0,3,0,3,0.3796,0.0,2.754,Low
RING-033,109.24040918,-0.42443664,5.0,3,0,3,0.3802,0.0,2.748,Low
RING-008,109.24024509,-0.42971023,5.0,3,0,3,0.384,0.0,2.71,Low
RING-009,109.24015775,-0.42937558,5.0,3,0,3,0.3844,0.0,2.706,Low
RING-035,109.24046454,-0.42379198,5.0,3,0,3,0.3851,0.0,2.699,Low
RING-003,109.23977784,-0.43070741,5.0,3,0,3,0.3918,0.0,2.632,Low
RING-034,109.23853059,-0.42404075,5.0,3,0,3,0.3918,0.0,2.632,Low
