DIVISI,BLOK_B,Blok,T_TANAM,N_BARIS,N_POKOK,OBJECTID,NDRE125,KlassNDRE12025,NDRE2_26,KLASSNDRE2_26,Ket,Longitude_SR,Latitude_SR,Drone_TreeID,Drone_Lon,Drone_Lat,Drone_Height_m,NDRE_Drone_Rel,NDRE_Drone_Abs,HS_Drone_Rel,HS_Drone_Abs
AME II,D004A,D04,2009,1,2,270539,0.43576347328635207,Stres Sedang,0.4566922351771679,Stres Sedang,Pokok Utama,109.23849754412812,-0.4310959560602297,101,109.23851443,-0.43107369,14.19,0.435,0.435,Healthy,Moderate
AME II,D004A,D04,2009,1,3,270540,0.3858851224515263,Stres Berat,0.4283543396321763,Stres Sedang,Pokok Utama,109.23852916568568,-0.4311286566021155,185,109.23851576,-0.43112975,13.02,0.481,0.481,Healthy,Good
AME II,D004A,D04,2009,1,6,270562,0.38422814007926515,Stres Berat,0.4043637692176318,Stres Sedang,Pokok Utama,109.23884724917039,-0.43111405570446026,1564,109.23884993,-0.4310819,6.24,0.468,0.468,Healthy,Good
AME II,D004A,D04,2009,1,8,270520,0.356653459179719,Stres Berat,0.35464720787750403,Stres Berat,Pokok Utama,109.23899959233103,-0.43112318212005646,641,109.23902643,-0.43112128,9.71,0.415,0.415,Healthy,Sub-Optimal
AME II,D004A,D04,2009,1,10,270506,0.36448839656469806,Stres Berat,0.42808842421688426,Stres Sedang,Pokok Utama,109.23915479055334,-0.4311191109287362,378,109.23912345,-0.43110909,11.24,0.458,0.458,Healthy,Moderate
AME II,D004A,D04,2009,1,12,270492,0.3625658708689164,Stres Berat,0.390137361052695,Stres Berat,Pokok Utama,109.23931435898436,-0.43111852230952297,723,109.23931657,-0.43112497,9.36,0.533,0.533,Healthy,Good
AME II,D004A,D04,2009,1,13,270491,0.41809344928170805,Stres Sedang,0.3809080672249754,Stres Berat,Pokok Utama,109.23941242520692,-0.4311108368823394,885,109.23939338,-0.4310965,8.63,0.443,0.443,Healthy,Moderate
AME II,D004A,D04,2009,1,14,270482,0.4251762586524305,Stres Sedang,0.394533600885754,Stres Berat,Pokok Utama,109.23948055387558,-0.431122337366737,330,109.23947287,-0.43114264,11.56,0.458,0.458,Healthy,Moderate
AME II,D004A,D04,2009,1,15,270473,0.36942033789739975,Stres Berat,0.4019098965024032,Stres Sedang,Pokok Utama,109.2395788776451,-0.43108843721487194,2373,109.23959639,-0.43110785,4.62,0.461,0.461,Healthy,Good
AME II,D004A,D04,2009,1,24,270433,0.3670938542561404,Stres Berat,0.4170872100327783,Stres Sedang,Pokok Utama,109.24019201273552,-0.43110469095826026,1851,109.24020632,-0.43108719,5.57,0.459,0.459,Healthy,Moderate
AME II,D004A,D04,2009,1,28,270416,0.4403078652111176,Stres Sedang,0.4065337632912768,Stres Sedang,Pokok Utama,109.24039712949758,-0.4310906686656026,2129,109.24037116,-0.43106779,5.02,0.491,0.491,Healthy,Good
AME II,D004A,D04,2009,2,4,270554,0.390553961970218,Stres Berat,0.42688560775721335,Stres Sedang,Pokok Utama,109.2386751555487,-0.4310665136159708,362,109.23870037,-0.43107192,11.34,0.48,0.48,Healthy,Good
AME II,D004A,D04,2009,2,5,270563,0.37277538436840685,Stres Berat,0.40454496151162284,Stres Sedang,Pokok Utama,109.2387831146709,-0.43104598219767687,2030,109.23877943,-0.43103531,5.21,0.451,0.451,Healthy,Moderate
