Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-015,109.24050772,-0.42433414,5.0,11,9,2,0.329,7.54,16.81,High
RING-024,109.24041751,-0.42291484,5.0,12,6,6,0.3899,6.34,14.801,High
RING-048,109.23987494,-0.42392854,5.0,11,7,4,0.3844,3.89,14.756,High
RING-037,109.23989411,-0.42345853,5.0,10,4,6,0.3846,5.4,11.654,Medium
RING-028,109.24006116,-0.42300008,5.0,10,2,8,0.3964,6.8,10.036,Medium
RING-029,109.23963475,-0.4231174,5.0,8,3,5,0.3875,6.31,9.175,Medium
RING-035,109.23980379,-0.42433438,5.0,6,4,2,0.375,6.02,8.35,Medium
RING-003,109.24057151,-0.43091975,5.0,6,3,3,0.3574,14.39,7.776,Medium
RING-044,109.23955743,-0.42665966,5.0,6,3,3,0.4024,4.77,7.35,Medium
RING-020,109.23921605,-0.422875,5.0,5,3,2,0.3897,8.48,6.603,Low
RING-018,109.23881431,-0.43119629,5.0,4,3,1,0.314,9.11,6.51,Low
RING-022,109.24028103,-0.42329747,5.0,5,2,3,0.3724,6.11,6.026,Low
RING-040,109.23923962,-0.42356929,5.0,6,1,5,0.3891,4.79,5.959,Low
RING-012,109.23937024,-0.42502212,5.0,5,2,3,0.3901,8.25,5.849,Low
RING-030,109.23913702,-0.42315423,5.0,5,2,3,0.3956,5.6,5.794,Low
RING-007,109.23946367,-0.43014824,5.0,4,3,1,0.3937,11.83,5.713,Low
RING-019,109.2405734,-0.42657315,5.0,3,3,0,0.3402,6.5,5.398,Low
RING-011,109.23986393,-0.42926981,5.0,4,2,2,0.3781,12.11,5.119,Low
RING-001,109.239922,-0.43052194,5.0,3,3,0,0.3703,17.79,5.097,Low
RING-053,109.23912614,-0.42670244,5.0,4,2,2,0.3806,3.89,5.094,Low
RING-023,109.23980699,-0.42489117,5.0,4,2,2,0.3816,6.51,5.084,Low
RING-039,109.2389504,-0.42477375,5.0,4,2,2,0.3833,5.92,5.067,Low
RING-051,109.24026547,-0.42528069,5.0,4,2,2,0.3837,4.26,5.063,Low
RING-033,109.23981865,-0.42279376,5.0,3,3,0,0.3765,7.24,5.035,Low
RING-027,109.24015983,-0.4242328,5.0,4,2,2,0.3912,6.95,4.988,Low
RING-008,109.2385026,-0.4302614,5.0,4,2,2,0.3931,11.83,4.969,Low
RING-002,109.23989433,-0.43086149,5.0,4,2,2,0.3972,19.13,4.928,Low
RING-055,109.23879994,-0.42328173,5.0,4,2,2,0.3972,3.79,4.928,Low
RING-038,109.23951178,-0.4226609,5.0,3,2,1,0.3754,6.38,4.296,Low
RING-047,109.23938025,-0.4236871,5.0,3,2,1,0.3783,4.73,4.267,Low
RING-021,109.23946131,-0.42470039,5.0,4,1,3,0.3928,8.22,4.222,Low
RING-032,109.23988171,-0.42663728,5.0,4,1,3,0.3996,6.87,4.154,Low
RING-034,109.23941214,-0.42617168,5.0,4,1,3,0.4018,6.67,4.15,Low
RING-049,109.23948152,-0.42405563,5.0,3,2,1,0.393,4.4,4.12,Low
RING-005,109.24055801,-0.4290434,5.0,3,1,2,0.3777,11.82,3.523,Low
RING-054,109.24019913,-0.42617254,5.0,4,0,4,0.4133,3.87,3.4,Low
RING-009,109.23938895,-0.42560498,5.0,3,1,2,0.3936,8.81,3.364,Low
RING-013,109.24027178,-0.4309389,5.0,3,1,2,0.3948,9.89,3.352,Low
RING-050,109.23890792,-0.42628339,5.0,3,1,2,0.3951,4.58,3.349,Low
RING-043,109.23976139,-0.42709279,5.0,3,1,2,0.3964,4.83,3.336,Low
RING-052,109.2388537,-0.4237423,5.0,3,1,2,0.3981,4.27,3.319,Low
RING-042,109.23877131,-0.42262758,5.0,3,1,2,0.3984,6.04,3.316,Low
RING-045,109.24020487,-0.42561512,5.0,3,1,2,0.3986,5.35,3.314,Low
RING-004,109.23941577,-0.43073614,5.0,3,1,2,0.3991,7.74,3.309,Low
RING-014,109.23890957,-0.42293492,5.0,3,1,2,0.4038,8.21,3.3,Low
RING-010,109.24025452,-0.43047514,5.0,3,1,2,0.4111,10.92,3.3,Low
RING-017,109.23893286,-0.4278397,5.0,3,1,2,0.4043,9.77,3.3,Low
RING-046,109.23876271,-0.42359081,5.0,3,1,2,0.403,4.99,3.3,Low
RING-041,109.24005665,-0.4269432,5.0,3,0,3,0.3985,5.79,2.565,Low
RING-016,109.23985479,-0.42979713,5.0,3,0,3,0.4205,7.78,2.55,Low
RING-006,109.23867011,-0.42985126,5.0,3,0,3,0.4133,9.75,2.55,Low
RING-036,109.23925934,-0.42540314,5.0,3,0,3,0.4071,5.54,2.55,Low
RING-025,109.23851914,-0.42749055,5.0,3,0,3,0.4129,6.5,2.55,Low
RING-026,109.23899878,-0.42827273,5.0,3,0,3,0.4105,6.5,2.55,Low
RING-031,109.23913964,-0.42575895,5.0,3,0,3,0.4048,5.61,2.55,Low
