Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Reclassified,Was_TBM
47,109.24495045,-0.43078951,13.38,0.488,TM,Healthy,,E002A,0.488,Healthy,Good,None,E02,original,False
48,109.24316809,-0.42965826,13.38,0.468,TM,Healthy,,E002A,0.468,Healthy,Good,None,E02,original,False
49,109.24509049,-0.4292373,13.37,0.481,TM,Healthy,,E002A,0.481,Healthy,Good,None,E02,original,False
50,109.24438865,-0.43048553,13.31,0.448,TM,Healthy,,E002A,0.448,Normal,Moderate,Routine,E02,original,False
51,109.24516601,-0.43094374,13.29,0.421,TM,Healthy,,E002A,0.421,Abnormal,Sub-Optimal,Monitor,E02,original,False
52,109.24457714,-0.43112175,13.27,0.439,TM,Healthy,,E002A,0.439,Normal,Moderate,Routine,E02,original,False
53,109.24441597,-0.43083324,13.11,0.456,TM,Healthy,,E002A,0.456,Normal,Moderate,Routine,E02,original,False
54,109.24499216,-0.43106533,13.09,0.332,TM,Suspect,Circle_5m,E002A,0.332,Suspect,Critical,Priority Survey,E02,original,False
55,109.24354466,-0.43074668,13.08,0.467,TM,Healthy,,E002A,0.467,Healthy,Good,None,E02,original,False
56,109.24520753,-0.43004713,13.06,0.39,TM,Healthy,,E002A,0.39,Abnormal,Sub-Optimal,Monitor,E02,original,False
57,109.24307378,-0.42959901,13.03,0.525,TM,Healthy,,E002A,0.525,Healthy,Good,None,E02,original,False
58,109.24474336,-0.43098524,13.02,0.433,TM,Healthy,,E002A,0.433,Normal,Moderate,Routine,E02,original,False
59,109.24343918,-0.43047808,13.0,0.324,TM,Suspect,Circle_5m,E002A,0.324,Suspect,Critical,Priority Survey,E02,original,False
60,109.2452239,-0.43113728,12.98,0.462,TM,Healthy,,E002A,0.462,Healthy,Good,None,E02,original,False
61,109.24512104,-0.42921154,12.96,0.474,TM,Healthy,,E002A,0.474,Healthy,Good,None,E02,original,False
62,109.24358198,-0.43057758,12.93,0.425,TM,Healthy,,E002A,0.425,Abnormal,Sub-Optimal,Monitor,E02,original,False
63,109.24342762,-0.42799079,12.85,0.357,TM,Suspect,Circle_5m,E002A,0.357,Suspect,Critical,Priority Survey,E02,original,False
64,109.2452057,-0.43019001,12.84,0.403,TM,Healthy,,E002A,0.403,Abnormal,Sub-Optimal,Monitor,E02,original,False
65,109.24308085,-0.42614277,12.84,0.357,TM,Suspect,Circle_5m,E002A,0.357,Suspect,Critical,Priority Survey,E02,original,False
66,109.24500895,-0.43033692,12.8,0.447,TM,Healthy,,E002A,0.447,Normal,Moderate,Routine,E02,original,False
67,109.24514218,-0.42509153,12.8,0.447,TM,Healthy,,E002A,0.447,Normal,Moderate,Routine,E02,original,False
68,109.24512755,-0.43021079,12.77,0.541,TM,Healthy,,E002A,0.541,Healthy,Good,None,E02,original,False
69,109.24348924,-0.42956519,12.76,0.477,TM,Healthy,,E002A,0.477,Healthy,Good,None,E02,original,False
70,109.24523154,-0.43109432,12.69,0.332,TM,Suspect,Circle_5m,E002A,0.332,Suspect,Critical,Priority Survey,E02,original,False
71,109.24524717,-0.42357866,12.69,0.144,TM,Suspect,Circle_5m,E002A,0.144,Suspect,Critical,Priority Survey,E02,original,False
72,109.24486917,-0.43076733,12.67,0.406,TM,Healthy,,E002A,0.406,Abnormal,Sub-Optimal,Monitor,E02,original,False
73,109.24490779,-0.43077186,12.66,0.481,TM,Healthy,,E002A,0.481,Healthy,Good,None,E02,original,False
74,109.24362329,-0.43060789,12.66,0.488,TM,Healthy,,E002A,0.488,Healthy,Good,None,E02,original,False
75,109.2430583,-0.4265931,12.64,0.508,TM,Healthy,,E002A,0.508,Healthy,Good,None,E02,original,False
76,109.24517995,-0.43085377,12.59,0.459,TM,Healthy,,E002A,0.459,Normal,Moderate,Routine,E02,original,False
77,109.24304924,-0.42889094,12.56,0.414,TM,Healthy,,E002A,0.414,Abnormal,Sub-Optimal,Monitor,E02,original,False
78,109.24526758,-0.42472487,12.55,0.047,TM,Suspect,Circle_5m,E002A,0.047,Suspect,Critical,Priority Survey,E02,original,False
79,109.2448885,-0.43067374,12.54,0.43,TM,Healthy,,E002A,0.43,Normal,Moderate,Routine,E02,original,False
80,109.24524424,-0.42661034,12.54,0.383,TM,Healthy,,E002A,0.383,Suspect,Critical,Priority Survey,E02,original,False
81,109.24515678,-0.42808026,12.49,0.482,TM,Healthy,,E002A,0.482,Healthy,Good,None,E02,original,False
82,109.24514547,-0.42840716,12.48,0.387,TM,Healthy,,E002A,0.387,Suspect,Critical,Priority Survey,E02,original,False
83,109.24521264,-0.42535832,12.48,0.452,TM,Healthy,,E002A,0.452,Normal,Moderate,Routine,E02,original,False
84,109.24475999,-0.43091335,12.48,0.379,TM,Suspect,Circle_5m,E002A,0.379,Suspect,Critical,Priority Survey,E02,original,False
85,109.24306523,-0.4296926,12.45,0.522,TM,Healthy,,E002A,0.522,Healthy,Good,None,E02,original,False
86,109.24304389,-0.42871414,12.45,0.431,TM,Healthy,,E002A,0.431,Normal,Moderate,Routine,E02,original,False
87,109.24526534,-0.42668585,12.45,0.344,TM,Suspect,Circle_5m,E002A,0.344,Suspect,Critical,Priority Survey,E02,original,False
88,109.24518348,-0.42322551,12.44,0.322,TM,Suspect,Circle_5m,E002A,0.322,Suspect,Critical,Priority Survey,E02,original,False
89,109.24305403,-0.4295556,12.43,0.532,TM,Healthy,,E002A,0.532,Healthy,Good,None,E02,original,False
90,109.24525088,-0.42508252,12.37,0.172,TM,Suspect,Circle_5m,E002A,0.172,Suspect,Critical,Priority Survey,E02,original,False
91,109.24475381,-0.42849117,12.34,0.404,TM,Healthy,,E002A,0.404,Abnormal,Sub-Optimal,Monitor,E02,original,False
92,109.24468457,-0.43078086,12.31,0.44,TM,Healthy,,E002A,0.44,Normal,Moderate,Routine,E02,original,False
93,109.24332426,-0.43019048,12.23,0.493,TM,Healthy,,E002A,0.493,Healthy,Good,None,E02,original,False
94,109.24517407,-0.42906098,12.15,0.447,TM,Healthy,,E002A,0.447,Normal,Moderate,Routine,E02,original,False
95,109.2452644,-0.42488312,12.15,0.101,TM,Suspect,Circle_5m,E002A,0.101,Suspect,Critical,Priority Survey,E02,original,False
96,109.24484223,-0.43069227,12.14,0.463,TM,Healthy,,E002A,0.463,Healthy,Good,None,E02,original,False
97,109.24452473,-0.43054027,12.13,0.399,TM,Healthy,,E002A,0.399,Abnormal,Sub-Optimal,Monitor,E02,original,False
98,109.24497707,-0.43027542,12.13,0.455,TM,Healthy,,E002A,0.455,Normal,Moderate,Routine,E02,original,False
99,109.24516206,-0.42459824,12.11,0.424,TM,Healthy,,E002A,0.424,Abnormal,Sub-Optimal,Monitor,E02,original,False
100,109.24499821,-0.43015967,12.1,0.506,TM,Healthy,,E002A,0.506,Healthy,Good,None,E02,original,False
101,109.24524106,-0.42481394,12.09,0.275,TM,Suspect,Circle_5m,E002A,0.275,Suspect,Critical,Priority Survey,E02,original,False
102,109.24470202,-0.43105486,12.07,0.43,TM,Healthy,,E002A,0.43,Normal,Moderate,Routine,E02,original,False
103,109.24514216,-0.43114223,12.04,0.383,TM,Healthy,,E002A,0.383,Suspect,Critical,Priority Survey,E02,original,False
104,109.24528734,-0.42671524,12.04,0.412,TM,Healthy,,E002A,0.412,Abnormal,Sub-Optimal,Monitor,E02,original,False
105,109.24523895,-0.4281585,12.03,0.434,TM,Healthy,,E002A,0.434,Normal,Moderate,Routine,E02,original,False
106,109.24524326,-0.42898368,12.01,0.446,TM,Healthy,,E002A,0.446,Normal,Moderate,Routine,E02,original,False
107,109.24305799,-0.42596959,12.01,0.363,TM,Suspect,Circle_5m,E002A,0.363,Suspect,Critical,Priority Survey,E02,original,False
108,109.24433289,-0.43078439,11.99,0.386,TM,Healthy,,E002A,0.386,Suspect,Critical,Priority Survey,E02,original,False
109,109.24327134,-0.42986311,11.97,0.441,TM,Healthy,,E002A,0.441,Normal,Moderate,Routine,E02,original,False
110,109.24329627,-0.43084881,11.97,0.493,TM,Healthy,,E002A,0.493,Healthy,Good,None,E02,original,False
111,109.24497256,-0.43034369,11.97,0.482,TM,Healthy,,E002A,0.482,Healthy,Good,None,E02,original,False
112,109.24501295,-0.43051733,11.93,0.479,TM,Healthy,,E002A,0.479,Healthy,Good,None,E02,original,False
113,109.24486324,-0.43113267,11.89,0.372,TM,Suspect,Circle_5m,E002A,0.372,Suspect,Critical,Priority Survey,E02,original,False
114,109.24306673,-0.43097581,11.88,0.483,TM,Healthy,,E002A,0.483,Healthy,Good,None,E02,original,False
115,109.24515936,-0.43052505,11.86,0.497,TM,Healthy,,E002A,0.497,Healthy,Good,None,E02,original,False
116,109.24307129,-0.42868431,11.86,0.497,TM,Healthy,,E002A,0.497,Healthy,Good,None,E02,original,False
117,109.24302537,-0.42917217,11.8,0.516,TM,Healthy,,E002A,0.516,Healthy,Good,None,E02,original,False
118,109.24421607,-0.4290264,11.79,0.368,TM,Suspect,Circle_5m,E002A,0.368,Suspect,Critical,Priority Survey,E02,original,False
119,109.24446578,-0.43102723,11.78,0.418,TM,Healthy,,E002A,0.418,Abnormal,Sub-Optimal,Monitor,E02,original,False
120,109.24491858,-0.4307063,11.77,0.396,TM,Healthy,,E002A,0.396,Abnormal,Sub-Optimal,Monitor,E02,original,False
121,109.24301472,-0.43057157,11.76,0.363,TM,Suspect,Circle_5m,E002A,0.363,Suspect,Critical,Priority Survey,E02,original,False
122,109.24522682,-0.42620746,11.75,0.327,TM,Suspect,Circle_5m,E002A,0.327,Suspect,Critical,Priority Survey,E02,original,False
123,109.24341593,-0.42803962,11.74,0.417,TM,Healthy,,E002A,0.417,Abnormal,Sub-Optimal,Monitor,E02,original,False
124,109.24303962,-0.42576159,11.73,0.391,TM,Healthy,,E002A,0.391,Abnormal,Sub-Optimal,Monitor,E02,original,False
125,109.24526135,-0.4264349,11.69,0.298,TM,Suspect,Circle_5m,E002A,0.298,Suspect,Critical,Priority Survey,E02,original,False
126,109.24482879,-0.43057245,11.67,0.466,TM,Healthy,,E002A,0.466,Healthy,Good,None,E02,original,False
127,109.24305386,-0.42633492,11.6,0.499,TM,Healthy,,E002A,0.499,Healthy,Good,None,E02,original,False
128,109.243035,-0.42830856,11.6,0.366,TM,Suspect,Circle_5m,E002A,0.366,Suspect,Critical,Priority Survey,E02,original,False
129,109.2432828,-0.43080088,11.58,0.438,TM,Healthy,,E002A,0.438,Normal,Moderate,Routine,E02,original,False
130,109.24497441,-0.43012802,11.57,0.432,TM,Healthy,,E002A,0.432,Normal,Moderate,Routine,E02,original,False
131,109.24312855,-0.42972834,11.55,0.439,TM,Healthy,,E002A,0.439,Normal,Moderate,Routine,E02,original,False
132,109.24494113,-0.43032379,11.55,0.428,TM,Healthy,,E002A,0.428,Abnormal,Sub-Optimal,Monitor,E02,original,False
133,109.24396942,-0.42932521,11.51,0.531,TM,Healthy,,E002A,0.531,Healthy,Good,None,E02,original,False
134,109.2430629,-0.42610885,11.5,0.429,TM,Healthy,,E002A,0.429,Abnormal,Sub-Optimal,Monitor,E02,original,False
135,109.24322239,-0.42985677,11.42,0.414,TM,Healthy,,E002A,0.414,Abnormal,Sub-Optimal,Monitor,E02,original,False
136,109.24326639,-0.42991692,11.38,0.416,TM,Healthy,,E002A,0.416,Abnormal,Sub-Optimal,Monitor,E02,original,False
137,109.24351701,-0.42792841,11.38,0.387,TM,Healthy,,E002A,0.387,Suspect,Critical,Priority Survey,E02,original,False
138,109.24526118,-0.42717417,11.37,0.441,TM,Healthy,,E002A,0.441,Normal,Moderate,Routine,E02,original,False
139,109.24340656,-0.42974604,11.36,0.512,TM,Healthy,,E002A,0.512,Healthy,Good,None,E02,original,False
140,109.24363396,-0.42914744,11.33,0.428,TM,Healthy,,E002A,0.428,Abnormal,Sub-Optimal,Monitor,E02,original,False
141,109.24493752,-0.43040201,11.32,0.456,TM,Healthy,,E002A,0.456,Normal,Moderate,Routine,E02,original,False
142,109.24336327,-0.4304862,11.32,0.512,TM,Healthy,,E002A,0.512,Healthy,Good,None,E02,original,False
143,109.24304335,-0.42913193,11.32,0.468,TM,Healthy,,E002A,0.468,Healthy,Good,None,E02,original,False
144,109.24323826,-0.43112415,11.31,0.495,TM,Healthy,,E002A,0.495,Healthy,Good,None,E02,original,False
145,109.24383619,-0.4305894,11.28,0.489,TM,Healthy,,E002A,0.489,Healthy,Good,None,E02,original,False
146,109.2437478,-0.4301847,11.27,0.378,TM,Suspect,Circle_5m,E002A,0.378,Suspect,Critical,Priority Survey,E02,original,False
147,109.24338577,-0.42833396,11.27,0.426,TM,Healthy,,E002A,0.426,Abnormal,Sub-Optimal,Monitor,E02,original,False
148,109.24314241,-0.42998788,11.27,0.437,TM,Healthy,,E002A,0.437,Normal,Moderate,Routine,E02,original,False
149,109.24513918,-0.4284578,11.26,0.37,TM,Suspect,Circle_5m,E002A,0.37,Suspect,Critical,Priority Survey,E02,original,False
150,109.24523089,-0.4260777,11.24,0.406,TM,Healthy,,E002A,0.406,Abnormal,Sub-Optimal,Monitor,E02,original,False
151,109.24518363,-0.43044864,11.23,0.344,TM,Suspect,Circle_5m,E002A,0.344,Suspect,Critical,Priority Survey,E02,original,False
152,109.24305178,-0.42562188,11.23,0.475,TM,Healthy,,E002A,0.475,Healthy,Good,None,E02,original,False
153,109.24304832,-0.42899131,11.22,0.439,TM,Healthy,,E002A,0.439,Normal,Moderate,Routine,E02,original,False
154,109.24393663,-0.4293564,11.22,0.37,TM,Suspect,Circle_5m,E002A,0.37,Suspect,Critical,Priority Survey,E02,original,False
155,109.24525201,-0.42603791,11.21,0.135,TM,Suspect,Circle_5m,E002A,0.135,Suspect,Critical,Priority Survey,E02,original,False
156,109.24484982,-0.43091383,11.2,0.356,TM,Suspect,Circle_5m,E002A,0.356,Suspect,Critical,Priority Survey,E02,original,False
157,109.24353571,-0.43063726,11.16,0.503,TM,Healthy,,E002A,0.503,Healthy,Good,None,E02,original,False
158,109.2434213,-0.4300847,11.15,0.427,TM,Healthy,,E002A,0.427,Abnormal,Sub-Optimal,Monitor,E02,original,False
159,109.24497252,-0.43051551,11.14,0.48,TM,Healthy,,E002A,0.48,Healthy,Good,None,E02,original,False
160,109.24524926,-0.42625585,11.14,0.146,TM,Suspect,Circle_5m,E002A,0.146,Suspect,Critical,Priority Survey,E02,original,False
161,109.24488981,-0.43085732,11.13,0.494,TM,Healthy,,E002A,0.494,Healthy,Good,None,E02,original,False
162,109.24303654,-0.4254903,11.12,0.442,TM,Healthy,,E002A,0.442,Normal,Moderate,Routine,E02,original,False
163,109.24327171,-0.43019137,11.12,0.328,TM,Suspect,Circle_5m,E002A,0.328,Suspect,Critical,Priority Survey,E02,original,False
164,109.24454268,-0.43059454,11.11,0.467,TM,Healthy,,E002A,0.467,Healthy,Good,None,E02,original,False
165,109.24512067,-0.42489484,11.07,0.447,TM,Healthy,,E002A,0.447,Normal,Moderate,Routine,E02,original,False
166,109.24331326,-0.4311608,11.06,0.543,TM,Healthy,,E002A,0.543,Healthy,Good,None,E02,original,False
167,109.24480143,-0.43041283,11.06,0.412,TM,Healthy,,E002A,0.412,Abnormal,Sub-Optimal,Monitor,E02,original,False
168,109.24318311,-0.42876301,11.06,0.424,TM,Healthy,,E002A,0.424,Abnormal,Sub-Optimal,Monitor,E02,original,False
169,109.24304955,-0.42951264,11.06,0.467,TM,Healthy,,E002A,0.467,Healthy,Good,None,E02,original,False
170,109.24518638,-0.42825842,11.05,0.476,TM,Healthy,,E002A,0.476,Healthy,Good,None,E02,original,False
171,109.24511041,-0.42658951,11.04,0.438,TM,Healthy,,E002A,0.438,Normal,Moderate,Routine,E02,original,False
172,109.24418212,-0.42822246,11.04,0.441,TM,Healthy,,E002A,0.441,Normal,Moderate,Routine,E02,original,False
173,109.24332541,-0.42911979,11.03,0.527,TM,Healthy,,E002A,0.527,Healthy,Good,None,E02,original,False
174,109.24515165,-0.42493464,11.03,0.47,TM,Healthy,,E002A,0.47,Healthy,Good,None,E02,original,False
175,109.24406651,-0.42902546,11.02,0.502,TM,Healthy,,E002A,0.502,Healthy,Good,None,E02,original,False
176,109.24349438,-0.43064041,11.02,0.476,TM,Healthy,,E002A,0.476,Healthy,Good,None,E02,original,False
177,109.24514085,-0.42897552,11.02,0.476,TM,Healthy,,E002A,0.476,Healthy,Good,None,E02,original,False
178,109.24374555,-0.43023037,11.01,0.399,TM,Healthy,,E002A,0.399,Abnormal,Sub-Optimal,Monitor,E02,original,False
179,109.24519385,-0.42504045,11.01,0.403,TM,Healthy,,E002A,0.403,Abnormal,Sub-Optimal,Monitor,E02,original,False
180,109.24491236,-0.43043772,11.0,0.451,TM,Healthy,,E002A,0.451,Normal,Moderate,Routine,E02,original,False
181,109.24335967,-0.43052327,10.98,0.414,TM,Healthy,,E002A,0.414,Abnormal,Sub-Optimal,Monitor,E02,original,False
182,109.2449284,-0.43100473,10.98,0.444,TM,Healthy,,E002A,0.444,Normal,Moderate,Routine,E02,original,False
183,109.24531195,-0.42908046,10.98,0.39,TM,Healthy,,E002A,0.39,Abnormal,Sub-Optimal,Monitor,E02,original,False
184,109.24512933,-0.43027364,10.97,0.463,TM,Healthy,,E002A,0.463,Healthy,Good,None,E02,original,False
185,109.24321535,-0.43115399,10.93,0.416,TM,Healthy,,E002A,0.416,Abnormal,Sub-Optimal,Monitor,E02,original,False
186,109.24313991,-0.43107756,10.92,0.457,TM,Healthy,,E002A,0.457,Normal,Moderate,Routine,E02,original,False
187,109.24403957,-0.42897617,10.9,0.402,TM,Healthy,,E002A,0.402,Abnormal,Sub-Optimal,Monitor,E02,original,False
188,109.24517056,-0.42474248,10.89,0.424,TM,Healthy,,E002A,0.424,Abnormal,Sub-Optimal,Monitor,E02,original,False
189,109.24304825,-0.42928747,10.89,0.452,TM,Healthy,,E002A,0.452,Normal,Moderate,Routine,E02,original,False
190,109.24492803,-0.42868926,10.88,0.479,TM,Healthy,,E002A,0.479,Healthy,Good,None,E02,original,False
191,109.24525015,-0.43027186,10.87,0.191,TM,Suspect,Circle_5m,E002A,0.191,Suspect,Critical,Priority Survey,E02,original,False
192,109.24327598,-0.43115988,10.87,0.377,TM,Suspect,Circle_5m,E002A,0.377,Suspect,Critical,Priority Survey,E02,original,False
193,109.24483686,-0.43064027,10.86,0.396,TM,Healthy,,E002A,0.396,Abnormal,Sub-Optimal,Monitor,E02,original,False
194,109.24477979,-0.43075782,10.85,0.437,TM,Healthy,,E002A,0.437,Normal,Moderate,Routine,E02,original,False
195,109.24448071,-0.43053619,10.83,0.387,TM,Healthy,,E002A,0.387,Suspect,Critical,Priority Survey,E02,original,False
196,109.24518266,-0.42487406,10.81,0.475,TM,Healthy,,E002A,0.475,Healthy,Good,None,E02,original,False
197,109.24516505,-0.4292233,10.8,0.478,TM,Healthy,,E002A,0.478,Healthy,Good,None,E02,original,False
198,109.2451405,-0.42853512,10.79,0.464,TM,Healthy,,E002A,0.464,Healthy,Good,None,E02,original,False
199,109.24362271,-0.42924284,10.79,0.497,TM,Healthy,,E002A,0.497,Healthy,Good,None,E02,original,False
200,109.24497334,-0.4289063,10.79,0.463,TM,Healthy,,E002A,0.463,Healthy,Good,None,E02,original,False
201,109.24524592,-0.42514356,10.79,0.399,TM,Healthy,,E002A,0.399,Abnormal,Sub-Optimal,Monitor,E02,original,False
202,109.2441213,-0.42902909,10.77,0.434,TM,Healthy,,E002A,0.434,Normal,Moderate,Routine,E02,original,False
203,109.24477892,-0.43065201,10.77,0.452,TM,Healthy,,E002A,0.452,Normal,Moderate,Routine,E02,original,False
204,109.24509368,-0.42508112,10.74,0.478,TM,Healthy,,E002A,0.478,Healthy,Good,None,E02,original,False
205,109.24304983,-0.42629423,10.73,0.356,TM,Suspect,Circle_5m,E002A,0.356,Suspect,Critical,Priority Survey,E02,original,False
206,109.24520772,-0.42921201,10.71,0.479,TM,Healthy,,E002A,0.479,Healthy,Good,None,E02,original,False
207,109.24467381,-0.42872944,10.71,0.431,TM,Healthy,,E002A,0.431,Normal,Moderate,Routine,E02,original,False
208,109.24327637,-0.42946477,10.7,0.589,TM,Healthy,,E002A,0.589,Healthy,Good,None,E02,original,False
209,109.24323371,-0.42944125,10.7,0.453,TM,Healthy,,E002A,0.453,Normal,Moderate,Routine,E02,original,False
210,109.24304353,-0.42834383,10.7,0.46,TM,Healthy,,E002A,0.46,Healthy,Good,None,E02,original,False
211,109.24305163,-0.42826245,10.66,0.459,TM,Healthy,,E002A,0.459,Normal,Moderate,Routine,E02,original,False
212,109.24345053,-0.42794558,10.66,0.465,TM,Healthy,,E002A,0.465,Healthy,Good,None,E02,original,False
213,109.24523845,-0.42841035,10.64,0.408,TM,Healthy,,E002A,0.408,Abnormal,Sub-Optimal,Monitor,E02,original,False
214,109.24312853,-0.42980656,10.63,0.568,TM,Healthy,,E002A,0.568,Healthy,Good,None,E02,original,False
215,109.24462928,-0.43098838,10.61,0.44,TM,Healthy,,E002A,0.44,Normal,Moderate,Routine,E02,original,False
216,109.24523333,-0.42917132,10.61,0.456,TM,Healthy,,E002A,0.456,Normal,Moderate,Routine,E02,original,False
217,109.24508339,-0.43084108,10.61,0.537,TM,Healthy,,E002A,0.537,Healthy,Good,None,E02,original,False
218,109.24518407,-0.43048798,10.6,0.448,TM,Healthy,,E002A,0.448,Normal,Moderate,Routine,E02,original,False
219,109.24370624,-0.42928401,10.6,0.372,TM,Suspect,Circle_5m,E002A,0.372,Suspect,Critical,Priority Survey,E02,original,False
220,109.24495624,-0.43104226,10.59,0.441,TM,Healthy,,E002A,0.441,Normal,Moderate,Routine,E02,original,False
221,109.2452573,-0.43040932,10.59,0.428,TM,Healthy,,E002A,0.428,Abnormal,Sub-Optimal,Monitor,E02,original,False
