Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.23138468600368,-0.4311607770186453,0.0,0.3739214625432393,Abnormal,Abnormal,Monitor,D001A
2,109.23144228133145,-0.4311564046505859,0.0,0.38545889986637616,Abnormal,Abnormal,Monitor,D001A
3,109.23155512406439,-0.4311664804983475,0.0,0.4309214746869745,Normal,Normal,Routine,D001A
4,109.23161959340523,-0.43115625712560623,0.0,0.3638132324000379,Abnormal,Abnormal,Monitor,D001A
5,109.23168891414583,-0.43114670225748325,0.0,0.3790158443264775,Abnormal,Abnormal,Monitor,D001A
6,109.23180641370153,-0.4311793558754489,0.0,0.3993039689969286,Abnormal,Abnormal,Monitor,D001A
7,109.23193134148242,-0.4312062617109854,0.0,0.4233366610320123,Normal,Normal,Routine,D001A
8,109.23203105142663,-0.4311740414046683,0.0,0.4103636361701097,Normal,Normal,Routine,D001A
9,109.23209671411705,-0.4311814132180369,0.0,0.4433501174745078,Normal,Normal,Routine,D001A
10,109.23217221570812,-0.4311725488638642,0.0,0.4417566585955288,Normal,Normal,Routine,D001A
11,109.23225246299658,-0.43119813301959437,0.0,0.43684272169887733,Normal,Normal,Routine,D001A
12,109.23238248657314,-0.4311593636333207,0.0,0.45791673399921795,Normal,Normal,Routine,D001A
13,109.23238839133384,-0.4311925228899166,0.0,0.4522101802311607,Normal,Normal,Routine,D001A
14,109.23252739278084,-0.4311513465480705,0.0,0.4488257979398017,Normal,Normal,Routine,D001A
15,109.23260922805007,-0.43115822477509985,0.0,0.447340590356169,Normal,Normal,Routine,D001A
16,109.23267237659036,-0.4311924861918592,0.0,0.45976434750356776,Normal,Normal,Routine,D001A
17,109.23274399964701,-0.4311673010629943,0.0,0.409069796379412,Normal,Normal,Routine,D001A
18,109.2328358321716,-0.43117633475876294,0.0,0.39226876859729354,Abnormal,Abnormal,Monitor,D001A
19,109.23291061666276,-0.43118049934777086,0.0,0.4111993456424627,Normal,Normal,Routine,D001A
20,109.23303187685559,-0.4311841683918465,0.0,0.4476180347350493,Normal,Normal,Routine,D001A
21,109.23308304711354,-0.43117112048165557,0.0,0.48058759641246035,Normal,Normal,Routine,D001A
22,109.23314293778539,-0.431177514299386,0.0,0.4568070126292012,Normal,Normal,Routine,D001A
23,109.23324271905382,-0.43117515388801664,0.0,0.4342670484016148,Normal,Normal,Routine,D001A
24,109.23331080433431,-0.4311712216332345,0.0,0.43587537850432384,Normal,Normal,Routine,D001A
25,109.23339668686114,-0.43114859084509,0.0,0.44305260908076954,Normal,Normal,Routine,D001A
26,109.23349584838395,-0.43115381734419367,0.0,0.46864872245398004,Normal,Normal,Routine,D001A
27,109.23132948221938,-0.4310974723600168,0.0,0.3799472942061261,Abnormal,Abnormal,Monitor,D001A
28,109.2313810564295,-0.43109317725612734,0.0,0.45295741172040066,Normal,Normal,Routine,D001A
29,109.23144307184083,-0.4310978805403959,0.0,0.43925772448917766,Normal,Normal,Routine,D001A
30,109.23148798303829,-0.4310609505095355,0.0,0.44779182390661665,Normal,Normal,Routine,D001A
31,109.23149435406556,-0.4311249463890138,0.0,0.4183599270792989,Normal,Normal,Routine,D001A
32,109.23155244464414,-0.4311036972381059,0.0,0.4261449110445318,Normal,Normal,Routine,D001A
33,109.23175043117814,-0.4311040428605202,0.0,0.41639098026701654,Normal,Normal,Routine,D001A
34,109.23179588116223,-0.43107568478096786,0.0,0.40552496145336103,Normal,Normal,Routine,D001A
35,109.23188273533137,-0.4310500999122416,0.0,0.44617456328442734,Normal,Normal,Routine,D001A
36,109.23193738041442,-0.43109393764642695,0.0,0.4725433198387864,Normal,Normal,Routine,D001A
