Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-020,109.23171889,-0.42339671,5.0,9,0,9,0.3801,0.0,7.849,Medium
RING-026,109.2313582,-0.42191905,5.0,8,0,8,0.3816,0.0,6.984,Low
RING-011,109.23295684,-0.42656737,5.0,7,0,7,0.3833,0.0,6.117,Low
RING-012,109.23322205,-0.42649269,5.0,6,0,6,0.3745,0.0,5.355,Low
RING-002,109.23245542,-0.42996513,5.0,6,0,6,0.3918,0.0,5.182,Low
RING-004,109.23169896,-0.42959755,5.0,5,0,5,0.388,0.0,4.37,Low
RING-007,109.23141318,-0.42700355,5.0,3,1,2,0.3527,0.0,3.773,Low
RING-009,109.2327755,-0.42701625,5.0,4,0,4,0.3691,0.0,3.709,Low
RING-006,109.23254012,-0.42913796,5.0,4,0,4,0.387,0.0,3.53,Low
RING-024,109.23208285,-0.42245378,5.0,4,0,4,0.3884,0.0,3.516,Low
RING-015,109.23213385,-0.42528209,5.0,4,0,4,0.389,0.0,3.51,Low
RING-005,109.23242262,-0.42953587,5.0,4,0,4,0.3935,0.0,3.465,Low
RING-017,109.2321806,-0.42465635,5.0,3,0,3,0.3709,0.0,2.841,Low
RING-001,109.23138548,-0.43113822,5.0,3,0,3,0.3798,0.0,2.752,Low
RING-003,109.23280024,-0.42987084,5.0,3,0,3,0.3811,0.0,2.739,Low
RING-016,109.23131967,-0.42511003,5.0,3,0,3,0.3814,0.0,2.736,Low
RING-022,109.23167036,-0.42307283,5.0,3,0,3,0.3826,0.0,2.724,Low
RING-025,109.23133846,-0.42237514,5.0,3,0,3,0.3854,0.0,2.696,Low
RING-013,109.23312957,-0.42620027,5.0,3,0,3,0.3869,0.0,2.681,Low
RING-027,109.23141511,-0.42167774,5.0,3,0,3,0.388,0.0,2.67,Low
RING-019,109.23200817,-0.42391467,5.0,3,0,3,0.3881,0.0,2.669,Low
RING-018,109.2320576,-0.42428088,5.0,3,0,3,0.3897,0.0,2.653,Low
RING-021,109.2313887,-0.42329256,5.0,3,0,3,0.39,0.0,2.65,Low
RING-014,109.2327225,-0.42534286,5.0,3,0,3,0.393,0.0,2.62,Low
RING-010,109.233144,-0.42671479,5.0,3,0,3,0.3951,0.0,2.599,Low
RING-023,109.23139233,-0.42276889,5.0,3,0,3,0.396,0.0,2.59,Low
RING-008,109.23252235,-0.42705399,5.0,3,0,3,0.3975,0.0,2.575,Low
