Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-043,109.23138663,-0.42172914,5.0,5,4,1,0.3348,5.62,7.902,Medium
RING-067,109.23187207,-0.42326837,5.0,5,4,1,0.3354,4.56,7.896,Medium
RING-040,109.23259288,-0.42230952,5.0,6,3,3,0.352,5.74,7.83,Medium
RING-046,109.23254751,-0.42392486,5.0,5,4,1,0.3474,5.48,7.776,Medium
RING-010,109.2321205,-0.43085014,5.0,5,4,1,0.3524,6.91,7.726,Medium
RING-065,109.23315559,-0.42681555,5.0,6,3,3,0.3645,4.33,7.705,Medium
RING-055,109.23297809,-0.42294642,5.0,5,3,2,0.332,4.84,7.18,Medium
RING-012,109.2330677,-0.42980558,5.0,4,4,0,0.324,9.48,7.16,Medium
RING-070,109.23291685,-0.42758878,5.0,4,4,0,0.336,4.87,7.04,Medium
RING-023,109.23191796,-0.42369041,5.0,5,3,2,0.3492,5.18,7.008,Medium
RING-027,109.23179957,-0.43076203,5.0,4,4,0,0.3415,7.08,6.985,Low
RING-017,109.23178252,-0.42973215,5.0,4,4,0,0.3432,8.79,6.968,Low
RING-045,109.2316286,-0.42504091,5.0,5,3,2,0.364,4.81,6.86,Low
RING-049,109.23192444,-0.42485406,5.0,4,4,0,0.355,6.23,6.85,Low
RING-009,109.23221283,-0.42762275,5.0,4,4,0,0.3575,7.95,6.825,Low
RING-030,109.23240478,-0.4270631,5.0,5,3,2,0.3706,5.17,6.794,Low
RING-047,109.23247558,-0.42263052,5.0,4,3,1,0.3273,5.79,6.378,Low
RING-082,109.23325471,-0.42264088,5.0,4,3,1,0.338,4.04,6.27,Low
RING-081,109.23214016,-0.42505586,5.0,5,2,3,0.355,3.97,6.2,Low
RING-014,109.2321117,-0.42991399,5.0,4,3,1,0.3538,7.19,6.113,Low
RING-034,109.23127503,-0.42136197,5.0,3,3,0,0.2717,8.36,6.083,Low
RING-053,109.23295296,-0.42629462,5.0,4,3,1,0.3837,4.71,5.813,Low
RING-038,109.23285436,-0.42787026,5.0,3,3,0,0.3003,6.2,5.797,Low
RING-058,109.23323422,-0.42734661,5.0,4,2,2,0.3263,4.95,5.638,Low
RING-002,109.23142839,-0.42900226,5.0,3,3,0,0.3217,10.89,5.583,Low
RING-052,109.23225535,-0.42463304,5.0,3,3,0,0.331,6.3,5.49,Low
RING-068,109.23332957,-0.42246388,5.0,3,3,0,0.3353,5.05,5.447,Low
RING-063,109.23276872,-0.42275346,5.0,4,2,2,0.3455,4.57,5.445,Low
RING-003,109.23180827,-0.42810167,5.0,3,3,0,0.336,10.63,5.44,Low
RING-076,109.23333898,-0.4265293,5.0,3,3,0,0.3403,4.71,5.397,Low
RING-021,109.23139584,-0.42208016,5.0,3,3,0,0.3407,9.15,5.393,Low
RING-041,109.23261832,-0.42826945,5.0,3,3,0,0.341,6.81,5.39,Low
RING-060,109.23161029,-0.42228443,5.0,4,2,2,0.3555,4.73,5.345,Low
RING-011,109.23227591,-0.43096569,5.0,3,3,0,0.346,9.57,5.34,Low
RING-016,109.23182765,-0.42254371,5.0,3,3,0,0.347,7.38,5.33,Low
RING-022,109.23350889,-0.42327251,5.0,3,3,0,0.351,6.7,5.29,Low
RING-039,109.23294716,-0.42200667,5.0,3,3,0,0.3533,7.46,5.267,Low
RING-037,109.23281041,-0.42824177,5.0,3,3,0,0.3553,6.59,5.247,Low
RING-069,109.23338571,-0.42775418,5.0,3,3,0,0.3577,4.73,5.223,Low
RING-059,109.2317839,-0.4285933,5.0,3,3,0,0.358,5.38,5.22,Low
RING-031,109.23209818,-0.4284624,5.0,3,3,0,0.3583,6.35,5.217,Low
RING-026,109.23196949,-0.42686568,5.0,3,3,0,0.3597,8.45,5.203,Low
RING-033,109.23286189,-0.42960727,5.0,3,3,0,0.36,5.85,5.2,Low
RING-015,109.23149358,-0.42739986,5.0,3,3,0,0.3603,7.21,5.197,Low
RING-056,109.23233419,-0.42358483,5.0,3,3,0,0.3623,5.53,5.177,Low
RING-032,109.23247437,-0.42648068,5.0,4,2,2,0.3897,5.66,5.003,Low
RING-072,109.23246278,-0.42426835,5.0,3,2,1,0.3073,4.24,4.977,Low
RING-024,109.23257989,-0.42545708,5.0,3,2,1,0.3177,6.08,4.873,Low
RING-064,109.23321435,-0.42945377,5.0,3,2,1,0.321,5.26,4.84,Low
RING-074,109.23223356,-0.42303258,5.0,3,2,1,0.3323,4.41,4.727,Low
RING-079,109.23160362,-0.42281962,5.0,3,2,1,0.3373,4.12,4.677,Low
RING-008,109.23211372,-0.43116279,5.0,3,2,1,0.3383,7.42,4.667,Low
RING-001,109.23236888,-0.4290058,5.0,3,2,1,0.349,8.19,4.56,Low
RING-080,109.23236032,-0.42318844,5.0,3,2,1,0.354,4.08,4.51,Low
RING-066,109.23191673,-0.42777283,5.0,3,2,1,0.3627,4.81,4.423,Low
RING-005,109.23336142,-0.42793067,5.0,3,2,1,0.3713,6.55,4.337,Low
RING-071,109.23306384,-0.42509231,5.0,3,2,1,0.3853,4.32,4.197,Low
RING-078,109.23289185,-0.42693478,5.0,3,1,2,0.3217,3.49,4.083,Low
RING-062,109.2319855,-0.42627413,5.0,3,2,1,0.3977,4.98,4.073,Low
RING-083,109.23301987,-0.43078681,5.0,3,1,2,0.3303,3.72,3.997,Low
RING-073,109.23286061,-0.42669724,5.0,3,1,2,0.3337,3.22,3.963,Low
RING-051,109.23279575,-0.42357514,5.0,3,1,2,0.3543,4.7,3.757,Low
RING-084,109.23219869,-0.4222704,5.0,3,1,2,0.4027,3.47,3.3,Low
