Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,Ring_ID,Distance_to_Center_m,Ring_Radius_m
1,109.23138468600368,-0.4311607770186453,0.0,0.3739214625432393,Abnormal,Abnormal,Monitor,D001A,RING-001,2.495,5.0
2,109.23144228133144,-0.4311564046505859,0.0,0.3854588998663761,Abnormal,Abnormal,Monitor,D001A,RING-001,6.635,5.0
27,109.23132948221938,-0.4310974723600168,0.0,0.3799472942061261,Abnormal,Abnormal,Monitor,D001A,RING-001,7.691,5.0
393,109.23233282481976,-0.4300677998720654,0.0,0.3978476021500384,Abnormal,Abnormal,Monitor,D001A,RING-002,17.749,5.0
394,109.23243369347568,-0.4300591846400569,0.0,0.3935054200253208,Abnormal,Abnormal,Monitor,D001A,RING-002,10.675,5.0
415,109.23247271576908,-0.4300059505090398,0.0,0.3898614215660926,Abnormal,Abnormal,Monitor,D001A,RING-002,4.906,5.0
438,109.23246109887748,-0.4298986556114696,0.0,0.3831785192029668,Abnormal,Abnormal,Monitor,D001A,RING-002,7.375,5.0
470,109.23251298609964,-0.4298379631152672,0.0,0.3997176299047885,Abnormal,Abnormal,Monitor,D001A,RING-002,15.449,5.0
439,109.23251918477696,-0.4299212051501868,0.0,0.3868952828119151,Abnormal,Abnormal,Monitor,D001A,RING-002,8.6,5.0
443,109.23280934109007,-0.4298822297264145,0.0,0.3650367828493856,Abnormal,Abnormal,Monitor,D001A,RING-003,1.616,5.0
471,109.23271387063208,-0.4298495496719671,0.0,0.3990464418643519,Abnormal,Abnormal,Monitor,D001A,RING-003,9.898,5.0
444,109.23287750123448,-0.4298807363371559,0.0,0.3793587905910009,Abnormal,Abnormal,Monitor,D001A,RING-003,8.67,5.0
483,109.23174901481164,-0.4297110767176115,0.0,0.3917846226166118,Abnormal,Abnormal,Monitor,D001A,RING-004,13.731,5.0
512,109.23170592763898,-0.4296676803052918,0.0,0.3983620846053012,Abnormal,Abnormal,Monitor,D001A,RING-004,7.791,5.0
539,109.231689363785,-0.429588565816964,0.0,0.3725235425785523,Abnormal,Abnormal,Monitor,D001A,RING-004,1.458,5.0
571,109.23171900667452,-0.4294986521271144,0.0,0.3908620414254186,Abnormal,Abnormal,Monitor,D001A,RING-004,11.157,5.0
538,109.231631503674,-0.4295217528094824,0.0,0.3865323617803649,Abnormal,Abnormal,Monitor,D001A,RING-004,11.251,5.0
545,109.23239550354378,-0.4295670317157066,0.0,0.3859224508644978,Abnormal,Abnormal,Monitor,D001A,RING-005,4.58,5.0
546,109.23245968024884,-0.4295403291931282,0.0,0.3954176626956233,Abnormal,Abnormal,Monitor,D001A,RING-005,4.155,5.0
547,109.23250600363292,-0.4295419369711757,0.0,0.3976658805287733,Abnormal,Abnormal,Monitor,D001A,RING-005,9.306,5.0
579,109.23232928998358,-0.429494201356476,0.0,0.3951092456554149,Abnormal,Abnormal,Monitor,D001A,RING-005,11.365,5.0
673,109.23252106239832,-0.4291892174060423,0.0,0.385154851663946,Abnormal,Abnormal,Monitor,D001A,RING-006,6.05,5.0
674,109.2325805603482,-0.4291806187208096,0.0,0.388722988740214,Abnormal,Abnormal,Monitor,D001A,RING-006,6.519,5.0
696,109.23254271805268,-0.4291375897668523,0.0,0.3781109421164343,Abnormal,Abnormal,Monitor,D001A,RING-006,0.293,5.0
715,109.23251612102123,-0.4290444309825958,0.0,0.3958516507294983,Abnormal,Abnormal,Monitor,D001A,RING-006,10.679,5.0
