Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-013,109.23178738,-0.42186161,5.0,9,4,5,0.3905,5.76,10.745,Medium
RING-005,109.23221688,-0.42413996,5.0,8,3,5,0.3942,4.69,9.108,Medium
RING-021,109.23343405,-0.4253729,5.0,7,3,4,0.3854,6.1,8.346,Medium
RING-020,109.2313667,-0.42248459,5.0,5,4,1,0.3631,7.3,7.619,Medium
RING-034,109.23285172,-0.42416108,5.0,8,1,7,0.4067,4.76,7.55,Medium
RING-033,109.23296432,-0.42292649,5.0,6,2,4,0.3995,4.53,6.605,Low
RING-027,109.23314088,-0.42882111,5.0,7,0,7,0.4119,6.2,5.95,Low
RING-041,109.23253528,-0.42326603,5.0,4,3,1,0.3839,4.16,5.811,Low
RING-019,109.23134895,-0.42678792,5.0,3,3,0,0.3664,6.95,5.136,Low
RING-022,109.23285436,-0.42787026,5.0,3,3,0,0.367,6.2,5.13,Low
RING-010,109.23136212,-0.4242146,5.0,3,3,0,0.368,8.11,5.12,Low
RING-046,109.23248958,-0.4242586,5.0,4,2,2,0.3804,4.15,5.096,Low
RING-025,109.23278456,-0.42984481,5.0,5,1,4,0.3937,6.32,5.063,Low
RING-029,109.23245294,-0.42265819,5.0,5,1,4,0.3972,5.1,5.028,Low
RING-026,109.2313854,-0.42173773,5.0,4,2,2,0.3889,5.95,5.011,Low
RING-049,109.23294585,-0.42530247,5.0,5,1,4,0.401,4.44,5.0,Low
RING-006,109.2330677,-0.42980558,5.0,4,2,2,0.3902,9.48,4.998,Low
RING-012,109.23257989,-0.42545708,5.0,3,3,0,0.3806,6.08,4.994,Low
RING-001,109.23142839,-0.42900226,5.0,3,3,0,0.3824,10.89,4.976,Low
RING-036,109.23323422,-0.42734661,5.0,4,2,2,0.3925,4.95,4.975,Low
RING-018,109.23127503,-0.42136197,5.0,3,2,1,0.3384,8.36,4.666,Low
RING-055,109.2318111,-0.42288553,5.0,3,2,1,0.3773,3.72,4.277,Low
RING-039,109.23272733,-0.42276839,5.0,5,0,5,0.4098,4.34,4.25,Low
RING-023,109.23256692,-0.42232028,5.0,5,0,5,0.4075,6.09,4.25,Low
RING-016,109.23206819,-0.42592162,5.0,5,0,5,0.4082,6.79,4.25,Low
RING-040,109.23321435,-0.42945377,5.0,3,2,1,0.3823,5.26,4.227,Low
RING-028,109.23227885,-0.42594985,5.0,3,2,1,0.389,4.03,4.16,Low
RING-043,109.23291685,-0.42758878,5.0,4,1,3,0.3997,4.87,4.153,Low
RING-047,109.23285901,-0.42667293,5.0,4,1,3,0.4064,3.35,4.15,Low
RING-053,109.23325471,-0.42264088,5.0,4,1,3,0.4019,4.04,4.15,Low
RING-052,109.23215132,-0.42504176,5.0,4,1,3,0.4077,3.99,4.15,Low
RING-030,109.23289421,-0.42447448,5.0,4,1,3,0.4007,5.2,4.15,Low
RING-035,109.23289123,-0.4237472,5.0,4,1,3,0.4091,5.59,4.15,Low
RING-009,109.23310419,-0.42786519,5.0,4,1,3,0.4038,7.15,4.15,Low
RING-015,109.23135113,-0.42776577,5.0,4,1,3,0.4089,8.16,4.15,Low
RING-038,109.23320134,-0.42546928,5.0,3,2,1,0.3981,4.54,4.069,Low
RING-002,109.23180827,-0.42810167,5.0,3,2,1,0.4005,10.63,4.05,Low
RING-024,109.23135907,-0.42578415,5.0,3,1,2,0.3891,8.08,3.409,Low
RING-044,109.23316897,-0.42396656,5.0,4,0,4,0.4111,3.96,3.4,Low
RING-003,109.23151904,-0.42606268,5.0,4,0,4,0.4093,7.88,3.4,Low
RING-054,109.23301987,-0.43078681,5.0,3,1,2,0.3943,3.72,3.357,Low
RING-048,109.23223356,-0.42303258,5.0,3,1,2,0.3944,4.41,3.356,Low
RING-014,109.23177278,-0.43074507,5.0,3,1,2,0.3948,7.43,3.352,Low
RING-045,109.23300119,-0.42737745,5.0,3,1,2,0.3955,4.14,3.345,Low
RING-057,109.23274916,-0.42701839,5.0,3,1,2,0.3965,3.1,3.335,Low
RING-007,109.23145032,-0.42477452,5.0,3,1,2,0.3968,9.39,3.332,Low
RING-042,109.23179053,-0.42446308,5.0,3,1,2,0.4096,4.99,3.3,Low
RING-050,109.23333898,-0.4265293,5.0,3,1,2,0.4022,4.71,3.3,Low
RING-011,109.23139584,-0.42208016,5.0,3,1,2,0.4035,9.15,3.3,Low
RING-051,109.23160362,-0.42281962,5.0,3,1,2,0.4019,4.12,3.3,Low
RING-017,109.23209818,-0.4284624,5.0,3,0,3,0.4129,6.35,2.55,Low
RING-004,109.23216456,-0.43080771,5.0,3,0,3,0.4115,8.59,2.55,Low
RING-008,109.23182765,-0.42254371,5.0,3,0,3,0.4094,7.38,2.55,Low
RING-037,109.23158068,-0.42227794,5.0,3,0,3,0.4086,5.2,2.55,Low
RING-032,109.23298931,-0.42627587,5.0,3,0,3,0.412,5.56,2.55,Low
RING-031,109.23191561,-0.42484336,5.0,3,0,3,0.4116,6.26,2.55,Low
RING-056,109.23315742,-0.42568675,5.0,3,0,3,0.416,3.24,2.55,Low
