DIVISI,BLOK_B,Blok,T_TANAM,N_BARIS,N_POKOK,OBJECTID,NDRE125,KlassNDRE12025,NDRE2_26,KLASSNDRE2_26,Ket,Longitude_SR,Latitude_SR,Drone_TreeID,Drone_Lon,Drone_Lat,Drone_Height_m,NDRE_Drone_Rel,NDRE_Drone_Abs,HS_Drone_Rel,HS_Drone_Abs
AME II,D001A,D01,2009,1,25,153797,0.440682419954,Stres Sedang,0.44305260908076954,Stres Sedang,Pokok Utama,109.23339668686114,-0.43114859084509,112,109.23336607,-0.43115012,11.54,0.432,0.432,Healthy,Moderate
AME II,D001A,D01,2009,2,4,153645,0.443343561998,Stres Sedang,0.44779182390661665,Stres Sedang,Pokok Utama,109.23148798303829,-0.4310609505095355,98,109.23150307,-0.43107372,11.77,0.497,0.497,Healthy,Good
AME II,D001A,D01,2009,2,6,153664,0.392503964671,Stres Berat,0.4261449110445318,Stres Sedang,Pokok Utama,109.23155244464414,-0.4311036972381059,4,109.23156055,-0.43110312,13.73,0.478,0.478,Healthy,Good
AME II,D001A,D01,2009,2,8,153698,0.453290328087,Stres Sedang,0.40552496145336103,Stres Sedang,Pokok Utama,109.23179588116223,-0.43107568478096786,159,109.23182959,-0.43106566,11.12,0.383,0.383,Healthy,Critical
AME II,D001A,D01,2009,2,10,153705,0.460617822757,Stres Sedang,0.4725433198387864,Stres Sedang,Pokok Utama,109.23193738041442,-0.43109393764642695,506,109.23196522,-0.43110277,9.14,0.472,0.472,Healthy,Good
AME II,D001A,D01,2009,2,12,153707,0.416730705214,Stres Sedang,0.43913651447319063,Stres Sedang,Pokok Utama,109.23197595616419,-0.431119149431248,506,109.23196522,-0.43110277,9.14,0.472,0.472,Healthy,Good
AME II,D001A,D01,2009,2,13,153710,0.47365233563,Stres Sedang,0.45807006803715866,Stres Sedang,Pokok Utama,109.23208843614027,-0.4311170632918697,2625,109.23211748,-0.43109738,3.76,0.455,0.455,Abnormal,Moderate
AME II,D001A,D01,2009,2,14,153711,0.422184120814,Stres Sedang,0.39836378597432553,Stres Berat,Pokok Utama,109.23210285945842,-0.4310672814776587,2625,109.23211748,-0.43109738,3.76,0.455,0.455,Abnormal,Moderate
AME II,D001A,D01,2009,2,15,153723,0.473211065937,Stres Sedang,0.45597406733745277,Stres Sedang,Pokok Utama,109.2321375790086,-0.4311116734133128,2625,109.23211748,-0.43109738,3.76,0.455,0.455,Abnormal,Moderate
AME II,D001A,D01,2009,2,16,153724,0.485977509931,Stres Sedang,0.46089722964769375,Stres Sedang,Pokok Utama,109.23216740387463,-0.43108603632093767,1524,109.23218306,-0.43110146,5.51,0.52,0.52,Healthy,Good
AME II,D001A,D01,2009,2,20,153739,0.439184828529,Stres Sedang,0.43264065115267314,Stres Sedang,Pokok Utama,109.23235026522538,-0.4310677173072294,51,109.23235103,-0.43108929,12.39,0.429,0.429,Healthy,Sub-Optimal
AME II,D001A,D01,2009,2,21,153738,0.430766008642,Stres Sedang,0.4304880580940012,Stres Sedang,Pokok Utama,109.23239494555163,-0.4311088262633581,22,109.23242603,-0.43112322,13.03,0.429,0.429,Healthy,Sub-Optimal
AME II,D001A,D01,2009,2,23,153766,0.430180879175,Stres Sedang,0.44675470167966375,Stres Sedang,Pokok Utama,109.23252569537192,-0.43107595667234744,57,109.23252485,-0.43109069,12.27,0.489,0.489,Healthy,Good
AME II,D001A,D01,2009,2,24,153765,0.434742578691,Stres Sedang,0.4481033857072796,Stres Sedang,Pokok Utama,109.23256889235458,-0.4310716505560361,1120,109.23256573,-0.43106357,6.81,0.408,0.408,Healthy,Sub-Optimal
AME II,D001A,D01,2009,2,27,130104,0.477404740454,Stres Sedang,0.4829953350641348,Stres Sedang,Pokok Utama,109.2328675154636,-0.4310732404675155,21,109.23290078,-0.43107676,13.07,0.585,0.585,Healthy,Good
AME II,D001A,D01,2009,2,32,153807,0.450448786503,Stres Sedang,0.4365378931491044,Stres Sedang,Pokok Utama,109.23323493188074,-0.4311131244662605,40,109.23321381,-0.43112567,12.54,0.474,0.474,Healthy,Good
AME II,D001A,D01,2009,2,33,153805,0.471993899878,Stres Sedang,0.4357654136938376,Stres Sedang,Pokok Utama,109.23330413312847,-0.43110002469747677,53,109.23328479,-0.43107369,12.34,0.395,0.395,Healthy,Sub-Optimal
AME II,D001A,D01,2009,2,34,153803,0.457951575867,Stres Sedang,0.45361869716185926,Stres Sedang,Pokok Utama,109.23336937685941,-0.43108580267304447,279,109.23334812,-0.43106601,10.32,0.46,0.46,Healthy,Good
AME II,D001A,D01,2009,2,36,153801,0.454356193128,Stres Sedang,0.49359383769467524,Stres Sedang,Pokok Utama,109.23346628743177,-0.4310827299003002,257,109.23346534,-0.43106242,10.47,0.422,0.422,Healthy,Sub-Optimal
AME II,D001A,D01,2009,3,7,153699,0.441077823306,Stres Sedang,0.4445328191213165,Stres Sedang,Pokok Utama,109.23182191140586,-0.43096969366932225,1853,109.23184983,-0.43097117,4.83,0.459,0.459,Healthy,Moderate
AME II,D001A,D01,2009,3,8,153701,0.37624078717,Stres Berat,0.37902433598706986,Stres Berat,Pokok Utama,109.23190937160392,-0.43097657320812915,1806,109.23189878,-0.43096801,4.92,0.402,0.402,Healthy,Sub-Optimal
AME II,D001A,D01,2009,3,9,153712,0.426428665539,Stres Sedang,0.42615470149716755,Stres Sedang,Pokok Utama,109.23201710773853,-0.4309592313609949,1720,109.23201108,-0.43092599,5.1,0.459,0.459,Healthy,Moderate
AME II,D001A,D01,2009,3,10,153721,0.418275868374,Stres Sedang,0.4305430413543552,Stres Sedang,Pokok Utama,109.23204730693254,-0.4310203490239568,1381,109.23201914,-0.43101054,5.9,0.457,0.457,Healthy,Moderate
AME II,D001A,D01,2009,3,13,153740,0.401052434289,Stres Sedang,0.40134202559133697,Stres Sedang,Pokok Utama,109.23229068897926,-0.4309795081560382,226,109.23227785,-0.43098709,10.64,0.531,0.531,Healthy,Good
AME II,D001A,D01,2009,3,19,130107,0.453129710515,Stres Sedang,0.46671692988466557,Stres Sedang,Pokok Utama,109.23267810660715,-0.4310096114207854,2060,109.23270497,-0.4310003,4.49,0.488,0.488,Healthy,Good
AME II,D001A,D01,2009,3,21,130118,0.458859685387,Stres Sedang,0.4238632570620021,Stres Sedang,Pokok Utama,109.23275962334047,-0.4310227898079184,2649,109.23274135,-0.43101026,3.72,0.481,0.481,Abnormal,Good
AME II,D001A,D01,2009,3,22,130119,0.509927219303,Stres Ringan,0.4783025235743136,Stres Sedang,Pokok Utama,109.23277083909989,-0.43096450230449546,1275,109.23279706,-0.43095647,6.24,0.474,0.474,Healthy,Good
AME II,D001A,D01,2009,3,23,130130,0.418700771879,Stres Sedang,0.42492865010764463,Stres Sedang,Pokok Utama,109.23286744728871,-0.4309637372312034,1228,109.23289092,-0.43097096,6.41,0.528,0.528,Healthy,Good
AME II,D001A,D01,2009,3,25,130154,0.401494924655,Stres Sedang,0.43189486819127676,Stres Sedang,Pokok Utama,109.23301439400196,-0.4309457489039958,218,109.23302431,-0.43097913,10.68,0.42,0.42,Healthy,Sub-Optimal
AME II,D001A,D01,2009,3,27,130155,0.454072966807,Stres Sedang,0.49601529945434036,Stres Sedang,Pokok Utama,109.23313721619236,-0.4309771223652504,3,109.2331649,-0.43096559,14.06,0.447,0.447,Healthy,Moderate
AME II,D001A,D01,2009,3,28,130163,0.406153045797,Stres Sedang,0.40901115093948176,Stres Sedang,Pokok Utama,109.23320836251112,-0.4309626240984257,7,109.23320083,-0.43096877,13.55,0.454,0.454,Healthy,Moderate
AME II,D001A,D01,2009,3,32,130185,0.433978497243,Stres Sedang,0.48882788986280407,Stres Sedang,Pokok Utama,109.23345322144942,-0.4309802924904749,1825,109.23348333,-0.43097742,4.88,0.512,0.512,Healthy,Good
AME II,D001A,D01,2009,3,33,130183,0.424328178459,Stres Sedang,0.4526724799975261,Stres Sedang,Pokok Utama,109.23351576738258,-0.430971252361445,1825,109.23348333,-0.43097742,4.88,0.512,0.512,Healthy,Good
AME II,D001A,D01,2009,4,4,153662,0.463078669778,Stres Sedang,0.4732341331598347,Stres Sedang,Pokok Utama,109.23154809778822,-0.43088232972205764,128,109.23154489,-0.4308576,11.42,0.519,0.519,Healthy,Good
AME II,D001A,D01,2009,4,5,153669,0.441763650899,Stres Sedang,0.4048180867237254,Stres Sedang,Pokok Utama,109.23164413198965,-0.4309124119100795,1135,109.2316612,-0.4309241,6.75,0.43,0.43,Healthy,Moderate
AME II,D001A,D01,2009,4,10,153726,0.458132353008,Stres Sedang,0.4268985694056159,Stres Sedang,Pokok Utama,109.23212621625015,-0.43091542014287887,2673,109.23209777,-0.43090159,3.69,0.495,0.495,Abnormal,Good
AME II,D001A,D01,2009,4,11,153741,0.451989275641,Stres Sedang,0.44212015888367134,Stres Sedang,Pokok Utama,109.23228482343073,-0.4309048335196981,638,109.23228819,-0.43093917,8.59,0.512,0.512,Healthy,Good
AME II,D001A,D01,2009,4,12,153759,0.426937548098,Stres Sedang,0.44031053688572624,Stres Sedang,Pokok Utama,109.23234567007023,-0.4308868232798594,386,109.23234524,-0.43090662,9.67,0.447,0.447,Healthy,Moderate
AME II,D001A,D01,2009,4,15,130116,0.441451617347,Stres Sedang,0.4485928512339552,Stres Sedang,Pokok Utama,109.23268454823784,-0.43087652472976123,607,109.23269018,-0.43089088,8.71,0.493,0.493,Healthy,Good
AME II,D001A,D01,2009,4,16,130120,0.4933768451,Stres Sedang,0.48800023336007076,Stres Sedang,Pokok Utama,109.23275469771232,-0.43087651669994453,2968,109.23277956,-0.43088909,3.28,0.575,0.575,Abnormal,Good
AME II,D001A,D01,2009,4,17,130132,0.474283250053,Stres Sedang,0.4537941034685071,Stres Sedang,Pokok Utama,109.2327948420277,-0.43087762841584365,2968,109.23277956,-0.43088909,3.28,0.575,0.575,Abnormal,Good
AME II,D001A,D01,2009,4,19,130140,0.43033848707,Stres Sedang,0.44621201784940095,Stres Sedang,Pokok Utama,109.23291795306153,-0.43087948746983173,1175,109.23292372,-0.43090902,6.61,0.535,0.535,Healthy,Good
AME II,D001A,D01,2009,4,21,130164,0.436681586619,Stres Sedang,0.47263616168980427,Stres Sedang,Pokok Utama,109.2331380121422,-0.43087932002472185,253,109.23315054,-0.43090139,10.47,0.496,0.496,Healthy,Good
AME II,D001A,D01,2009,5,2,153648,0.455760181375,Stres Sedang,0.44556051506111477,Stres Sedang,Pokok Utama,109.2314934120024,-0.43080859321756426,177,109.23152155,-0.43081238,11.01,0.576,0.576,Healthy,Good
AME II,D001A,D01,2009,5,3,153649,0.471740248349,Stres Sedang,0.45557572200174556,Stres Sedang,Pokok Utama,109.23155177595656,-0.43079769560929726,142,109.23155119,-0.43079024,11.25,0.459,0.459,Healthy,Moderate
AME II,D001A,D01,2009,5,4,153661,0.450720917029,Stres Sedang,0.4376093389376322,Stres Sedang,Pokok Utama,109.23158146819078,-0.43084076608041816,29,109.23160598,-0.43084089,12.86,0.506,0.506,Healthy,Good
AME II,D001A,D01,2009,5,7,153688,0.426084316362,Stres Sedang,0.4245710200159015,Stres Sedang,Pokok Utama,109.23183388436217,-0.43085316691964753,1449,109.23180989,-0.43083687,5.67,0.414,0.414,Healthy,Sub-Optimal
AME II,D001A,D01,2009,5,8,153689,0.405834811088,Stres Sedang,0.41106131562016723,Stres Sedang,Pokok Utama,109.2319076805284,-0.43086203000080575,1658,109.23189072,-0.43089341,5.19,0.447,0.447,Healthy,Moderate
AME II,D001A,D01,2009,5,9,153715,0.445370520843,Stres Sedang,0.4514693697353174,Stres Sedang,Pokok Utama,109.23199435843026,-0.43081785815131013,1406,109.2319617,-0.43080797,5.83,0.443,0.443,Healthy,Moderate
AME II,D001A,D01,2009,5,10,153727,0.460157596107,Stres Sedang,0.42311445899525474,Stres Sedang,Pokok Utama,109.23213352028337,-0.430848301281942,1118,109.23212787,-0.43083106,6.82,0.443,0.443,Healthy,Moderate
AME II,D001A,D01,2009,5,11,153742,0.471354277468,Stres Sedang,0.42645473672162665,Stres Sedang,Pokok Utama,109.2322501355345,-0.43085168528048123,722,109.23222488,-0.43085641,8.23,0.365,0.365,Suspect,Critical
AME II,D001A,D01,2009,5,12,153760,0.4649712957,Stres Sedang,0.453091768341927,Stres Sedang,Pokok Utama,109.23230099791799,-0.4308453164409279,378,109.23231786,-0.43083156,9.69,0.469,0.469,Healthy,Good
AME II,D001A,D01,2009,5,13,153782,0.423678518762,Stres Sedang,0.4556402993829627,Stres Sedang,Pokok Utama,109.23244751646082,-0.4308608765545368,579,109.23246562,-0.43083928,8.83,0.445,0.445,Healthy,Moderate
AME II,D001A,D01,2009,5,16,130141,0.441205327352,Stres Sedang,0.4728260089475852,Stres Sedang,Pokok Utama,109.23287901003813,-0.43082636715953393,700,109.2328932,-0.43082265,8.32,0.456,0.456,Healthy,Moderate
AME II,D001A,D01,2009,5,18,327110,0.449649311341,Stres Sedang,0.4997391214557372,Stres Sedang,Tamb,109.23303343191891,-0.4308054822920933,2511,109.23302884,-0.43083218,3.9,0.538,0.538,Healthy,Good
AME II,D001A,D01,2009,5,20,130174,0.443547071843,Stres Sedang,0.46618898604009246,Stres Sedang,Pokok Utama,109.23321080201923,-0.4307919339189096,694,109.233235,-0.43079244,8.33,0.477,0.477,Healthy,Good
AME II,D001A,D01,2009,5,21,130192,0.473265653464,Stres Sedang,0.4607676002704428,Stres Sedang,Pokok Utama,109.23326425510315,-0.4307930821970989,694,109.233235,-0.43079244,8.33,0.477,0.477,Healthy,Good
AME II,D001A,D01,2009,5,24,130196,0.422193058736,Stres Sedang,0.4582165917166358,Stres Sedang,Pokok Utama,109.23351841764698,-0.43081760008211856,1195,109.23350358,-0.43082099,6.52,0.451,0.451,Healthy,Moderate
AME II,D001A,D01,2009,6,2,153602,0.436310222168,Stres Sedang,0.4333458906487347,Stres Sedang,Pokok Utama,109.23144615691764,-0.43069884030271144,499,109.23142322,-0.43068305,9.17,0.503,0.503,Healthy,Good
AME II,D001A,D01,2009,6,3,153604,0.433971375604,Stres Sedang,0.42696182845626446,Stres Sedang,Pokok Utama,109.23150741525919,-0.43072228224017095,201,109.23149373,-0.43070024,10.76,0.42,0.42,Healthy,Sub-Optimal
AME II,D001A,D01,2009,6,6,153673,0.429986037052,Stres Sedang,0.4079835960963884,Stres Sedang,Pokok Utama,109.2317989056249,-0.4307563464952114,580,109.23177757,-0.43073784,8.83,0.365,0.365,Suspect,Critical
AME II,D001A,D01,2009,6,7,153674,0.458202919866,Stres Sedang,0.4553520321272887,Stres Sedang,Pokok Utama,109.23183661044702,-0.4307408854921398,717,109.23182967,-0.43072474,8.25,0.488,0.488,Healthy,Good
AME II,D001A,D01,2009,6,8,153691,0.458458753789,Stres Sedang,0.4463504372042219,Stres Sedang,Pokok Utama,109.2319148485634,-0.43071853507371294,802,109.2319478,-0.43071165,7.87,0.515,0.515,Healthy,Good
AME II,D001A,D01,2009,6,9,153690,0.477508535401,Stres Sedang,0.4577462756494018,Stres Sedang,Pokok Utama,109.23194986083706,-0.4307829057073246,1406,109.2319617,-0.43080797,5.83,0.443,0.443,Healthy,Moderate
AME II,D001A,D01,2009,6,11,153728,0.43223553663,Stres Sedang,0.41579012478488137,Stres Sedang,Pokok Utama,109.23211870361885,-0.43075742497821845,205,109.23214092,-0.43073566,10.72,0.479,0.479,Healthy,Good
AME II,D001A,D01,2009,6,13,153761,0.468670423162,Stres Sedang,0.42805891668832335,Stres Sedang,Pokok Utama,109.23224363929116,-0.43074628880249843,207,109.23225231,-0.43073343,10.72,0.436,0.436,Healthy,Moderate
AME II,D001A,D01,2009,6,15,153783,0.433619507326,Stres Sedang,0.4534403319652374,Stres Sedang,Pokok Utama,109.23244664884778,-0.4307395576049857,908,109.23246744,-0.43076061,7.52,0.517,0.517,Healthy,Good
AME II,D001A,D01,2009,6,16,130111,0.421332289563,Stres Sedang,0.42474592479098694,Stres Sedang,Pokok Utama,109.23249733012669,-0.4307628894666451,908,109.23246744,-0.43076061,7.52,0.517,0.517,Healthy,Good
AME II,D001A,D01,2009,6,18,130122,0.402426849448,Stres Sedang,0.4237286729666476,Stres Sedang,Pokok Utama,109.2326512247556,-0.43078070299530896,678,109.232639,-0.43079546,8.4,0.539,0.539,Healthy,Good
AME II,D001A,D01,2009,6,19,130133,0.471806550826,Stres Sedang,0.4707790728313071,Stres Sedang,Pokok Utama,109.23273724143588,-0.4307721503419018,1402,109.23276162,-0.43076927,5.84,0.469,0.469,Healthy,Good
AME II,D001A,D01,2009,6,20,130142,0.420872739441,Stres Sedang,0.42842131105362297,Stres Sedang,Pokok Utama,109.23284353287376,-0.4307600991718216,416,109.23287435,-0.43076206,9.53,0.41,0.41,Healthy,Sub-Optimal
AME II,D001A,D01,2009,6,22,130157,0.451966730827,Stres Sedang,0.479242997989394,Stres Sedang,Pokok Utama,109.23300120548409,-0.4307786551028783,3181,109.23297765,-0.43076706,2.99,0.551,0.551,Abnormal,Good
AME II,D001A,D01,2009,6,23,130166,0.434597097148,Stres Sedang,0.4837088554452818,Stres Sedang,Pokok Utama,109.23306865189802,-0.4307482258563818,2220,109.23305311,-0.4307612,4.26,0.41,0.41,Healthy,Sub-Optimal
AME II,D001A,D01,2009,6,25,130201,0.423189492456,Stres Sedang,0.46125656151621236,Stres Sedang,Pokok Utama,109.23337834834723,-0.430760224037933,2559,109.23340074,-0.43074952,3.84,0.459,0.459,Abnormal,Moderate
AME II,D001A,D01,2009,6,26,130197,0.42048387261,Stres Sedang,0.4577732353356376,Stres Sedang,Pokok Utama,109.23348555896906,-0.4307355255562326,379,109.23351123,-0.43073282,9.69,0.424,0.424,Healthy,Sub-Optimal
AME II,D001A,D01,2009,7,5,153675,0.460069815007,Stres Sedang,0.4604895369669136,Stres Sedang,Pokok Utama,109.23186073942244,-0.43068387699740823,561,109.23186696,-0.43070892,8.93,0.505,0.505,Healthy,Good
AME II,D001A,D01,2009,7,6,153692,0.45924477757,Stres Sedang,0.47737459627178697,Stres Sedang,Pokok Utama,109.23193372675594,-0.43066715369575365,199,109.23190918,-0.43066372,10.79,0.551,0.551,Healthy,Good
AME II,D001A,D01,2009,7,9,153771,0.453308670567,Stres Sedang,0.47051271896462543,Stres Sedang,Pokok Utama,109.23232088680118,-0.430684226825134,228,109.23235652,-0.43068372,10.62,0.51,0.51,Healthy,Good
AME II,D001A,D01,2009,7,10,153652,0.448246188255,Stres Sedang,0.474825378411167,Stres Sedang,Pokok Utama,109.23236908261396,-0.4306839568440435,228,109.23235652,-0.43068372,10.62,0.51,0.51,Healthy,Good
AME II,D001A,D01,2009,7,11,130112,0.41806011124,Stres Sedang,0.440372505833184,Stres Sedang,Pokok Utama,109.23247796232602,-0.4306819430791953,2488,109.23250114,-0.4306729,3.92,0.423,0.423,Abnormal,Sub-Optimal
AME II,D001A,D01,2009,7,13,130123,0.422787882805,Stres Sedang,0.41208490531900516,Stres Sedang,Pokok Utama,109.23263398345016,-0.4306828874258929,1829,109.2326224,-0.43069056,4.87,0.412,0.412,Healthy,Sub-Optimal
AME II,D001A,D01,2009,7,16,130151,0.404980339851,Stres Sedang,0.43315402997367264,Stres Sedang,Pokok Utama,109.23288664446227,-0.4306975824759655,817,109.23289143,-0.4306965,7.81,0.418,0.418,Healthy,Sub-Optimal
AME II,D001A,D01,2009,7,18,130167,0.420480541702,Stres Sedang,0.4553381345825843,Stres Sedang,Pokok Utama,109.2330101366548,-0.43068258911177104,1605,109.23298711,-0.43066216,5.31,0.431,0.431,Healthy,Moderate
AME II,D001A,D01,2009,7,19,130175,0.429640283644,Stres Sedang,0.4684848611702581,Stres Sedang,Pokok Utama,109.23314336007218,-0.43070546729663545,321,109.23314025,-0.43072233,10.07,0.5,0.5,Healthy,Good
AME II,D001A,D01,2009,7,20,130193,0.404206693022,Stres Sedang,0.4307747241412023,Stres Sedang,Pokok Utama,109.23322343780335,-0.4306874199261612,649,109.23320493,-0.43068437,8.54,0.444,0.444,Healthy,Moderate
AME II,D001A,D01,2009,7,21,130202,0.414175538417,Stres Sedang,0.42946119400899996,Stres Sedang,Pokok Utama,109.2333495270826,-0.43066780257939713,1016,109.2333545,-0.43065863,7.18,0.501,0.501,Healthy,Good
AME II,D001A,D01,2009,7,22,130199,0.45831464066,Stres Sedang,0.47781355012533866,Stres Sedang,Pokok Utama,109.23345879337292,-0.4306841425212024,954,109.23347172,-0.43069438,7.4,0.592,0.592,Healthy,Good
AME II,D001A,D01,2009,8,3,153616,0.470438998118,Stres Sedang,0.45059820050233834,Stres Sedang,Pokok Utama,109.23161160264485,-0.4305358839262974,6,109.23159033,-0.43051443,13.69,0.442,0.442,Healthy,Moderate
AME II,D001A,D01,2009,8,4,153631,0.500981235503,Stres Ringan,0.4588009773218045,Stres Sedang,Pokok Utama,109.23167870882185,-0.4305511107810429,11,109.23164647,-0.43055424,13.43,0.447,0.447,Healthy,Moderate
AME II,D001A,D01,2009,8,5,153654,0.459503107554,Stres Sedang,0.4186970441100689,Stres Sedang,Pokok Utama,109.23171801011773,-0.4305930142388373,304,109.23173898,-0.43058817,10.14,0.437,0.437,Healthy,Moderate
AME II,D001A,D01,2009,8,7,153676,0.465824247587,Stres Sedang,0.4760848423929792,Stres Sedang,Pokok Utama,109.23189611593746,-0.43063720724570265,199,109.23190918,-0.43066372,10.79,0.551,0.551,Healthy,Good
AME II,D001A,D01,2009,8,8,153693,0.423274653446,Stres Sedang,0.4366149256492399,Stres Sedang,Pokok Utama,109.23196383269757,-0.43063403450970716,581,109.23196623,-0.43065017,8.82,0.458,0.458,Healthy,Moderate
AME II,D001A,D01,2009,8,9,153718,0.480814258812,Stres Sedang,0.4757275769660423,Stres Sedang,Pokok Utama,109.2320529244681,-0.4306512577653983,388,109.23204663,-0.4306312,9.66,0.426,0.426,Healthy,Sub-Optimal
AME II,D001A,D01,2009,8,10,153730,0.513208241114,Stres Ringan,0.467055020013729,Stres Sedang,Pokok Utama,109.23212692942664,-0.4306194654852292,184,109.23215353,-0.43060273,10.89,0.479,0.479,Healthy,Good
AME II,D001A,D01,2009,8,11,153745,0.492967102342,Stres Sedang,0.46911960832163274,Stres Sedang,Pokok Utama,109.23216153455537,-0.4306224984411908,184,109.23215353,-0.43060273,10.89,0.479,0.479,Healthy,Good
AME II,D001A,D01,2009,8,13,153772,0.455761093975,Stres Sedang,0.4613545385837984,Stres Sedang,Pokok Utama,109.23235825188192,-0.43063456520364,90,109.23235024,-0.43064754,11.84,0.488,0.488,Healthy,Good
AME II,D001A,D01,2009,8,17,130135,0.43768834894,Stres Sedang,0.44458783607558755,Stres Sedang,Pokok Utama,109.2327059485079,-0.4306196920148663,3017,109.23268844,-0.43065079,3.21,0.398,0.398,Abnormal,Sub-Optimal
AME II,D001A,D01,2009,8,18,130144,0.45949632481,Stres Sedang,0.4532518828728064,Stres Sedang,Pokok Utama,109.2327596632968,-0.4306116327934814,1742,109.23276434,-0.43064493,5.05,0.47,0.47,Healthy,Good
AME II,D001A,D01,2009,8,19,130150,0.420665757489,Stres Sedang,0.42171405434572706,Stres Sedang,Pokok Utama,109.23284767068138,-0.43060248828013736,3077,109.23286631,-0.43058617,3.13,0.416,0.416,Abnormal,Sub-Optimal
AME II,D001A,D01,2009,8,21,130168,0.445657854248,Stres Sedang,0.47219065237396324,Stres Sedang,Pokok Utama,109.23299299823611,-0.4305943175079137,1022,109.23297814,-0.43061966,7.16,0.545,0.545,Healthy,Good
AME II,D001A,D01,2009,8,22,153865,0.395672802066,Stres Berat,0.44837531173386824,Stres Sedang,Pokok Utama,109.23304914671066,-0.4306046106703783,575,109.23302395,-0.43060972,8.86,0.455,0.455,Healthy,Moderate
AME II,D001A,D01,2009,8,24,130195,0.419889956388,Stres Sedang,0.43051056220187794,Stres Sedang,Pokok Utama,109.23316806038663,-0.4306249118778508,225,109.23314566,-0.43061879,10.64,0.423,0.423,Healthy,Sub-Optimal
AME II,D001A,D01,2009,8,26,130203,0.470211271236,Stres Sedang,0.4664559468734436,Stres Sedang,Pokok Utama,109.2333194516537,-0.4306034538565221,627,109.23330286,-0.43062471,8.65,0.496,0.496,Healthy,Good
AME II,D001A,D01,2009,9,3,153630,0.503119774232,Stres Ringan,0.47274441082007035,Stres Sedang,Pokok Utama,109.23167436111632,-0.43050079467258945,17,109.23165591,-0.4305036,13.17,0.473,0.473,Healthy,Good
AME II,D001A,D01,2009,9,6,153677,0.415258881051,Stres Sedang,0.4423666635390441,Stres Sedang,Pokok Utama,109.23188768662011,-0.4305317795908489,173,109.23189035,-0.43053169,11.04,0.428,0.428,Healthy,Sub-Optimal
AME II,D001A,D01,2009,9,8,153719,0.458165828213,Stres Sedang,0.46654305042018396,Stres Sedang,Pokok Utama,109.23208214706843,-0.43053775990085147,31,109.23211672,-0.43053038,12.77,0.455,0.455,Healthy,Moderate
AME II,D001A,D01,2009,9,10,153731,0.480126468853,Stres Sedang,0.47133127638696726,Stres Sedang,Pokok Utama,109.2321199670464,-0.4305332363929894,31,109.23211672,-0.43053038,12.77,0.455,0.455,Healthy,Moderate
