Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Reclassified,Was_TBM
1,109.23236679,-0.42899359,14.16,0.51,TM,Healthy,,D001A,0.51,Healthy,Good,None,D01,original,False
2,109.23154937,-0.42700756,14.11,0.462,TM,Healthy,,D001A,0.462,Healthy,Good,None,D01,original,False
3,109.2331649,-0.43096559,14.06,0.447,TM,Healthy,,D001A,0.447,Normal,Moderate,Routine,D01,original,False
4,109.23156055,-0.43110312,13.73,0.478,TM,Healthy,,D001A,0.478,Healthy,Good,None,D01,original,False
5,109.23153688,-0.42857561,13.7,0.585,TM,Healthy,,D001A,0.585,Healthy,Good,None,D01,original,False
6,109.23159033,-0.43051443,13.69,0.442,TM,Healthy,,D001A,0.442,Normal,Moderate,Routine,D01,original,False
7,109.23320083,-0.43096877,13.55,0.454,TM,Healthy,,D001A,0.454,Normal,Moderate,Routine,D01,original,False
8,109.23354729,-0.42824284,13.55,0.364,TM,Suspect,Circle_5m,D001A,0.364,Suspect,Critical,Priority Survey,D01,original,False
9,109.23154352,-0.43096069,13.53,0.364,TM,Suspect,Circle_5m,D001A,0.364,Suspect,Critical,Priority Survey,D01,original,False
10,109.23166911,-0.4277672,13.51,0.459,TM,Healthy,,D001A,0.459,Normal,Moderate,Routine,D01,original,False
11,109.23164647,-0.43055424,13.43,0.447,TM,Healthy,,D001A,0.447,Normal,Moderate,Routine,D01,original,False
12,109.23315668,-0.42959468,13.31,0.419,TM,Healthy,,D001A,0.419,Abnormal,Sub-Optimal,Monitor,D01,original,False
13,109.23354862,-0.4282867,13.3,0.404,TM,Healthy,,D001A,0.404,Abnormal,Sub-Optimal,Monitor,D01,original,False
14,109.23350519,-0.42967343,13.25,0.492,TM,Healthy,,D001A,0.492,Healthy,Good,None,D01,original,False
15,109.23190105,-0.42698277,13.23,0.51,TM,Healthy,,D001A,0.51,Healthy,Good,None,D01,original,False
16,109.23231137,-0.42974007,13.19,0.528,TM,Healthy,,D001A,0.528,Healthy,Good,None,D01,original,False
17,109.23165591,-0.4305036,13.17,0.473,TM,Healthy,,D001A,0.473,Healthy,Good,None,D01,original,False
18,109.23352672,-0.42980185,13.15,0.455,TM,Healthy,,D001A,0.455,Normal,Moderate,Routine,D01,original,False
19,109.231459,-0.42936685,13.11,0.404,TM,Healthy,,D001A,0.404,Abnormal,Sub-Optimal,Monitor,D01,original,False
20,109.23152643,-0.42911683,13.1,0.492,TM,Healthy,,D001A,0.492,Healthy,Good,None,D01,original,False
21,109.23290078,-0.43107676,13.07,0.585,TM,Healthy,,D001A,0.585,Healthy,Good,None,D01,original,False
22,109.23242603,-0.43112322,13.03,0.429,TM,Healthy,,D001A,0.429,Abnormal,Sub-Optimal,Monitor,D01,original,False
23,109.23151756,-0.43058314,12.98,0.464,TM,Healthy,,D001A,0.464,Healthy,Good,None,D01,original,False
24,109.23272154,-0.43120513,12.96,0.522,TM,Healthy,,D001A,0.522,Healthy,Good,None,D01,original,False
25,109.23317459,-0.42982844,12.93,0.41,TM,Healthy,,D001A,0.41,Abnormal,Sub-Optimal,Monitor,D01,original,False
26,109.23192315,-0.43046523,12.91,0.505,TM,Healthy,,D001A,0.505,Healthy,Good,None,D01,original,False
27,109.23159836,-0.43077894,12.9,0.392,TM,Healthy,,D001A,0.392,Abnormal,Sub-Optimal,Monitor,D01,original,False
28,109.23343913,-0.42984026,12.87,0.538,TM,Healthy,,D001A,0.538,Healthy,Good,None,D01,original,False
29,109.23160598,-0.43084089,12.86,0.506,TM,Healthy,,D001A,0.506,Healthy,Good,None,D01,original,False
30,109.23172391,-0.42776314,12.81,0.424,TM,Healthy,,D001A,0.424,Abnormal,Sub-Optimal,Monitor,D01,original,False
31,109.23211672,-0.43053038,12.77,0.455,TM,Healthy,,D001A,0.455,Normal,Moderate,Routine,D01,original,False
32,109.23328522,-0.43116186,12.75,0.498,TM,Healthy,,D001A,0.498,Healthy,Good,None,D01,original,False
33,109.23143565,-0.42933474,12.72,0.456,TM,Healthy,,D001A,0.456,Normal,Moderate,Routine,D01,original,False
34,109.2314362,-0.42890746,12.72,0.494,TM,Healthy,,D001A,0.494,Healthy,Good,None,D01,original,False
35,109.23293941,-0.43105055,12.66,0.315,TM,Suspect,Circle_5m,D001A,0.315,Suspect,Critical,Priority Survey,D01,original,False
36,109.23156957,-0.42901465,12.57,0.587,TM,Healthy,,D001A,0.587,Healthy,Good,None,D01,original,False
37,109.23228174,-0.42970118,12.56,0.554,TM,Healthy,,D001A,0.554,Healthy,Good,None,D01,original,False
38,109.232154,-0.43051502,12.55,0.516,TM,Healthy,,D001A,0.516,Healthy,Good,None,D01,original,False
39,109.23319497,-0.4310488,12.55,0.393,TM,Healthy,,D001A,0.393,Abnormal,Sub-Optimal,Monitor,D01,original,False
40,109.23321381,-0.43112567,12.54,0.474,TM,Healthy,,D001A,0.474,Healthy,Good,None,D01,original,False
41,109.23240103,-0.43046353,12.53,0.382,TM,Healthy,,D001A,0.382,Suspect,Critical,Priority Survey,D01,original,False
42,109.23154605,-0.42972723,12.52,0.434,TM,Healthy,,D001A,0.434,Normal,Moderate,Routine,D01,original,False
43,109.23154332,-0.42791683,12.49,0.427,TM,Healthy,,D001A,0.427,Abnormal,Sub-Optimal,Monitor,D01,original,False
44,109.23317967,-0.43114872,12.48,0.528,TM,Healthy,,D001A,0.528,Healthy,Good,None,D01,original,False
45,109.23160931,-0.43003923,12.48,0.547,TM,Healthy,,D001A,0.547,Healthy,Good,None,D01,original,False
46,109.23208293,-0.42705245,12.47,0.446,TM,Healthy,,D001A,0.446,Normal,Moderate,Routine,D01,original,False
47,109.23321821,-0.42959876,12.43,0.473,TM,Healthy,,D001A,0.473,Healthy,Good,None,D01,original,False
48,109.23261573,-0.43040299,12.43,0.444,TM,Healthy,,D001A,0.444,Normal,Moderate,Routine,D01,original,False
49,109.23180392,-0.42152622,12.41,0.504,TM,Healthy,,D001A,0.504,Healthy,Good,None,D01,original,False
50,109.23201022,-0.4307293,12.4,0.415,TM,Healthy,,D001A,0.415,Abnormal,Sub-Optimal,Monitor,D01,original,False
51,109.23235103,-0.43108929,12.39,0.429,TM,Healthy,,D001A,0.429,Abnormal,Sub-Optimal,Monitor,D01,original,False
52,109.2321819,-0.43025956,12.37,0.419,TM,Healthy,,D001A,0.419,Abnormal,Sub-Optimal,Monitor,D01,original,False
53,109.23328479,-0.43107369,12.34,0.395,TM,Healthy,,D001A,0.395,Abnormal,Sub-Optimal,Monitor,D01,original,False
54,109.23199124,-0.42931769,12.33,0.356,TM,Suspect,Circle_5m,D001A,0.356,Suspect,Critical,Priority Survey,D01,original,False
55,109.23183021,-0.42838894,12.32,0.394,TM,Healthy,,D001A,0.394,Abnormal,Sub-Optimal,Monitor,D01,original,False
56,109.23230646,-0.42960488,12.28,0.396,TM,Healthy,,D001A,0.396,Abnormal,Sub-Optimal,Monitor,D01,original,False
57,109.23252485,-0.43109069,12.27,0.489,TM,Healthy,,D001A,0.489,Healthy,Good,None,D01,original,False
58,109.23142086,-0.42921085,12.25,0.453,TM,Healthy,,D001A,0.453,Normal,Moderate,Routine,D01,original,False
59,109.23140163,-0.43081462,12.23,0.454,TM,Healthy,,D001A,0.454,Normal,Moderate,Routine,D01,original,False
60,109.23204038,-0.42652252,12.23,0.527,TM,Healthy,,D001A,0.527,Healthy,Good,None,D01,original,False
61,109.23319618,-0.42968828,12.19,0.482,TM,Healthy,,D001A,0.482,Healthy,Good,None,D01,original,False
62,109.23231282,-0.42931731,12.19,0.468,TM,Healthy,,D001A,0.468,Healthy,Good,None,D01,original,False
63,109.23140589,-0.42984747,12.18,0.486,TM,Healthy,,D001A,0.486,Healthy,Good,None,D01,original,False
64,109.23312668,-0.43115323,12.16,0.476,TM,Healthy,,D001A,0.476,Healthy,Good,None,D01,original,False
65,109.23155804,-0.4303408,12.15,0.407,TM,Healthy,,D001A,0.407,Abnormal,Sub-Optimal,Monitor,D01,original,False
66,109.23207346,-0.42723692,12.13,0.476,TM,Healthy,,D001A,0.476,Healthy,Good,None,D01,original,False
