Tree_ID,Longitude,Latitude,Height_m,NDRE_Absolute,NDRE_Relative,Classification,Health_Status,Health_Label,Action,Block_Name,Tilt_Offset_m,Tilt_Direction,Tilt_Angle_deg,Tilt_Status,Crown_Ellipticity,Crown_Px,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Status
88,109.22586501845392,-0.449879312448507,42.91,0.4576660394668579,0.5418,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.129,W,0.17,Tegak,1.245,4243,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
28,109.224525908828,-0.4482685982940229,40.41,0.457860916852951,0.5429,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.185,N,0.26,Tegak,1.132,3771,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
748,109.23071161230165,-0.4486938931338504,19.73,0.4712114632129669,0.6172,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.671,E,1.95,Miring Ringan,1.332,1333,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
40,109.2307184343424,-0.448696185537127,18.63,0.4245277047157287,0.3581,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.13,W,0.4,Tegak,1.328,1341,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1681,109.23089776021236,-0.4500912911848659,12.89,0.4198329150676727,0.3321,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.167,NE,0.74,Tegak,1.642,1682,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1570,109.23119799131452,-0.4499378847624576,11.67,0.4151242673397064,0.3061,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.474,N,2.32,Tegak,1.217,835,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
7,109.22751202860772,-0.4478249235638319,10.99,0.4120959043502807,0.2894,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.34,N,1.77,Tegak,2.475,3221,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
147,109.22387949238896,-0.450531685070001,10.85,0.4147809743881225,0.3042,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.557,SW,2.94,Miring Ringan,1.985,2600,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
10,109.22543568675688,-0.4478450343109597,9.78,0.502528965473175,0.792,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.033,N,0.19,Tegak,1.257,10967,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1551,109.22859631998,-0.4498983065736734,9.67,0.4847095906734466,0.6924,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.316,N,1.87,Tegak,2.287,1046,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
486,109.2222994777659,-0.4482726358434358,9.46,0.3989454805850982,0.2168,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.462,NW,2.8,Tegak,1.427,1543,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
29,109.2264339380884,-0.4483377859787894,9.38,0.4313512742519378,0.3959,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.185,S,1.13,Tegak,1.282,8009,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2001,109.225723874043,-0.450477159912967,9.19,0.5153684616088867,0.8639,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.229,NE,7.62,Miring Sedang,1.703,6805,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
199,109.22545843306798,-0.447826713973002,9.16,0.4338279664516449,0.4096,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.57,SW,9.72,Miring Berat,1.117,4885,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
95,109.22978796421032,-0.4500406237264748,9.07,0.3715927004814148,0.0664,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.233,SW,1.47,Tegak,1.222,10025,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
21,109.22637036212456,-0.4479162749478649,8.99,0.4906893968582153,0.7258,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.147,S,0.94,Tegak,1.449,7414,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
30,109.22607687348685,-0.4484064209598216,8.94,0.4541665017604828,0.5224,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.141,W,0.9,Tegak,1.35,10537,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
114,109.22561475109131,-0.4503190724018158,8.92,0.4546293914318084,0.525,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.23,NE,1.48,Tegak,1.118,7827,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
148,109.22316994050593,-0.4505521274563112,8.89,0.4848783910274505,0.6934,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.108,NW,0.7,Tegak,1.066,12317,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
67,109.22846451887187,-0.4494744876103676,8.88,0.6346319913864136,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.078,NE,0.5,Tegak,1.018,11810,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
128,109.22558970340296,-0.4504496381888027,8.88,0.567193329334259,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.073,NW,0.47,Tegak,1.095,12260,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
146,109.22374304104314,-0.4505316515743827,8.86,0.4699697196483612,0.6103,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.085,E,0.55,Tegak,1.163,11635,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1927,109.2281800179436,-0.4504136210138891,8.86,0.4302334785461426,0.3897,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.839,NW,5.41,Miring Ringan,1.683,6002,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2026,109.22448443623946,-0.4504928910576593,8.86,0.4116881191730499,0.2871,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.249,NE,8.03,Miring Sedang,1.317,4818,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
131,109.22545325026886,-0.4504564769372763,8.84,0.4086837768554687,0.2706,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.078,SW,0.51,Tegak,1.109,12088,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
27,109.22648172973932,-0.4481980626987032,8.81,0.4224423468112945,0.3466,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.021,NE,0.14,Tegak,1.0,12769,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
2032,109.22554193430204,-0.4504954411861935,8.79,0.4341513216495514,0.4114,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.367,N,8.84,Miring Sedang,1.654,6172,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1882,109.22817775592202,-0.4503632242070299,8.71,0.4170652329921722,0.3168,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.478,SW,9.63,Miring Sedang,1.272,5389,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
141,109.22328593798848,-0.4504948876246717,8.69,0.4354196488857269,0.4184,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.107,SW,0.7,Tegak,1.125,11374,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1782,109.22844842103326,-0.4502143924132368,8.65,0.4068473577499389,0.2604,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.276,NW,8.39,Miring Sedang,1.218,5323,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
144,109.2247186711616,-0.4505204373399122,8.62,0.4781640172004699,0.6559,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.307,SE,2.04,Tegak,1.275,7541,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
149,109.22356337290564,-0.4505613869954553,8.6,0.412348210811615,0.2908,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.195,NW,1.3,Tegak,1.468,7796,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
135,109.22960364985454,-0.450473528645193,8.59,0.5235081911087036,0.9095,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.019,N,0.13,Tegak,1.011,12486,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1955,109.22830054472112,-0.450436557908138,8.53,0.3749175369739532,0.0846,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.242,N,8.28,Miring Sedang,1.677,7114,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
4,109.22582003101412,-0.4478199299055473,8.5,0.4534921944141388,0.5187,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.205,N,1.38,Tegak,1.366,8640,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
98,109.22973792250036,-0.450079554089177,8.48,0.5383081436157227,0.9926,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.038,NE,0.26,Tegak,1.038,12543,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
126,109.22666540117524,-0.4504292852229443,8.48,0.4371488988399505,0.428,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.026,S,0.18,Tegak,1.031,12604,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
94,109.22985846485052,-0.4500383502144413,8.46,0.5066115260124207,0.8148,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.35,S,2.37,Tegak,1.123,10421,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1956,109.22960593289795,-0.450436877354845,8.45,0.4646608829498291,0.5807,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.312,S,8.82,Miring Sedang,1.798,6811,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2022,109.22483693626523,-0.4504906868047139,8.45,0.4820270538330078,0.6775,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.519,NE,10.19,Miring Berat,1.347,4875,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
7494,109.2240477768482,-0.4505546337126625,8.44,0.3876530826091766,0.1547,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,,,,NoData,,0,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
129,109.22986063902408,-0.4504529748436545,8.43,0.4078344702720642,0.2659,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.044,S,0.3,Tegak,1.009,12720,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
124,109.22610595098898,-0.4504245666489529,8.41,0.4807679355144501,0.6705,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.356,NW,2.43,Tegak,1.351,8861,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
800,109.22711836403978,-0.44877777448603,8.39,0.4215487539768219,0.3416,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.712,NW,4.85,Miring Ringan,1.67,4541,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
12,109.22657278059596,-0.4478521836442212,8.38,0.4663874804973602,0.5904,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.112,S,0.77,Tegak,1.031,11509,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
71,109.2223332801506,-0.4495577444766685,8.38,0.5014517903327942,0.786,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.183,N,1.25,Tegak,1.164,9506,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
127,109.22573297856714,-0.4504450918450048,8.32,0.4321357309818268,0.4002,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.026,NW,0.18,Tegak,1.04,12576,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1921,109.2260923102696,-0.4504062374161448,8.3,0.4633144438266754,0.5733,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.462,SE,9.99,Miring Sedang,1.65,5739,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1363,109.22439823145196,-0.4496063558210411,8.29,0.4244477450847626,0.3577,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.371,E,2.56,Tegak,2.632,2638,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
122,109.22828690508668,-0.4504136471799613,8.27,0.4145222306251526,0.3028,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.056,NE,0.39,Tegak,1.052,12239,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1810,109.23092501082743,-0.4502562312791122,8.27,0.3971110880374908,0.2067,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.33,S,2.28,Tegak,1.777,2073,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
188,109.2257995638484,-0.4478176341813735,8.2,0.459716260433197,0.5532,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.057,E,7.34,Miring Sedang,1.524,5426,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1273,109.2284963598039,-0.449465332430993,8.2,0.4253170192241668,0.3625,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.261,W,8.74,Miring Sedang,1.752,7177,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1627,109.22830064538128,-0.450019643447294,8.2,0.4489674270153045,0.4935,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.418,S,9.81,Miring Sedang,1.36,4724,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1354,109.22817111963566,-0.4495912436166033,8.17,0.4622999429702759,0.5676,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.986,NE,6.88,Miring Ringan,1.669,6783,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1911,109.23016766995585,-0.4503934906634996,8.14,0.4276444911956787,0.3753,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.099,NE,7.69,Miring Sedang,1.052,5621,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
2065,109.22328592300325,-0.4505567374033005,8.14,0.4056695103645324,0.2539,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.244,NE,8.69,Miring Sedang,1.553,6585,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1303,109.2269157819979,-0.4495199238968611,8.13,0.3654111325740814,0.0324,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.351,NE,9.44,Miring Sedang,1.331,5469,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
119,109.22816865416458,-0.4503838386279801,8.11,0.4006394147872925,0.2262,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.059,S,0.42,Tegak,1.316,9774,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1903,109.22814818586136,-0.4503861243561746,8.1,0.4164663255214691,0.3135,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.383,E,9.69,Miring Sedang,1.626,6225,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
34,109.22622467331048,-0.4485003772130854,8.09,0.4175882041454315,0.3197,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.161,S,1.14,Tegak,1.144,7914,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
17,109.22390515016733,-0.4478744405562281,8.08,0.4907164573669433,0.726,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.443,S,3.14,Tegak,2.171,5492,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
159,109.22390517829274,-0.447757613156303,8.07,0.1962323486804962,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.242,NW,1.72,Tegak,2.08,2683,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
72,109.2281802186218,-0.4495820828848982,8.03,0.4810813367366791,0.6722,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.083,SE,0.59,Tegak,1.638,9462,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
139,109.22449126213677,-0.4504791483273795,8.01,0.5439347624778748,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.12,NE,0.86,Tegak,1.358,8176,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
134,109.22484376327206,-0.4504723626024934,7.99,0.4966490566730499,0.7591,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.325,N,2.33,Tegak,1.049,9962,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
60,109.22818714002454,-0.4491720423319,7.96,0.5223967432975769,0.9033,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.203,NE,1.46,Tegak,1.121,11506,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2044,109.2295763523108,-0.4505033015936806,7.91,0.3604549765586853,0.0053,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.099,NE,7.91,Miring Sedang,1.364,7206,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
75,109.22799599619457,-0.449634724853419,7.89,0.4416139125823974,0.4527,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.204,N,1.48,Tegak,1.577,7988,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
115,109.22966736273372,-0.4503269368314886,7.89,0.4970110356807709,0.7611,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.145,S,1.05,Tegak,1.096,11157,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1453,109.2306567830296,-0.4497270043639179,7.88,0.4524572491645813,0.5129,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.228,SW,1.65,Tegak,1.459,2376,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
103,109.22842113788568,-0.4501846061299569,7.84,0.4487453401088714,0.4923,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.047,S,0.34,Tegak,1.231,11238,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
213,109.22742560597936,-0.4478386469471245,7.83,0.4480261504650116,0.4883,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.978,S,7.12,Miring Ringan,1.444,6674,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
104,109.22392960663348,-0.450192668815836,7.82,0.4149878323078155,0.3054,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.195,SW,1.43,Tegak,1.322,10002,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
69,109.22692715682946,-0.4495038915173964,7.81,0.4006980657577514,0.2265,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.182,SW,1.34,Tegak,1.422,7579,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
15,109.22647271230927,-0.4478681944198483,7.8,0.4067878127098083,0.2601,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.104,NE,0.76,Tegak,1.309,11228,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
2045,109.23011988473488,-0.4505057252972572,7.8,0.2983592450618744,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.077,S,0.57,Tegak,1.693,2039,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1755,109.22845070186398,-0.4501869041018523,7.78,0.4383522272109985,0.4347,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.363,SW,9.94,Miring Sedang,1.695,6420,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1071,109.2281575738461,-0.4491789073300671,7.77,0.4578326344490051,0.5428,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.619,NE,11.77,Miring Berat,1.196,4590,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
136,109.22463226302644,-0.450474601452416,7.76,0.6174481511116028,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.33,W,2.44,Tegak,1.111,7374,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2018,109.22539411409534,-0.4504862419953417,7.76,0.4274129569530487,0.3741,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.21,NE,8.86,Miring Sedang,1.251,6215,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
150,109.22277650152904,-0.4505703566825799,7.74,0.5504305362701416,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.175,SW,1.3,Tegak,1.268,9795,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1825,109.22464367888404,-0.4502890547688475,7.74,0.5379592180252075,0.9907,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.053,NE,0.39,Tegak,1.19,2614,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1993,109.22873945603752,-0.4504710264342896,7.72,0.4102779626846313,0.2794,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.811,NW,6.0,Miring Ringan,1.634,6212,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
36,109.22863530571618,-0.4485513613645304,7.69,0.5224339365959167,0.9035,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.205,W,1.53,Tegak,1.277,9823,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
102,109.22681328293945,-0.4501842125889416,7.69,0.489319771528244,0.7182,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.272,E,2.02,Tegak,1.178,10590,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1967,109.22610139651096,-0.4504497636307299,7.69,0.4187809824943542,0.3263,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.415,N,10.43,Miring Sedang,1.448,5494,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1774,109.22391823180692,-0.4502087011601551,7.67,0.3795678317546844,0.1102,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.191,NE,8.83,Miring Sedang,1.475,6992,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1832,109.22962643438711,-0.4502971471945736,7.67,0.508453905582428,0.8251,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.43,S,10.56,Miring Sedang,1.513,5101,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1900,109.22827781550112,-0.4503838653491646,7.67,0.4475772678852081,0.4858,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.142,S,8.47,Miring Sedang,1.335,6897,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
83,109.22234233588657,-0.4497272608280397,7.66,0.5355934500694275,0.9774,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.199,N,1.49,Tegak,1.353,9200,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
145,109.22343602610712,-0.4505292854671218,7.66,0.5325261950492859,0.9601,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.073,NW,0.55,Tegak,1.405,9521,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
132,109.22671997459854,-0.4504590781751529,7.64,0.4169200956821441,0.316,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.111,NE,0.83,Tegak,1.154,11905,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
24,109.2304434297946,-0.4479745349548463,7.62,0.3630680739879608,0.0196,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.413,SW,3.1,Tegak,1.334,6716,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
41,109.22856248355298,-0.4487506379311227,7.61,0.4839175045490265,0.688,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.013,N,0.1,Tegak,1.028,12513,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
140,109.22728851454995,-0.4504935785300015,7.6,0.4734988808631897,0.6299,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.084,E,0.63,Tegak,1.261,9867,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
91,109.22845075272625,-0.4499761561153591,7.59,0.446220725774765,0.4783,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.255,NE,1.93,Tegak,1.082,9116,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1997,109.22649255146747,-0.4504750576017159,7.57,0.3508539497852325,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.128,E,0.97,Tegak,1.017,3499,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
9,109.23125080159244,-0.4478418681682715,7.55,0.4529643952846527,0.5157,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.281,SE,2.13,Tegak,1.288,9137,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
166,109.22788727706772,-0.4477975260634477,7.54,0.4337478280067444,0.4091,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.296,N,2.25,Tegak,1.505,3453,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
90,109.2271658342947,-0.4499712603212265,7.51,0.4656855463981628,0.5864,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.019,W,0.15,Tegak,1.301,10559,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1015,109.23125277328856,-0.4491017770846631,7.51,0.3807222843170166,0.1165,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.584,NE,4.44,Miring Ringan,1.457,5291,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1928,109.22988793878116,-0.4504140389256561,7.51,0.4613642990589142,0.5624,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.168,S,8.84,Miring Sedang,1.655,7295,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
295,109.23122576289936,-0.4479357825300232,7.49,0.4355425238609314,0.4191,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.823,E,6.27,Miring Ringan,1.115,5900,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
38,109.22566291113114,-0.4486537193890815,7.47,0.5149322152137756,0.8614,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.024,E,0.18,Tegak,1.079,9727,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
