Tree_ID,Longitude,Latitude,Height_m,NDRE_Absolute,NDRE_Relative,Classification,Health_Status,Health_Label,Action,Block_Name,Tilt_Offset_m,Tilt_Direction,Tilt_Angle_deg,Tilt_Status,Crown_Ellipticity,Crown_Px,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Status
236,109.22530605405797,-0.4478610378531907,6.33,0.4181921780109405,0.3231,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.508,NE,4.59,Miring Ringan,1.386,8789,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
699,109.225658368821,-0.4486285201877315,6.33,0.5046430230140686,0.8038,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.763,S,6.88,Miring Ringan,1.245,7409,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1918,109.22571706920132,-0.4504038547017783,6.33,0.403113842010498,0.2398,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.1,SE,9.86,Miring Sedang,1.464,6473,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1929,109.22543051833404,-0.4504152381267968,6.33,0.4538378119468689,0.5206,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.159,S,10.38,Miring Sedang,1.447,7889,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
3,109.2288265147396,-0.4478160805552754,6.32,0.4054825901985168,0.2529,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.121,SW,1.1,Tegak,1.277,9746,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
26,109.22246097484656,-0.4481489758105341,6.31,0.4576923847198486,0.542,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.072,E,0.65,Tegak,1.503,8808,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1359,109.22777540822972,-0.449598019123583,6.31,0.4389631450176239,0.438,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.852,SE,7.69,Miring Ringan,1.476,8965,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1831,109.2295991440327,-0.4502971405208,6.31,0.4670089483261108,0.5938,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.68,S,6.15,Miring Ringan,2.151,5939,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
25,109.22230633512976,-0.4481283214372541,6.3,0.4599915444850921,0.5548,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.138,NW,1.25,Tegak,1.051,11212,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1055,109.22777096586444,-0.4491581962886382,6.3,0.5317819118499756,0.9559,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.075,W,9.68,Miring Sedang,1.501,7973,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1087,109.22709097051624,-0.4492061356999478,6.3,0.3819268643856048,0.1232,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.196,S,1.78,Tegak,1.239,5033,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1474,109.22645406012936,-0.4497717920223475,6.3,0.4874674379825592,0.7078,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.748,E,6.77,Miring Ringan,1.351,9148,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1579,109.22710898555296,-0.4499460482977191,6.3,0.5505266189575195,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.822,E,7.44,Miring Ringan,1.146,8738,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1607,109.2298562039099,-0.4499833718811101,6.3,0.4885923266410827,0.7141,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.269,E,2.45,Tegak,1.108,10925,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2040,109.22551691709016,-0.450500016522419,6.3,0.3892411887645721,0.1634,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.979,N,8.83,Miring Ringan,1.038,8025,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1410,109.22740924594676,-0.4496689424891884,6.29,0.3483395874500274,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.168,N,1.53,Tegak,1.132,1111,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1699,109.22626294388832,-0.4501199371861026,6.29,0.4585704803466797,0.5469,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.331,S,3.01,Tegak,2.394,3906,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1844,109.2284393010251,-0.4503106012242591,6.29,0.4618288874626159,0.565,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.37,SW,3.36,Tegak,1.617,7882,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1864,109.23113649135382,-0.4503387496783949,6.29,0.544696033000946,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.263,N,2.39,Tegak,1.896,4092,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
112,109.22843702572408,-0.4503151821456618,6.28,0.4088413715362549,0.2714,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.141,SW,1.29,Tegak,1.714,8581,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
99,109.2266700287299,-0.4501017109800743,6.27,0.5759632587432861,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.111,N,1.01,Tegak,1.348,8380,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
987,109.2223197546525,-0.4490629431615204,6.27,0.4483608901500702,0.4902,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.565,SW,5.15,Miring Ringan,1.611,7701,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1932,109.2259967919969,-0.4504153769489133,6.27,0.4874112904071808,0.7075,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.642,W,5.84,Miring Ringan,1.098,9121,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1331,109.22816430368093,-0.4495637530858524,6.26,0.4412295222282409,0.4506,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.86,SE,7.82,Miring Ringan,1.278,8002,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1611,109.22805049229709,-0.449985221181834,6.26,0.4758074581623077,0.6428,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.875,W,7.95,Miring Ringan,1.389,8581,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1700,109.22841660442596,-0.4501227550657882,6.26,0.4456695318222046,0.4752,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.978,SW,8.88,Miring Ringan,1.597,8033,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
86,109.22233320476502,-0.4498692839412335,6.25,0.5043837428092957,0.8024,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.109,N,1.0,Tegak,1.089,11389,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1601,109.22713399393253,-0.4499781247420054,6.25,0.4565891623497009,0.5359,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.86,NE,7.84,Miring Ringan,1.643,8520,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
280,109.2228658375362,-0.44791083858779,6.24,0.474237859249115,0.6341,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.6,NW,5.49,Miring Ringan,1.761,7827,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
256,109.230161451436,-0.4478828367299056,6.23,0.3784188032150268,0.1039,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.09,E,0.83,Tegak,1.384,7171,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1027,109.22888987881912,-0.4491195268468951,6.23,0.5497305393218994,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.05,SW,9.56,Miring Sedang,1.194,7097,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1983,109.22709521532089,-0.4504637515873476,6.23,0.4562304317951202,0.5339,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.253,SE,2.33,Tegak,1.981,5528,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2068,109.22322451880586,-0.450561303789652,6.23,0.3823605179786682,0.1255,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.077,N,9.81,Miring Sedang,1.511,8073,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
719,109.22866257015416,-0.448659032761122,6.22,0.5170125365257263,0.8731,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.868,SE,7.95,Miring Ringan,1.24,8503,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1364,109.22844174434746,-0.4496096356549863,6.22,0.3730321228504181,0.0743,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.282,NE,2.6,Tegak,1.355,6323,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
264,109.22389832374122,-0.4478904740246644,6.21,0.5284957885742188,0.9375,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.27,N,2.49,Tegak,2.031,8309,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
655,109.22634291803172,-0.4485553837443551,6.21,0.3866114020347595,0.1489,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.06,S,9.69,Miring Sedang,1.549,7855,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1546,109.22232410191714,-0.4498944797544114,6.21,0.5537061095237732,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.627,NE,5.77,Miring Ringan,1.603,7385,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
37,109.226338364132,-0.448578289997929,6.2,0.3488698899745941,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.003,E,0.03,Tegak,1.014,12646,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
222,109.2264795403913,-0.4478452887168129,6.2,0.3917893469333648,0.1774,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.167,S,10.66,Miring Sedang,1.545,7898,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1936,109.22674272649424,-0.4504178504843084,6.2,0.4278300106525421,0.3764,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.043,W,9.55,Miring Sedang,1.406,8467,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
2080,109.2297953449189,-0.4477201051008975,6.2,0.2793397605419159,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,,,,NoData,,0,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
6791,109.22600594193734,-0.4501954685287094,6.2,0.4184590876102447,0.3245,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,,,,NoData,,0,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1950,109.22864622288958,-0.4504343517839686,6.19,0.3758622407913208,0.0898,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.121,E,1.12,Tegak,1.262,6108,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
233,109.22838758645872,-0.4478526255722555,6.18,0.5026922821998596,0.7929,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.191,NW,1.77,Tegak,1.887,6018,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1411,109.22777084216187,-0.4496713216323295,6.17,0.4051320254802704,0.251,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.762,NE,7.04,Miring Ringan,1.505,9377,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1690,109.2266677545374,-0.4501017104232438,6.17,0.472904235124588,0.6266,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.212,NE,1.97,Tegak,1.353,8531,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
7491,109.2277865491298,-0.4505509689761466,6.17,0.408929705619812,0.2719,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,,,,NoData,,0,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
218,109.22645225064338,-0.4478429913310632,6.16,0.4649088084697723,0.5821,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,1.056,S,9.73,Miring Sedang,1.353,7946,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
417,109.22666140081022,-0.4481568732428699,6.16,0.4131944477558136,0.2955,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.268,NE,2.5,Tegak,1.407,8299,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
182,109.2288356131673,-0.447809210550155,6.15,0.4408953487873077,0.4488,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.911,SW,8.42,Miring Ringan,1.189,7728,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1328,109.22401618038256,-0.4495535753772254,6.15,0.4781327545642853,0.6558,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.112,N,1.04,Tegak,1.121,4556,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1449,109.22751157138327,-0.4497239452189017,6.14,0.4307034015655517,0.3923,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.681,NE,6.33,Miring Ringan,1.885,7226,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1723,109.22971743650136,-0.4501551435250842,6.14,0.451083779335022,0.5053,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.816,NE,7.57,Miring Ringan,1.148,9008,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1724,109.22391824455788,-0.4501560142934833,6.14,0.3878207504749298,0.1556,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,1.316,SE,12.1,Miring Sedang,1.213,5724,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
240,109.22743469559477,-0.4478684287528142,6.13,0.4925549626350403,0.7362,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.84,N,7.81,Miring Ringan,1.32,9129,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1567,109.23109110566494,-0.4499309864401487,6.13,0.3629932701587677,0.0192,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.274,S,2.56,Tegak,1.267,6830,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1959,109.22626741529758,-0.4504383506406056,6.13,0.5346385836601257,0.972,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.324,E,3.02,Tegak,1.55,5174,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1330,109.22312014900868,-0.4495579373348822,6.12,0.4297763407230377,0.3871,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.323,W,3.02,Tegak,1.159,9884,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1428,109.227152256596,-0.4496917870232094,6.12,0.3754402697086334,0.0875,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.364,SW,3.4,Tegak,1.374,3062,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
1641,109.22988575465548,-0.4500406476241837,6.12,0.4465073645114898,0.4799,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.952,W,8.84,Miring Ringan,1.425,8410,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1662,109.22987665179356,-0.4500658435495275,6.12,0.4775694906711578,0.6526,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.944,N,8.77,Miring Ringan,1.436,8791,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
160,109.22272942273764,-0.4477596169650114,6.11,0.2838098108768463,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.207,NE,1.94,Tegak,4.339,2018,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
652,109.22229713725412,-0.448547523045934,6.11,0.5022057294845581,0.7902,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.553,N,5.17,Miring Ringan,1.455,7493,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
8,109.22533562348949,-0.4478404284453797,6.1,0.4912351369857788,0.7289,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.128,SE,1.2,Tegak,1.144,11550,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
50,109.22747991602157,-0.4489634124906935,6.1,0.3666227161884308,0.0391,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.102,N,0.95,Tegak,1.222,11246,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
81,109.22305870881854,-0.4497114013499852,6.1,0.5107383728027344,0.8379,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.281,N,2.63,Tegak,1.091,9384,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
214,109.23121896337744,-0.4478395696893127,6.1,0.4876060485839844,0.7086,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.64,E,5.99,Miring Ringan,1.563,7439,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
672,109.226313348576,-0.4485759931560183,6.1,0.4059842824935913,0.2557,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.743,E,6.95,Miring Ringan,1.309,8695,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1747,109.22679281686568,-0.4501773353661729,6.1,0.4326702952384949,0.4032,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.958,E,8.92,Miring Ringan,1.452,9051,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2015,109.22886680765258,-0.4504848020418326,6.1,0.4335032701492309,0.4078,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.465,S,4.36,Tegak,1.807,4608,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
460,109.22967241793546,-0.4482217474161558,6.09,0.4340038597583771,0.4106,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.454,E,4.26,Tegak,1.123,7906,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2009,109.22465045488372,-0.450481478118582,6.09,0.4401182532310486,0.4444,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.653,NW,6.12,Miring Ringan,1.574,8134,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2033,109.22576253086454,-0.4504954952769881,6.09,0.3978665173053741,0.2109,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.977,N,9.12,Miring Ringan,1.378,8032,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1430,109.2223286979704,-0.4496974779741011,6.08,0.428156703710556,0.3782,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.482,E,4.54,Tegak,1.924,7255,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1787,109.22590359666758,-0.4502229322857436,6.08,0.5088170766830444,0.8272,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.378,S,3.56,Tegak,1.382,9518,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
107,109.22590359611377,-0.4502252230215475,6.07,0.5794347524642944,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.147,SE,1.39,Tegak,1.377,9540,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
369,109.2263930665763,-0.4480720505675173,6.07,0.4257748425006866,0.365,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.198,SE,1.87,Tegak,1.48,8311,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1121,109.22302925624378,-0.4492486661926679,6.07,0.4776712954044342,0.6532,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.654,SW,6.15,Miring Ringan,1.335,10560,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2020,109.2264356938885,-0.4504864973501599,6.07,0.3934178352355957,0.1864,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.267,S,2.52,Tegak,1.886,4180,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
68,109.2223241983629,-0.4494958925002261,6.06,0.4664680659770965,0.5908,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.224,E,2.11,Tegak,1.107,10707,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
249,109.2226316051098,-0.4478741296794264,6.06,0.3906043171882629,0.1709,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.17,N,1.61,Tegak,1.33,1467,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
263,109.22269527847814,-0.4478901803512925,6.06,0.4153886437416076,0.3076,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.735,SW,6.91,Miring Ringan,1.309,8830,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
299,109.22649543715085,-0.4479392127945141,6.06,0.4805684685707092,0.6693,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.02,E,9.56,Miring Sedang,1.487,8596,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1962,109.22995388440222,-0.4504392532047009,6.06,0.4801991879940033,0.6673,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.075,W,10.06,Miring Sedang,1.062,7731,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2043,109.224204708682,-0.4505019853529156,6.06,0.5189105272293091,0.8837,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.327,E,3.09,Tegak,2.471,6128,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
47,109.22762321226293,-0.4488718179464719,6.05,0.3912891745567322,0.1747,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.105,W,1.0,Tegak,1.209,8143,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
284,109.22269072403276,-0.4479153772905905,6.05,0.3741585612297058,0.0805,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.351,N,3.32,Tegak,1.343,9152,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
473,109.2278576035545,-0.4482510850417407,6.05,0.464600920677185,0.5804,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.259,W,2.45,Tegak,1.135,3097,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
501,109.22639528565168,-0.4483011247654692,6.05,0.4805262088775635,0.6691,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.94,S,8.84,Miring Ringan,1.244,8667,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1945,109.23009943575848,-0.450427835095902,6.05,0.4320478737354278,0.3997,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.757,SE,7.13,Miring Ringan,1.696,8355,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
2051,109.2236543526678,-0.4505110132038535,6.05,0.5448310971260071,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.504,SE,4.76,Miring Ringan,1.474,8275,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
314,109.22652954341544,-0.4479667099468262,6.04,0.4446184635162353,0.4694,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.892,NW,8.4,Miring Ringan,1.409,9330,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1637,109.22973110985512,-0.4500383190912635,6.04,0.470841646194458,0.6151,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.907,SE,8.54,Miring Ringan,1.491,8712,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1935,109.22585806575024,-0.4504176336801206,6.04,0.4420413076877594,0.4551,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.838,SW,7.9,Miring Ringan,1.638,7384,Normal,Moderate,Routine,DTM_ARTIFACT_PARTIAL
1949,109.22964004694768,-0.4504323042186905,6.04,0.3516769111156463,0.0,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,1.005,S,9.45,Miring Sedang,1.077,7629,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
475,109.22771887721149,-0.4482533419741569,6.03,0.3699550032615661,0.0574,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.062,E,0.59,Tegak,1.397,3272,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
7277,109.22487106242738,-0.4504357175444526,6.03,0.5746084451675415,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,,,,NoData,,0,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
97,109.23121842653532,-0.4500730435624943,6.02,0.5166623592376709,0.8711,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.094,SE,0.9,Tegak,1.119,11196,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
1409,109.22673835905044,-0.4496687784196072,6.02,0.4050419926643371,0.2505,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.499,SE,4.73,Tegak,1.301,7999,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
1665,109.2312184270873,-0.4500707528200565,6.02,0.5233497619628906,0.9086,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,0.144,SE,1.37,Tegak,1.094,11015,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
61,109.22233109790774,-0.4491774825139652,6.01,0.4668809771537781,0.5931,TM,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C14,0.121,N,1.16,Tegak,1.277,10821,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
121,109.22331780215208,-0.4503895217431469,6.01,0.4068368375301361,0.2604,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.11,NW,1.05,Tegak,1.145,11963,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
151,109.22252406392111,-0.4505817483278305,6.01,0.3851423561573028,0.1408,TM,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C14,0.075,N,0.71,Tegak,1.131,7835,Suspect,Critical,Priority Survey,DTM_ARTIFACT_PARTIAL
873,109.22881716192887,-0.4488812721866395,6.01,0.5666003823280334,1.0,TM,Healthy,Sehat (Hijau),Rutin,AMEIV_C14,1.113,W,10.49,Miring Sedang,1.528,7944,Healthy,Good,None,DTM_ARTIFACT_PARTIAL
2069,109.22281061323632,-0.4505749465259021,6.01,0.404979795217514,0.2501,TM,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C14,0.789,NW,7.48,Miring Ringan,1.247,8016,Abnormal,Sub-Optimal,Monitor,DTM_ARTIFACT_PARTIAL
