DIVISI,BLOK_B,Blok,T_TANAM,N_BARIS,N_POKOK,OBJECTID,NDRE125,KlassNDRE12025,NDRE2_26,KLASSNDRE2_26,Ket,Longitude_SR,Latitude_SR,Drone_TreeID,Drone_Lon,Drone_Lat,Drone_Height_m,NDRE_Drone_Rel,NDRE_Drone_Abs,HS_Drone_Rel,HS_Drone_Abs
AME II,D003A,D03,2009,1,3,151274,0.40957378547802914,Stres Sedang,0.493367315377467,Stres Sedang,Pokok Utama,109.23606416995898,-0.4311173497364507,1848,109.2360783,-0.43111562,5.44,0.417,0.417,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,5,151281,0.3836850286958524,Stres Berat,0.49708816370604414,Stres Sedang,Pokok Utama,109.23615263143243,-0.4311147072104894,3373,109.23615691,-0.43107947,1.87,0.462,0.462,Healthy,Good
AME II,D003A,D03,2009,1,7,151293,0.44149749732729215,Stres Sedang,0.4672255937565261,Stres Sedang,Pokok Utama,109.23625073643855,-0.431117329955036,3411,109.23626559,-0.43112923,1.63,0.481,0.481,Healthy,Good
AME II,D003A,D03,2009,1,8,151294,0.4253546458864782,Stres Sedang,0.45660545989477,Stres Sedang,Pokok Utama,109.2362846995789,-0.4310765792943901,3112,109.23628357,-0.43105644,2.92,0.55,0.55,Healthy,Good
AME II,D003A,D03,2009,1,10,151301,0.4423713029029899,Stres Sedang,0.4622059297124509,Stres Sedang,Pokok Utama,109.23635482684081,-0.4311190488908811,3122,109.23637293,-0.43113016,2.9,0.553,0.553,Healthy,Good
AME II,D003A,D03,2009,1,11,151300,0.4329232857864618,Stres Sedang,0.448904600707299,Stres Sedang,Pokok Utama,109.23639207655052,-0.43109871717132064,3247,109.23637699,-0.43108042,2.51,0.507,0.507,Healthy,Good
AME II,D003A,D03,2009,1,15,151314,0.3523873978707651,Stres Berat,0.43141451664101216,Stres Sedang,Pokok Utama,109.2365537585964,-0.43110497826718036,498,109.23658493,-0.43109449,10.8,0.423,0.423,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,16,122404,0.3557047871563861,Stres Berat,0.41418105069490857,Stres Sedang,Pokok Utama,109.23661459924075,-0.43111360590869524,498,109.23658493,-0.43109449,10.8,0.423,0.423,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,19,122420,0.3740612578432576,Stres Berat,0.37898584411897984,Stres Berat,Pokok Utama,109.2367942740359,-0.4311222612614194,256,109.2368095,-0.4310968,12.39,0.429,0.429,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,20,122617,0.41094750036504707,Stres Sedang,0.4386351704239595,Stres Sedang,Pokok Utama,109.23693938924423,-0.43109749196583463,312,109.23695142,-0.43110678,12.02,0.464,0.464,Healthy,Good
AME II,D003A,D03,2009,1,21,122619,0.388128938383055,Stres Berat,0.44079104500847893,Stres Sedang,Pokok Utama,109.23696948548165,-0.43113809390216784,287,109.23693749,-0.43114566,12.2,0.45,0.45,Healthy,Moderate
AME II,D003A,D03,2009,1,23,122614,0.36873073874287465,Stres Berat,0.44384795792467957,Stres Sedang,Pokok Utama,109.23707858824166,-0.4310814143182466,635,109.23709066,-0.43107561,10.08,0.39,0.39,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,24,122612,0.3890783373450598,Stres Berat,0.4388406904002365,Stres Sedang,Pokok Utama,109.23711914614542,-0.431096895438586,635,109.23709066,-0.43107561,10.08,0.39,0.39,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,25,122609,0.40532717663780243,Stres Sedang,0.44638183546595783,Stres Sedang,Pokok Utama,109.23718394853617,-0.431104009299257,280,109.23718946,-0.43113939,12.23,0.507,0.507,Healthy,Good
AME II,D003A,D03,2009,1,26,122608,0.4017544396673495,Stres Sedang,0.42451447705785794,Stres Sedang,Pokok Utama,109.23721064423827,-0.43111589892695884,280,109.23718946,-0.43113939,12.23,0.507,0.507,Healthy,Good
AME II,D003A,D03,2009,1,27,122605,0.40484860916954146,Stres Sedang,0.4479547656309358,Stres Sedang,Pokok Utama,109.2372966051558,-0.4310968581329398,196,109.23728065,-0.43107882,13.05,0.486,0.486,Healthy,Good
AME II,D003A,D03,2009,1,29,122603,0.3980900543300729,Stres Berat,0.4008127568164267,Stres Sedang,Pokok Utama,109.23737764427382,-0.43112152100486156,375,109.2374073,-0.43110869,11.57,0.399,0.399,Healthy,Sub-Optimal
AME II,D003A,D03,2009,1,30,122601,0.42546392387104737,Stres Sedang,0.44097809941337046,Stres Sedang,Pokok Utama,109.23741774084765,-0.43107678830267754,516,109.23740057,-0.43106981,10.68,0.461,0.461,Healthy,Good
AME II,D003A,D03,2009,1,32,122597,0.3531003674060066,Stres Berat,0.41141341989999775,Stres Sedang,Pokok Utama,109.23762378443499,-0.4311443079595691,424,109.23761838,-0.43116978,11.23,0.432,0.432,Healthy,Moderate
AME II,D003A,D03,2009,1,35,122582,0.3882895597914288,Stres Berat,0.43945586665280756,Stres Sedang,Pokok Utama,109.23783530766089,-0.4311486644413968,339,109.23781196,-0.43115898,11.81,0.508,0.508,Healthy,Good
