Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-038,109.2379185,-0.42253167,5.0,13,11,2,0.3032,3.6,20.268,High
RING-035,109.23714931,-0.42652753,5.0,12,4,8,0.3865,4.99,13.335,High
RING-030,109.23763301,-0.42280481,5.0,9,5,4,0.3776,6.2,11.624,Medium
RING-007,109.23837845,-0.42408406,5.0,7,6,1,0.3286,6.82,11.164,Medium
RING-027,109.23705032,-0.42728557,5.0,8,5,3,0.3794,5.97,10.756,Medium
RING-043,109.23665073,-0.42266246,5.0,9,2,7,0.4006,4.84,9.15,Medium
RING-052,109.23672897,-0.42555054,5.0,8,3,5,0.393,4.44,9.12,Medium
RING-002,109.23832047,-0.42879227,5.0,5,5,0,0.3172,11.54,8.828,Medium
RING-014,109.23831207,-0.42262943,5.0,6,4,2,0.3545,7.63,8.555,Medium
RING-042,109.23678519,-0.42701949,5.0,5,5,0,0.3471,4.5,8.529,Medium
RING-039,109.23753723,-0.42527403,5.0,6,4,2,0.3886,4.85,8.214,Medium
RING-061,109.23769662,-0.42237503,5.0,4,4,0,0.244,0.74,7.96,Medium
RING-006,109.23826723,-0.43066651,5.0,5,4,1,0.3414,11.23,7.836,Medium
RING-059,109.2362812,-0.42223759,5.0,4,4,0,0.2651,1.73,7.749,Medium
RING-049,109.23832963,-0.42684161,5.0,5,4,1,0.3551,4.18,7.699,Medium
RING-010,109.23831122,-0.42722177,5.0,5,4,1,0.378,8.04,7.47,Medium
RING-025,109.23798708,-0.423102,5.0,6,3,3,0.3892,5.71,7.458,Medium
RING-032,109.23688179,-0.42232466,5.0,4,3,1,0.2747,4.26,6.903,Low
RING-060,109.23717769,-0.42234538,5.0,3,3,0,0.2017,1.14,6.783,Low
RING-003,109.23834171,-0.42378634,5.0,4,3,1,0.3528,11.12,6.122,Low
RING-034,109.23741966,-0.42714232,5.0,4,3,1,0.3634,5.91,6.016,Low
RING-013,109.23674799,-0.42747941,5.0,5,2,3,0.3864,8.07,5.886,Low
RING-008,109.23839287,-0.42294908,5.0,4,2,2,0.302,9.33,5.88,Low
RING-029,109.23723555,-0.42517907,5.0,5,2,3,0.3873,5.96,5.877,Low
RING-040,109.23684849,-0.4265723,5.0,6,1,5,0.4086,4.55,5.85,Low
RING-022,109.23838366,-0.42479359,5.0,3,3,0,0.2992,6.52,5.808,Low
RING-054,109.23629867,-0.42709172,5.0,5,2,3,0.4035,4.74,5.75,Low
RING-041,109.23800288,-0.42784087,5.0,5,2,3,0.403,4.83,5.75,Low
RING-020,109.23812959,-0.42286289,5.0,4,2,2,0.3837,7.46,5.063,Low
RING-033,109.23712104,-0.42551128,5.0,5,1,4,0.4082,5.92,5.0,Low
RING-023,109.23633725,-0.42334928,5.0,5,1,4,0.4137,4.9,5.0,Low
RING-028,109.23760472,-0.42755687,5.0,4,2,2,0.3933,5.43,4.967,Low
RING-018,109.23823388,-0.42444902,5.0,3,2,1,0.3525,5.0,4.525,Low
RING-057,109.23826172,-0.42578769,5.0,3,2,1,0.3564,2.99,4.486,Low
RING-011,109.23831619,-0.42984952,5.0,3,2,1,0.3668,5.94,4.382,Low
RING-044,109.23721397,-0.42739424,5.0,3,2,1,0.3769,4.69,4.281,Low
RING-036,109.23785493,-0.42440387,5.0,4,1,3,0.3876,5.4,4.274,Low
RING-024,109.23741531,-0.42632387,5.0,5,0,5,0.4004,7.16,4.25,Low
RING-001,109.23770279,-0.42418607,5.0,5,0,5,0.4172,10.69,4.25,Low
RING-015,109.23752043,-0.42692102,5.0,4,1,3,0.3918,6.93,4.232,Low
RING-019,109.23695784,-0.42265565,5.0,4,1,3,0.3919,7.06,4.231,Low
RING-017,109.23771028,-0.42502837,5.0,4,1,3,0.3949,7.52,4.201,Low
RING-009,109.23755328,-0.43056479,5.0,4,1,3,0.3965,10.08,4.185,Low
RING-045,109.23830174,-0.42559312,5.0,3,2,1,0.3872,5.04,4.178,Low
RING-031,109.23679044,-0.42456436,5.0,4,1,3,0.3994,6.56,4.156,Low
RING-055,109.23684757,-0.42520914,5.0,4,1,3,0.4104,4.57,4.15,Low
RING-005,109.23739827,-0.43082124,5.0,4,1,3,0.4076,9.16,4.15,Low
RING-046,109.23830365,-0.42772592,5.0,3,1,2,0.3608,5.0,3.692,Low
RING-058,109.2363395,-0.4260923,5.0,3,1,2,0.3818,3.07,3.482,Low
RING-050,109.23673282,-0.42533564,5.0,3,1,2,0.3862,4.93,3.438,Low
RING-048,109.23653867,-0.42520782,5.0,4,0,4,0.4083,4.67,3.4,Low
RING-016,109.23838597,-0.42319042,5.0,3,1,2,0.3983,8.15,3.317,Low
RING-047,109.23760519,-0.42667044,5.0,3,1,2,0.3993,5.68,3.307,Low
RING-051,109.23785237,-0.42596077,5.0,3,1,2,0.3996,4.64,3.304,Low
RING-037,109.23799692,-0.42694348,5.0,3,1,2,0.4011,4.95,3.3,Low
RING-026,109.23819463,-0.42652905,5.0,3,1,2,0.4022,6.82,3.3,Low
RING-021,109.23689984,-0.42623078,5.0,3,1,2,0.4013,7.48,3.3,Low
RING-004,109.23751548,-0.42414832,5.0,3,0,3,0.3952,12.44,2.598,Low
RING-012,109.23659014,-0.42334977,5.0,3,0,3,0.4105,7.75,2.55,Low
RING-053,109.23638588,-0.42292048,5.0,3,0,3,0.4094,4.56,2.55,Low
RING-056,109.23643003,-0.4262875,5.0,3,0,3,0.405,3.94,2.55,Low
