Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.23596366817574,-0.431115592749286,0.0,0.41453873624771537,Normal,Normal,Routine,D003A
2,109.2359961574197,-0.4311092241145645,0.0,0.48401954433465577,Normal,Normal,Routine,D003A
3,109.23606416995898,-0.4311173497364507,0.0,0.493367315377467,Normal,Normal,Routine,D003A
4,109.23612031787549,-0.4310836623115499,0.0,0.4573162689849779,Normal,Normal,Routine,D003A
5,109.23615263143243,-0.4311147072104894,0.0,0.49708816370604414,Normal,Normal,Routine,D003A
6,109.2362326810289,-0.4310828719373433,0.0,0.4527108472029511,Normal,Normal,Routine,D003A
7,109.23625073643855,-0.431117329955036,0.0,0.4672255937565261,Normal,Normal,Routine,D003A
8,109.2362846995789,-0.4310765792943901,0.0,0.45660545989477,Normal,Normal,Routine,D003A
9,109.23631893353915,-0.43114320611234885,0.0,0.4610776125113122,Normal,Normal,Routine,D003A
10,109.23635482684081,-0.4311190488908811,0.0,0.4622059297124509,Normal,Normal,Routine,D003A
11,109.23639207655052,-0.43109871717132064,0.0,0.448904600707299,Normal,Normal,Routine,D003A
12,109.23642350980838,-0.4311336593993117,0.0,0.44890813110647976,Normal,Normal,Routine,D003A
13,109.2364643927515,-0.4311145285317431,0.0,0.48307106380492726,Normal,Normal,Routine,D003A
14,109.23651763237025,-0.431106884244297,0.0,0.4618138762682757,Normal,Normal,Routine,D003A
15,109.2365537585964,-0.43110497826718036,0.0,0.43141451664101216,Normal,Normal,Routine,D003A
16,109.23661459924075,-0.43111360590869524,0.0,0.41418105069490857,Normal,Normal,Routine,D003A
17,109.23668305414085,-0.43108491036012075,0.0,0.4318474135836776,Normal,Normal,Routine,D003A
18,109.23672297746882,-0.4311059753814969,0.0,0.4091068987945149,Normal,Normal,Routine,D003A
19,109.2367942740359,-0.4311222612614194,0.0,0.37898584411897984,Abnormal,Abnormal,Monitor,D003A
20,109.23693938924423,-0.43109749196583463,0.0,0.4386351704239595,Normal,Normal,Routine,D003A
21,109.23696948548165,-0.43113809390216784,0.0,0.44079104500847893,Normal,Normal,Routine,D003A
22,109.23705774205919,-0.4311243166743517,0.0,0.4584551092651155,Normal,Normal,Routine,D003A
23,109.23707858824166,-0.4310814143182466,0.0,0.44384795792467957,Normal,Normal,Routine,D003A
