Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-034,109.23760803,-0.42517041,5.0,11,10,1,0.326,5.88,17.59,High
RING-065,109.23714931,-0.42652753,5.0,12,8,4,0.3269,4.99,16.931,High
RING-067,109.23790966,-0.42252241,5.0,12,6,6,0.2363,3.58,16.337,High
RING-053,109.23632788,-0.42703928,5.0,10,9,1,0.356,5.21,15.69,High
RING-057,109.23763301,-0.42280481,5.0,9,9,0,0.3151,6.2,15.249,High
RING-004,109.23768757,-0.42404793,5.0,9,9,0,0.3577,11.88,14.823,High
RING-036,109.23829614,-0.4246078,5.0,10,7,3,0.3083,5.83,14.667,High
RING-072,109.236624,-0.42266394,5.0,10,7,3,0.3402,4.6,14.348,High
RING-021,109.23730659,-0.42514487,5.0,8,8,0,0.3409,6.8,13.391,High
RING-051,109.23705032,-0.42728557,5.0,8,7,1,0.3207,5.97,12.843,High
RING-025,109.23591613,-0.42867292,5.0,9,4,5,0.2677,4.73,11.973,Medium
RING-012,109.23837845,-0.42408406,5.0,7,5,2,0.2691,6.82,11.009,Medium
RING-005,109.23831936,-0.42874959,5.0,6,6,0,0.2633,11.55,10.967,Medium
RING-060,109.23589664,-0.425509,5.0,6,6,0,0.2932,6.21,10.668,Medium
RING-016,109.23828385,-0.42722116,5.0,6,6,0,0.3267,8.32,10.333,Medium
RING-041,109.23682492,-0.42617319,5.0,6,6,0,0.3372,6.87,10.228,Medium
RING-024,109.23831207,-0.42262943,5.0,6,5,1,0.2908,7.63,9.942,Medium
RING-048,109.23798708,-0.423102,5.0,6,5,1,0.3327,5.71,9.523,Medium
RING-070,109.23803895,-0.42784677,5.0,7,4,3,0.3486,4.84,9.464,Medium
RING-010,109.23826723,-0.43066651,5.0,5,5,0,0.273,11.23,9.27,Medium
RING-020,109.23588555,-0.42674383,5.0,5,5,0,0.2828,7.42,9.172,Medium
RING-071,109.236798,-0.42704553,5.0,6,4,2,0.2947,4.74,9.153,Medium
RING-023,109.23674799,-0.42747941,5.0,5,5,0,0.3222,8.07,8.778,Medium
RING-026,109.23754677,-0.42693294,5.0,5,5,0,0.337,6.72,8.63,Medium
RING-045,109.23741531,-0.42632387,5.0,5,5,0,0.3376,7.16,8.624,Medium
RING-001,109.23749946,-0.42362066,5.0,5,5,0,0.3376,14.3,8.624,Medium
RING-015,109.23756336,-0.43058993,5.0,5,5,0,0.3438,10.4,8.562,Medium
RING-082,109.23668635,-0.42559836,5.0,5,4,1,0.3172,4.65,8.078,Medium
RING-014,109.23839288,-0.42294908,5.0,4,4,0,0.236,9.33,8.04,Medium
RING-028,109.23592146,-0.42327341,5.0,5,4,1,0.338,6.39,7.87,Medium
RING-069,109.23687341,-0.42657911,5.0,5,4,1,0.3472,4.87,7.778,Medium
RING-031,109.23801917,-0.42733357,5.0,5,4,1,0.3486,5.95,7.764,Medium
RING-075,109.23631782,-0.42532047,5.0,6,3,3,0.3782,4.15,7.568,Medium
RING-006,109.23834171,-0.42378634,5.0,4,4,0,0.2945,11.12,7.455,Medium
RING-063,109.23741966,-0.42714232,5.0,4,4,0,0.302,5.91,7.38,Medium
RING-047,109.23721944,-0.42325424,5.0,4,4,0,0.322,7.13,7.18,Medium
RING-040,109.23812959,-0.42286289,5.0,4,4,0,0.3292,7.46,7.108,Medium
RING-038,109.23695784,-0.42265565,5.0,4,4,0,0.3342,7.06,7.058,Medium
RING-058,109.23679044,-0.42456436,5.0,4,4,0,0.3402,6.56,6.998,Low
RING-055,109.23761499,-0.42754779,5.0,5,3,2,0.352,5.05,6.98,Low
RING-078,109.23655269,-0.42518732,5.0,5,3,2,0.3524,4.49,6.976,Low
RING-019,109.23679746,-0.43072637,5.0,4,4,0,0.344,7.4,6.96,Low
RING-009,109.23739827,-0.43082124,5.0,4,4,0,0.3443,9.16,6.958,Low
RING-061,109.23688179,-0.42232466,5.0,4,2,2,0.195,4.26,6.95,Low
RING-077,109.23763603,-0.42665394,5.0,4,4,0,0.3458,5.63,6.943,Low
RING-084,109.23684757,-0.42520914,5.0,4,4,0,0.3492,4.57,6.908,Low
RING-076,109.23662447,-0.42312875,5.0,4,4,0,0.3548,5.67,6.853,Low
RING-011,109.23736098,-0.42448073,5.0,4,4,0,0.3642,9.94,6.758,Low
RING-017,109.23747533,-0.4282006,5.0,4,4,0,0.3698,7.75,6.703,Low
RING-035,109.23593081,-0.42992146,5.0,4,3,1,0.3013,6.59,6.638,Low
RING-054,109.23828962,-0.42770749,5.0,4,3,1,0.3107,5.74,6.543,Low
RING-066,109.23785493,-0.42440387,5.0,4,3,1,0.321,5.4,6.44,Low
RING-039,109.23590468,-0.42767457,5.0,3,3,0,0.28,7.56,6.0,Low
RING-079,109.23832574,-0.42687701,5.0,4,2,2,0.292,4.39,5.98,Low
RING-013,109.23641225,-0.42367298,5.0,4,3,1,0.367,7.61,5.98,Low
RING-032,109.23588363,-0.42609309,5.0,3,3,0,0.2837,6.88,5.963,Low
RING-042,109.23588468,-0.42476845,5.0,3,3,0,0.2867,6.54,5.933,Low
RING-064,109.23589843,-0.42912375,5.0,4,2,2,0.3022,3.93,5.878,Low
RING-090,109.23769662,-0.42237503,5.0,4,0,4,0.172,0.74,5.68,Low
RING-029,109.23588549,-0.42514012,5.0,3,2,1,0.249,5.51,5.56,Low
RING-081,109.2363378,-0.42567688,5.0,4,2,2,0.3397,4.42,5.503,Low
RING-088,109.2362812,-0.42223759,5.0,4,0,4,0.1928,1.73,5.473,Low
RING-056,109.23827896,-0.42504406,5.0,3,3,0,0.334,6.61,5.46,Low
RING-030,109.23838597,-0.42319042,5.0,3,3,0,0.335,8.15,5.45,Low
RING-008,109.23751548,-0.42414832,5.0,3,3,0,0.3397,12.44,5.403,Low
RING-062,109.23718641,-0.42550289,5.0,3,3,0,0.3403,6.19,5.397,Low
RING-049,109.23819463,-0.42652905,5.0,3,3,0,0.3433,6.82,5.367,Low
RING-022,109.23659014,-0.42334977,5.0,3,3,0,0.3463,7.75,5.337,Low
RING-044,109.23710608,-0.4304304,5.0,3,3,0,0.3477,8.03,5.323,Low
RING-007,109.23756344,-0.42917067,5.0,3,3,0,0.348,11.21,5.32,Low
RING-046,109.23618042,-0.42581057,5.0,3,3,0,0.3517,5.63,5.283,Low
RING-089,109.23717769,-0.42234538,5.0,3,0,3,0.131,1.14,5.24,Low
RING-033,109.23749864,-0.42249571,5.0,3,3,0,0.356,8.24,5.24,Low
RING-027,109.23700493,-0.42823398,5.0,3,3,0,0.361,9.34,5.19,Low
RING-002,109.23776397,-0.4236046,5.0,3,3,0,0.3643,15.86,5.157,Low
RING-050,109.23816602,-0.42330461,5.0,3,3,0,0.3653,6.88,5.147,Low
RING-003,109.23795517,-0.42352988,5.0,3,3,0,0.373,14.85,5.07,Low
RING-018,109.23831619,-0.42984952,5.0,3,2,1,0.3027,5.94,5.023,Low
