Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Reclassified,Was_TBM
157,109.24033904,-0.43011058,13.4,0.513,TM,Healthy,,D004A,0.513,Healthy,Good,None,D04,original,False
158,109.23999065,-0.42950281,13.39,0.474,TM,Healthy,,D004A,0.474,Healthy,Good,None,D04,original,False
159,109.23893233,-0.4301627,13.35,0.532,TM,Healthy,,D004A,0.532,Healthy,Good,None,D04,original,False
160,109.23931903,-0.4302062,13.35,0.508,TM,Healthy,,D004A,0.508,Healthy,Good,None,D04,original,False
161,109.23969713,-0.43050922,13.34,0.449,TM,Healthy,,D004A,0.449,Normal,Moderate,Routine,D04,original,False
162,109.23917847,-0.4301198,13.32,0.413,TM,Healthy,,D004A,0.413,Abnormal,Sub-Optimal,Monitor,D04,original,False
163,109.24054081,-0.42569447,13.32,0.458,TM,Healthy,,D004A,0.458,Normal,Moderate,Routine,D04,original,False
164,109.24049406,-0.42981852,13.32,0.497,TM,Healthy,,D004A,0.497,Healthy,Good,None,D04,original,False
165,109.23851096,-0.43052297,13.28,0.573,TM,Healthy,,D004A,0.573,Healthy,Good,None,D04,original,False
166,109.2404667,-0.4296363,13.27,0.477,TM,Healthy,,D004A,0.477,Healthy,Good,None,D04,original,False
167,109.23971354,-0.42947787,13.26,0.427,TM,Healthy,,D004A,0.427,Abnormal,Sub-Optimal,Monitor,D04,original,False
168,109.24027315,-0.42951734,13.22,0.479,TM,Healthy,,D004A,0.479,Healthy,Good,None,D04,original,False
169,109.24052408,-0.43013594,13.22,0.419,TM,Healthy,,D004A,0.419,Abnormal,Sub-Optimal,Monitor,D04,original,False
170,109.24036631,-0.43065181,13.21,0.499,TM,Healthy,,D004A,0.499,Healthy,Good,None,D04,original,False
171,109.23935201,-0.42936159,13.19,0.493,TM,Healthy,,D004A,0.493,Healthy,Good,None,D04,original,False
172,109.2384943,-0.43068347,13.18,0.54,TM,Healthy,,D004A,0.54,Healthy,Good,None,D04,original,False
173,109.24025879,-0.42945268,13.17,0.508,TM,Healthy,,D004A,0.508,Healthy,Good,None,D04,original,False
174,109.23934357,-0.42895827,13.17,0.426,TM,Healthy,,D004A,0.426,Abnormal,Sub-Optimal,Monitor,D04,original,False
175,109.24057053,-0.42928229,13.12,0.222,TM,Suspect,Circle_5m,D004A,0.222,Suspect,Critical,Priority Survey,D04,original,False
176,109.24044329,-0.42990352,13.1,0.47,TM,Healthy,,D004A,0.47,Healthy,Good,None,D04,original,False
177,109.23845839,-0.43062243,13.1,0.495,TM,Healthy,,D004A,0.495,Healthy,Good,None,D04,original,False
178,109.23946889,-0.42891579,13.09,0.39,TM,Healthy,,D004A,0.39,Abnormal,Sub-Optimal,Monitor,D04,original,False
179,109.23840717,-0.43067441,13.08,0.436,TM,Healthy,,D004A,0.436,Normal,Moderate,Routine,D04,original,False
180,109.24038839,-0.43033847,13.08,0.516,TM,Healthy,,D004A,0.516,Healthy,Good,None,D04,original,False
181,109.23938791,-0.42556172,13.07,0.336,TM,Suspect,Circle_5m,D004A,0.336,Suspect,Critical,Priority Survey,D04,original,False
182,109.23889639,-0.43021514,13.06,0.514,TM,Healthy,,D004A,0.514,Healthy,Good,None,D04,original,False
183,109.24029613,-0.42918999,13.06,0.434,TM,Healthy,,D004A,0.434,Normal,Moderate,Routine,D04,original,False
184,109.23970335,-0.42883672,13.03,0.476,TM,Healthy,,D004A,0.476,Healthy,Good,None,D04,original,False
185,109.23851576,-0.43112975,13.02,0.481,TM,Healthy,,D004A,0.481,Healthy,Good,None,D04,original,False
186,109.23912907,-0.43010035,13.0,0.422,TM,Healthy,,D004A,0.422,Abnormal,Sub-Optimal,Monitor,D04,original,False
187,109.23865578,-0.42967115,12.98,0.46,TM,Healthy,,D004A,0.46,Healthy,Good,None,D04,original,False
188,109.23861831,-0.4305031,12.97,0.489,TM,Healthy,,D004A,0.489,Healthy,Good,None,D04,original,False
189,109.23977911,-0.42949733,12.97,0.441,TM,Healthy,,D004A,0.441,Normal,Moderate,Routine,D04,original,False
190,109.2404916,-0.42880525,12.94,0.494,TM,Healthy,,D004A,0.494,Healthy,Good,None,D04,original,False
191,109.24012988,-0.42952047,12.94,0.456,TM,Healthy,,D004A,0.456,Normal,Moderate,Routine,D04,original,False
192,109.23959302,-0.4301416,12.93,0.528,TM,Healthy,,D004A,0.528,Healthy,Good,None,D04,original,False
193,109.23981114,-0.42887337,12.91,0.49,TM,Healthy,,D004A,0.49,Healthy,Good,None,D04,original,False
194,109.24046589,-0.42924835,12.9,0.44,TM,Healthy,,D004A,0.44,Normal,Moderate,Routine,D04,original,False
195,109.23931501,-0.4281254,12.88,0.504,TM,Healthy,,D004A,0.504,Healthy,Good,None,D04,original,False
196,109.2393211,-0.43096671,12.87,0.449,TM,Healthy,,D004A,0.449,Normal,Moderate,Routine,D04,original,False
197,109.2395895,-0.42786276,12.87,0.444,TM,Healthy,,D004A,0.444,Normal,Moderate,Routine,D04,original,False
198,109.23847074,-0.42964081,12.86,0.433,TM,Healthy,,D004A,0.433,Normal,Moderate,Routine,D04,original,False
199,109.23974644,-0.4289873,12.85,0.449,TM,Healthy,,D004A,0.449,Normal,Moderate,Routine,D04,original,False
200,109.23872291,-0.4287438,12.84,0.379,TM,Suspect,Circle_5m,D004A,0.379,Suspect,Critical,Priority Survey,D04,original,False
201,109.24054529,-0.42573335,12.83,0.407,TM,Healthy,,D004A,0.407,Abnormal,Sub-Optimal,Monitor,D04,original,False
202,109.23965126,-0.42881953,12.83,0.465,TM,Healthy,,D004A,0.465,Healthy,Good,None,D04,original,False
203,109.24048122,-0.42898611,12.83,0.424,TM,Healthy,,D004A,0.424,Abnormal,Sub-Optimal,Monitor,D04,original,False
204,109.23957375,-0.42991959,12.82,0.421,TM,Healthy,,D004A,0.421,Abnormal,Sub-Optimal,Monitor,D04,original,False
205,109.23974325,-0.42915414,12.81,0.423,TM,Healthy,,D004A,0.423,Abnormal,Sub-Optimal,Monitor,D04,original,False
206,109.24031604,-0.43050078,12.78,0.415,TM,Healthy,,D004A,0.415,Abnormal,Sub-Optimal,Monitor,D04,original,False
207,109.23861818,-0.43103935,12.76,0.472,TM,Healthy,,D004A,0.472,Healthy,Good,None,D04,original,False
208,109.24056879,-0.43101719,12.76,0.334,TM,Suspect,Circle_5m,D004A,0.334,Suspect,Critical,Priority Survey,D04,original,False
209,109.23999791,-0.43114457,12.73,0.392,TM,Healthy,,D004A,0.392,Abnormal,Sub-Optimal,Monitor,D04,original,False
210,109.24040628,-0.43066131,12.71,0.442,TM,Healthy,,D004A,0.442,Normal,Moderate,Routine,D04,original,False
211,109.23937818,-0.42885021,12.68,0.446,TM,Healthy,,D004A,0.446,Normal,Moderate,Routine,D04,original,False
212,109.23852433,-0.43097105,12.67,0.374,TM,Suspect,Circle_5m,D004A,0.374,Suspect,Critical,Priority Survey,D04,original,False
213,109.23961222,-0.43060461,12.66,0.394,TM,Healthy,,D004A,0.394,Abnormal,Sub-Optimal,Monitor,D04,original,False
214,109.23967869,-0.43062949,12.66,0.405,TM,Healthy,,D004A,0.405,Abnormal,Sub-Optimal,Monitor,D04,original,False
215,109.23942536,-0.42872905,12.62,0.419,TM,Healthy,,D004A,0.419,Abnormal,Sub-Optimal,Monitor,D04,original,False
216,109.24030397,-0.43026701,12.6,0.324,TM,Suspect,Circle_5m,D004A,0.324,Suspect,Critical,Priority Survey,D04,original,False
217,109.23920613,-0.43093865,12.58,0.431,TM,Healthy,,D004A,0.431,Normal,Moderate,Routine,D04,original,False
218,109.24032863,-0.43043612,12.57,0.402,TM,Healthy,,D004A,0.402,Abnormal,Sub-Optimal,Monitor,D04,original,False
219,109.23855266,-0.42293409,12.56,0.375,TM,Suspect,Circle_5m,D004A,0.375,Suspect,Critical,Priority Survey,D04,original,False
220,109.24055815,-0.43041402,12.56,0.419,TM,Healthy,,D004A,0.419,Abnormal,Sub-Optimal,Monitor,D04,original,False
221,109.23954465,-0.42953797,12.56,0.493,TM,Healthy,,D004A,0.493,Healthy,Good,None,D04,original,False
222,109.23931549,-0.42798297,12.56,0.499,TM,Healthy,,D004A,0.499,Healthy,Good,None,D04,original,False
223,109.24025034,-0.42910723,12.55,0.404,TM,Healthy,,D004A,0.404,Abnormal,Sub-Optimal,Monitor,D04,original,False
224,109.23979316,-0.42891677,12.54,0.413,TM,Healthy,,D004A,0.413,Abnormal,Sub-Optimal,Monitor,D04,original,False
