Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-050,109.23522378,-0.42354223,5.0,3,3,0,0.3377,6.16,5.423,Low
RING-072,109.23557131,-0.42266816,5.0,3,3,0,0.3383,4.49,5.417,Low
RING-007,109.23543747,-0.43119386,5.0,3,3,0,0.3397,9.31,5.403,Low
RING-068,109.23546553,-0.42830719,5.0,3,3,0,0.3413,5.21,5.387,Low
RING-021,109.23588198,-0.42321819,5.0,3,3,0,0.344,7.22,5.36,Low
RING-013,109.23565335,-0.43055532,5.0,3,3,0,0.346,8.21,5.34,Low
RING-037,109.23552419,-0.42513221,5.0,3,3,0,0.3467,6.62,5.333,Low
RING-016,109.23372213,-0.43094055,5.0,3,3,0,0.3513,8.81,5.287,Low
RING-075,109.23498632,-0.42360503,5.0,3,3,0,0.3513,4.85,5.287,Low
RING-070,109.23532692,-0.42754468,5.0,3,3,0,0.352,5.09,5.28,Low
RING-011,109.23438546,-0.43112428,5.0,3,3,0,0.354,9.44,5.26,Low
RING-083,109.23457813,-0.42492611,5.0,4,2,2,0.3642,3.89,5.258,Low
RING-035,109.23471745,-0.42617166,5.0,3,3,0,0.3547,7.71,5.253,Low
RING-031,109.23516709,-0.42395805,5.0,3,3,0,0.3577,6.85,5.223,Low
RING-064,109.23389977,-0.42519555,5.0,4,2,2,0.3683,4.59,5.218,Low
RING-086,109.23532405,-0.4243412,5.0,3,3,0,0.362,4.38,5.18,Low
RING-001,109.2340722,-0.43074998,5.0,3,3,0,0.3673,11.26,5.127,Low
RING-017,109.23563899,-0.42920897,5.0,3,3,0,0.3717,9.17,5.083,Low
RING-055,109.23508878,-0.42550136,5.0,4,2,2,0.3892,4.12,5.008,Low
RING-059,109.23485506,-0.42475877,5.0,4,2,2,0.39,4.08,5.0,Low
RING-019,109.23589,-0.42879983,5.0,3,1,2,0.2497,4.38,4.803,Low
RING-082,109.23412458,-0.42362563,5.0,3,2,1,0.3303,4.04,4.747,Low
RING-084,109.23379922,-0.42443897,5.0,3,2,1,0.341,4.31,4.64,Low
RING-056,109.23563599,-0.42330269,5.0,3,2,1,0.3413,4.53,4.637,Low
RING-028,109.23545377,-0.4240597,5.0,3,2,1,0.3427,5.92,4.623,Low
RING-065,109.23561136,-0.42628129,5.0,3,2,1,0.343,5.09,4.62,Low
RING-063,109.23568364,-0.42246351,5.0,3,2,1,0.348,4.83,4.57,Low
RING-071,109.2349621,-0.42805538,5.0,3,2,1,0.3483,4.71,4.567,Low
RING-091,109.23373923,-0.42689231,5.0,3,2,1,0.3503,4.03,4.547,Low
RING-060,109.23530889,-0.42848425,5.0,3,2,1,0.3517,4.96,4.533,Low
RING-033,109.23508036,-0.42879603,5.0,3,2,1,0.3537,6.52,4.513,Low
RING-051,109.23581281,-0.42257612,5.0,3,2,1,0.354,5.3,4.51,Low
RING-032,109.23386548,-0.4280185,5.0,3,2,1,0.3573,5.91,4.477,Low
RING-093,109.23402825,-0.42848802,5.0,3,2,1,0.3707,3.92,4.343,Low
RING-092,109.23568077,-0.42523021,5.0,3,1,2,0.296,3.86,4.34,Low
RING-078,109.23398988,-0.42737708,5.0,3,2,1,0.3733,4.34,4.317,Low
RING-076,109.23439315,-0.42763882,5.0,3,2,1,0.3753,4.22,4.297,Low
RING-088,109.23449297,-0.42514041,5.0,3,2,1,0.378,4.14,4.27,Low
RING-085,109.23569088,-0.42355259,5.0,3,2,1,0.382,4.19,4.23,Low
RING-054,109.23426559,-0.42960202,5.0,3,2,1,0.3843,5.73,4.207,Low
RING-090,109.2337983,-0.42652654,5.0,3,1,2,0.3353,3.23,3.947,Low
RING-094,109.23445651,-0.42811947,5.0,3,1,2,0.3443,3.72,3.857,Low
RING-089,109.23459368,-0.42468633,5.0,3,1,2,0.3563,3.52,3.737,Low
RING-049,109.23527049,-0.42618823,5.0,3,1,2,0.3603,4.79,3.697,Low
RING-024,109.23497379,-0.42671823,5.0,3,1,2,0.3753,5.23,3.547,Low
RING-080,109.2357458,-0.42757523,5.0,3,1,2,0.3767,4.25,3.533,Low
RING-041,109.23488775,-0.42584058,5.0,3,1,2,0.382,4.85,3.48,Low
