Ring_ID,Center_Longitude,Center_Latitude,Radius_m,Member_Count,Suspect_Count,Abnormal_Count,Mean_NDRE,Mean_Height_m,Severity_Score,Priority
RING-014,109.23554339,-0.42273534,5.0,12,0,12,0.3851,0.0,10.349,Medium
RING-011,109.23569598,-0.42491641,5.0,11,0,11,0.3672,0.0,9.678,Medium
RING-015,109.23483585,-0.42250259,5.0,9,0,9,0.3805,0.0,7.845,Medium
RING-005,109.23486468,-0.42679479,5.0,7,0,7,0.3862,0.0,6.088,Low
RING-012,109.23517508,-0.42509429,5.0,4,0,4,0.3782,0.0,3.618,Low
RING-006,109.23524582,-0.42649387,5.0,4,0,4,0.38,0.0,3.6,Low
RING-003,109.23438544,-0.42712804,5.0,4,0,4,0.3808,0.0,3.592,Low
RING-013,109.23488362,-0.42286167,5.0,4,0,4,0.3833,0.0,3.567,Low
RING-010,109.23479948,-0.42565238,5.0,3,0,3,0.3701,0.0,2.849,Low
RING-004,109.23515622,-0.42712785,5.0,3,0,3,0.3723,0.0,2.827,Low
RING-002,109.23503776,-0.42738135,5.0,3,0,3,0.3847,0.0,2.703,Low
RING-009,109.23399126,-0.42595715,5.0,3,0,3,0.3864,0.0,2.686,Low
RING-001,109.23438568,-0.42789669,5.0,3,0,3,0.3892,0.0,2.658,Low
RING-007,109.23515997,-0.42597954,5.0,3,0,3,0.3896,0.0,2.654,Low
RING-008,109.23563083,-0.42595046,5.0,3,0,3,0.3917,0.0,2.633,Low
RING-016,109.23526658,-0.4224671,5.0,3,0,3,0.3919,0.0,2.631,Low
