Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
11,109.23406681,-0.43073973,12.88,0.379,TM,Suspect,Circle_5m,D002A,0.4372607767581939,Normal,Moderate,Routine,D02,RING-001,1.282,5.0
167,109.23414901,-0.43068956,9.8,0.35,TM,Suspect,Circle_5m,D002A,0.4098312854766845,Abnormal,Sub-Optimal,Monitor,D02,RING-001,10.85,5.0
70,109.23400077,-0.43082065,11.09,0.373,TM,Suspect,Circle_5m,D002A,0.4299122989177704,Abnormal,Sub-Optimal,Monitor,D02,RING-001,11.146,5.0
41,109.23515229,-0.43108317,11.94,0.367,TM,Suspect,Circle_5m,D002A,0.4284064471721649,Abnormal,Sub-Optimal,Monitor,D02,RING-002,6.51,5.0
186,109.23524166,-0.43114377,9.62,0.328,TM,Suspect,Circle_5m,D002A,0.3954316675662994,Abnormal,Sub-Optimal,Monitor,D02,RING-002,17.652,5.0
206,109.23509842,-0.43099589,9.41,0.331,TM,Suspect,Circle_5m,D002A,0.3936198651790619,Abnormal,Sub-Optimal,Monitor,D02,RING-002,5.194,5.0
266,109.23517478,-0.4309534,8.76,0.346,TM,Suspect,Circle_5m,D002A,0.4048958420753479,Abnormal,Sub-Optimal,Monitor,D02,RING-002,9.443,5.0
825,109.23499692,-0.43096195,5.1,0.359,TM,Suspect,Circle_5m,D002A,0.4240998923778534,Abnormal,Sub-Optimal,Monitor,D02,RING-002,16.78,5.0
42,109.23367575,-0.43015185,11.87,0.294,TM,Suspect,Circle_5m,D002A,0.3547106683254242,Suspect,Critical,Priority Survey,D02,RING-003,9.76,5.0
67,109.23371615,-0.43024093,11.17,0.347,TM,Suspect,Circle_5m,D002A,0.4082520306110382,Abnormal,Sub-Optimal,Monitor,D02,RING-003,3.498,5.0
62,109.23381541,-0.43025587,11.27,0.369,TM,Suspect,Circle_5m,D002A,0.4285041987895965,Abnormal,Sub-Optimal,Monitor,D02,RING-003,9.89,5.0
