Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name
1,109.23368398396295,-0.4311144800182638,0.0,0.4356977694784955,Normal,Normal,Routine,D002A
2,109.23373063180932,-0.4310998575619864,0.0,0.46261189662429897,Normal,Normal,Routine,D002A
3,109.23384429342481,-0.4310886400660083,0.0,0.4744507266510867,Normal,Normal,Routine,D002A
4,109.23386329665442,-0.431130116524731,0.0,0.4606080888593086,Normal,Normal,Routine,D002A
5,109.23393491293301,-0.4311345200030611,0.0,0.47783809570041863,Normal,Normal,Routine,D002A
6,109.23399703177074,-0.4311000807473501,0.0,0.4688795711817167,Normal,Normal,Routine,D002A
7,109.23409419594599,-0.43113487099646275,0.0,0.45214524765779535,Normal,Normal,Routine,D002A
8,109.23417250819662,-0.4311069808295607,0.0,0.48547309614702305,Normal,Normal,Routine,D002A
9,109.234220516698,-0.4311050785450857,0.0,0.4818154358455359,Normal,Normal,Routine,D002A
10,109.23432080113486,-0.43116084834393176,0.0,0.49519175769403456,Normal,Normal,Routine,D002A
11,109.23441920138221,-0.4311331174980458,0.0,0.47066399645697965,Normal,Normal,Routine,D002A
12,109.23449430883375,-0.43111208025304576,0.0,0.44945736079870796,Normal,Normal,Routine,D002A
13,109.23453708896804,-0.43111209024135,0.0,0.4627598863963497,Normal,Normal,Routine,D002A
14,109.23466376507959,-0.43111905849946314,0.0,0.47794884125856607,Normal,Normal,Routine,D002A
15,109.23471748099082,-0.43110639006027546,0.0,0.46928327762433225,Normal,Normal,Routine,D002A
16,109.234804945555,-0.431094925885205,0.0,0.45935542693320197,Normal,Normal,Routine,D002A
17,109.23489050650007,-0.43109207470899724,0.0,0.4837995213725935,Normal,Normal,Routine,D002A
18,109.23495277187175,-0.43110405311512795,0.0,0.46507341007725533,Normal,Normal,Routine,D002A
19,109.23505258549892,-0.43114102154010964,0.0,0.4987880279277933,Normal,Normal,Routine,D002A
20,109.23513688037514,-0.4311282806552237,0.0,0.4703801379968914,Normal,Normal,Routine,D002A
21,109.23521310454622,-0.43107542137789756,0.0,0.46858402264683474,Normal,Normal,Routine,D002A
22,109.23534044658544,-0.4311163597697197,0.0,0.47519833850066584,Normal,Normal,Routine,D002A
23,109.23538354882412,-0.43109467660076156,0.0,0.4836725108986113,Normal,Normal,Routine,D002A
24,109.23543356837565,-0.4311326968635464,0.0,0.5052731058100949,Healthy,Healthy,None,D002A
25,109.23544176885177,-0.4310695823251157,0.0,0.493567566411135,Normal,Normal,Routine,D002A
26,109.2355152620182,-0.4311193359195562,0.0,0.4418409198951893,Normal,Normal,Routine,D002A
27,109.23558329304711,-0.43106658142291915,0.0,0.49341191163471154,Normal,Normal,Routine,D002A
28,109.23563938801156,-0.43111457571558653,0.0,0.44982725607044155,Normal,Normal,Routine,D002A
