Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Reclassified,Was_TBM
1,109.23734671,-0.42894243,19.98,0.541,TM,Healthy,,D003A,0.541,Healthy,Good,None,D03,original,False
2,109.23764629,-0.42892306,19.97,0.481,TM,Healthy,,D003A,0.481,Healthy,Good,None,D03,original,False
3,109.23741407,-0.4289863,19.96,0.492,TM,Healthy,,D003A,0.492,Healthy,Good,None,D03,original,False
4,109.23739208,-0.42893204,19.94,0.436,TM,Healthy,,D003A,0.436,Normal,Moderate,Routine,D03,original,False
5,109.23793095,-0.42339785,19.94,0.408,TM,Healthy,,D003A,0.408,Abnormal,Sub-Optimal,Monitor,D03,original,False
6,109.23778361,-0.42348915,19.92,0.392,TM,Healthy,,D003A,0.392,Abnormal,Sub-Optimal,Monitor,D03,original,False
7,109.23752283,-0.42870193,19.91,0.394,TM,Healthy,,D003A,0.394,Abnormal,Sub-Optimal,Monitor,D03,original,False
8,109.2374703,-0.42859837,19.86,0.463,TM,Healthy,,D003A,0.463,Healthy,Good,None,D03,original,False
9,109.23734157,-0.42390774,19.79,0.488,TM,Healthy,,D003A,0.488,Healthy,Good,None,D03,original,False
10,109.23796384,-0.42888786,19.79,0.456,TM,Healthy,,D003A,0.456,Normal,Moderate,Routine,D03,original,False
11,109.23782763,-0.42346836,19.77,0.457,TM,Healthy,,D003A,0.457,Normal,Moderate,Routine,D03,original,False
12,109.23768271,-0.42875713,19.75,0.456,TM,Healthy,,D003A,0.456,Normal,Moderate,Routine,D03,original,False
13,109.23776297,-0.42341002,19.72,0.461,TM,Healthy,,D003A,0.461,Healthy,Good,None,D03,original,False
14,109.23774141,-0.42344076,19.72,0.488,TM,Healthy,,D003A,0.488,Healthy,Good,None,D03,original,False
15,109.23755184,-0.42356325,19.71,0.39,TM,Healthy,,D003A,0.39,Abnormal,Sub-Optimal,Monitor,D03,original,False
16,109.23788737,-0.4234625,19.5,0.421,TM,Healthy,,D003A,0.421,Abnormal,Sub-Optimal,Monitor,D03,original,False
17,109.23768482,-0.42340729,19.42,0.538,TM,Healthy,,D003A,0.538,Healthy,Good,None,D03,original,False
18,109.23780919,-0.42359541,19.26,0.444,TM,Healthy,,D003A,0.444,Normal,Moderate,Routine,D03,original,False
19,109.23783528,-0.42339873,19.05,0.391,TM,Healthy,,D003A,0.391,Abnormal,Sub-Optimal,Monitor,D03,original,False
20,109.2374342,-0.42340587,19.01,0.418,TM,Healthy,,D003A,0.418,Abnormal,Sub-Optimal,Monitor,D03,original,False
21,109.23756579,-0.42343665,18.77,0.49,TM,Healthy,,D003A,0.49,Healthy,Good,None,D03,original,False
22,109.23783346,-0.4235294,18.46,0.452,TM,Healthy,,D003A,0.452,Normal,Moderate,Routine,D03,original,False
23,109.23727693,-0.4237445,18.42,0.524,TM,Healthy,,D003A,0.524,Healthy,Good,None,D03,original,False
24,109.23742674,-0.42857982,18.42,0.521,TM,Healthy,,D003A,0.521,Healthy,Good,None,D03,original,False
25,109.23827177,-0.42963172,18.42,0.359,TM,Suspect,Circle_5m,D003A,0.359,Suspect,Critical,Priority Survey,D03,original,False
26,109.23763317,-0.4234127,17.95,0.417,TM,Healthy,,D003A,0.417,Abnormal,Sub-Optimal,Monitor,D03,original,False
27,109.23817847,-0.42910811,17.88,0.505,TM,Healthy,,D003A,0.505,Healthy,Good,None,D03,original,False
28,109.23738333,-0.42396562,17.84,0.497,TM,Healthy,,D003A,0.497,Healthy,Good,None,D03,original,False
29,109.23805535,-0.42346615,17.74,0.485,TM,Healthy,,D003A,0.485,Healthy,Good,None,D03,original,False
30,109.23827632,-0.42937581,17.38,0.426,TM,Healthy,,D003A,0.426,Abnormal,Sub-Optimal,Monitor,D03,original,False
31,109.23762236,-0.42354563,17.34,0.407,TM,Healthy,,D003A,0.407,Abnormal,Sub-Optimal,Monitor,D03,original,False
32,109.2380321,-0.42889964,17.34,0.377,TM,Suspect,Circle_5m,D003A,0.377,Suspect,Critical,Priority Survey,D03,original,False
33,109.2373223,-0.42371648,17.33,0.46,TM,Healthy,,D003A,0.46,Healthy,Good,None,D03,original,False
34,109.23742106,-0.4239159,17.24,0.422,TM,Healthy,,D003A,0.422,Abnormal,Sub-Optimal,Monitor,D03,original,False
35,109.23749246,-0.42399504,17.2,0.492,TM,Healthy,,D003A,0.492,Healthy,Good,None,D03,original,False
36,109.23793941,-0.42965018,17.19,0.447,TM,Healthy,,D003A,0.447,Normal,Moderate,Routine,D03,original,False
37,109.2377117,-0.42372289,17.16,0.471,TM,Healthy,,D003A,0.471,Healthy,Good,None,D03,original,False
38,109.23796777,-0.42344398,17.15,0.421,TM,Healthy,,D003A,0.421,Abnormal,Sub-Optimal,Monitor,D03,original,False
39,109.23755907,-0.42339686,17.05,0.447,TM,Healthy,,D003A,0.447,Normal,Moderate,Routine,D03,original,False
40,109.23772182,-0.42858035,16.92,0.462,TM,Healthy,,D003A,0.462,Healthy,Good,None,D03,original,False
41,109.23728186,-0.42380418,16.87,0.405,TM,Healthy,,D003A,0.405,Abnormal,Sub-Optimal,Monitor,D03,original,False
42,109.23734066,-0.42397737,16.85,0.396,TM,Healthy,,D003A,0.396,Abnormal,Sub-Optimal,Monitor,D03,original,False
43,109.23760363,-0.42890903,16.81,0.47,TM,Healthy,,D003A,0.47,Healthy,Good,None,D03,original,False
44,109.23806255,-0.42340285,16.79,0.419,TM,Healthy,,D003A,0.419,Abnormal,Sub-Optimal,Monitor,D03,original,False
45,109.23816097,-0.4290534,16.65,0.512,TM,Healthy,,D003A,0.512,Healthy,Good,None,D03,original,False
46,109.23744828,-0.42865172,16.63,0.481,TM,Healthy,,D003A,0.481,Healthy,Good,None,D03,original,False
47,109.2376062,-0.42349001,16.62,0.464,TM,Healthy,,D003A,0.464,Healthy,Good,None,D03,original,False
48,109.23762681,-0.42371519,16.55,0.513,TM,Healthy,,D003A,0.513,Healthy,Good,None,D03,original,False
49,109.23824347,-0.42374517,16.54,0.519,TM,Healthy,,D003A,0.519,Healthy,Good,None,D03,original,False
50,109.23826333,-0.42925101,16.49,0.385,TM,Healthy,,D003A,0.385,Suspect,Critical,Priority Survey,D03,original,False
51,109.23772709,-0.42913197,16.49,0.512,TM,Healthy,,D003A,0.512,Healthy,Good,None,D03,original,False
52,109.23743729,-0.4236731,16.47,0.367,TM,Suspect,Circle_5m,D003A,0.367,Suspect,Critical,Priority Survey,D03,original,False
53,109.2382442,-0.43042117,16.42,0.416,TM,Healthy,,D003A,0.416,Abnormal,Sub-Optimal,Monitor,D03,original,False
54,109.23753513,-0.42399731,16.35,0.389,TM,Healthy,,D003A,0.389,Suspect,Critical,Priority Survey,D03,original,False
55,109.23771621,-0.42956332,16.31,0.522,TM,Healthy,,D003A,0.522,Healthy,Good,None,D03,original,False
56,109.23770048,-0.4296031,16.3,0.56,TM,Healthy,,D003A,0.56,Healthy,Good,None,D03,original,False
57,109.23741569,-0.42384626,16.3,0.53,TM,Healthy,,D003A,0.53,Healthy,Good,None,D03,original,False
58,109.23728131,-0.42821219,16.16,0.467,TM,Healthy,,D003A,0.467,Healthy,Good,None,D03,original,False
59,109.23677878,-0.42400437,16.15,0.47,TM,Healthy,,D003A,0.47,Healthy,Good,None,D03,original,False
60,109.23746375,-0.42385713,16.14,0.416,TM,Healthy,,D003A,0.416,Abnormal,Sub-Optimal,Monitor,D03,original,False
61,109.2378784,-0.4293409,16.1,0.491,TM,Healthy,,D003A,0.491,Healthy,Good,None,D03,original,False
62,109.2382323,-0.42943231,15.92,0.469,TM,Healthy,,D003A,0.469,Healthy,Good,None,D03,original,False
63,109.23826416,-0.42952546,15.82,0.465,TM,Healthy,,D003A,0.465,Healthy,Good,None,D03,original,False
64,109.23792643,-0.42352671,15.82,0.442,TM,Healthy,,D003A,0.442,Normal,Moderate,Routine,D03,original,False
65,109.2382745,-0.42948342,15.81,0.477,TM,Healthy,,D003A,0.477,Healthy,Good,None,D03,original,False
66,109.23667232,-0.42406313,15.81,0.441,TM,Healthy,,D003A,0.441,Normal,Moderate,Routine,D03,original,False
67,109.23755899,-0.42372015,15.8,0.501,TM,Healthy,,D003A,0.501,Healthy,Good,None,D03,original,False
68,109.23825846,-0.42893315,15.67,0.466,TM,Healthy,,D003A,0.466,Healthy,Good,None,D03,original,False
69,109.23821262,-0.42904391,15.53,0.486,TM,Healthy,,D003A,0.486,Healthy,Good,None,D03,original,False
70,109.23753201,-0.4238585,15.5,0.475,TM,Healthy,,D003A,0.475,Healthy,Good,None,D03,original,False
71,109.23772835,-0.42357098,15.43,0.404,TM,Healthy,,D003A,0.404,Abnormal,Sub-Optimal,Monitor,D03,original,False
72,109.23719638,-0.4244417,15.36,0.454,TM,Healthy,,D003A,0.454,Normal,Moderate,Routine,D03,original,False
73,109.23821441,-0.42908506,15.34,0.499,TM,Healthy,,D003A,0.499,Healthy,Good,None,D03,original,False
74,109.23663368,-0.42411602,15.31,0.421,TM,Healthy,,D003A,0.421,Abnormal,Sub-Optimal,Monitor,D03,original,False
75,109.23811022,-0.42904615,15.29,0.437,TM,Healthy,,D003A,0.437,Normal,Moderate,Routine,D03,original,False
76,109.23826603,-0.42919992,15.28,0.462,TM,Healthy,,D003A,0.462,Healthy,Good,None,D03,original,False
77,109.23737474,-0.42420119,15.23,0.389,TM,Healthy,,D003A,0.389,Suspect,Critical,Priority Survey,D03,original,False
78,109.23782047,-0.42930516,15.06,0.426,TM,Healthy,,D003A,0.426,Abnormal,Sub-Optimal,Monitor,D03,original,False
79,109.23700917,-0.42408581,15.04,0.421,TM,Healthy,,D003A,0.421,Abnormal,Sub-Optimal,Monitor,D03,original,False
80,109.23795419,-0.42982788,15.03,0.478,TM,Healthy,,D003A,0.478,Healthy,Good,None,D03,original,False
81,109.23824872,-0.43026382,15.02,0.538,TM,Healthy,,D003A,0.538,Healthy,Good,None,D03,original,False
82,109.23810204,-0.42355343,15.0,0.475,TM,Healthy,,D003A,0.475,Healthy,Good,None,D03,original,False
83,109.23825306,-0.42898062,15.0,0.495,TM,Healthy,,D003A,0.495,Healthy,Good,None,D03,original,False
84,109.23695792,-0.4243069,14.94,0.491,TM,Healthy,,D003A,0.491,Healthy,Good,None,D03,original,False
85,109.23713488,-0.42428885,14.94,0.476,TM,Healthy,,D003A,0.476,Healthy,Good,None,D03,original,False
86,109.23760027,-0.42392995,14.91,0.459,TM,Healthy,,D003A,0.459,Normal,Moderate,Routine,D03,original,False
87,109.23731008,-0.42410668,14.89,0.416,TM,Healthy,,D003A,0.416,Abnormal,Sub-Optimal,Monitor,D03,original,False
88,109.23722839,-0.42391495,14.88,0.382,TM,Healthy,,D003A,0.382,Suspect,Critical,Priority Survey,D03,original,False
89,109.23838658,-0.42645313,14.87,0.406,TM,Healthy,,D003A,0.406,Abnormal,Sub-Optimal,Monitor,D03,original,False
90,109.23827625,-0.42970994,14.84,0.482,TM,Healthy,,D003A,0.482,Healthy,Good,None,D03,original,False
91,109.23818025,-0.42918678,14.83,0.452,TM,Healthy,,D003A,0.452,Normal,Moderate,Routine,D03,original,False
92,109.23781542,-0.42386489,14.77,0.393,TM,Healthy,,D003A,0.393,Abnormal,Sub-Optimal,Monitor,D03,original,False
93,109.2375319,-0.42830404,14.72,0.465,TM,Healthy,,D003A,0.465,Healthy,Good,None,D03,original,False
94,109.23802564,-0.42372704,14.69,0.403,TM,Healthy,,D003A,0.403,Abnormal,Sub-Optimal,Monitor,D03,original,False
95,109.23792105,-0.42348918,14.68,0.372,TM,Suspect,Circle_5m,D003A,0.372,Suspect,Critical,Priority Survey,D03,original,False
96,109.23828976,-0.4295517,14.68,0.496,TM,Healthy,,D003A,0.496,Healthy,Good,None,D03,original,False
97,109.23737013,-0.4286725,14.67,0.461,TM,Healthy,,D003A,0.461,Healthy,Good,None,D03,original,False
98,109.23783733,-0.43021806,14.65,0.442,TM,Healthy,,D003A,0.442,Normal,Moderate,Routine,D03,original,False
99,109.23693885,-0.42915575,14.65,0.454,TM,Healthy,,D003A,0.454,Normal,Moderate,Routine,D03,original,False
100,109.23797748,-0.43012495,14.62,0.436,TM,Healthy,,D003A,0.436,Normal,Moderate,Routine,D03,original,False
101,109.23736218,-0.42410533,14.6,0.471,TM,Healthy,,D003A,0.471,Healthy,Good,None,D03,original,False
102,109.23728627,-0.4241537,14.55,0.401,TM,Healthy,,D003A,0.401,Abnormal,Sub-Optimal,Monitor,D03,original,False
103,109.23764421,-0.42426501,14.55,0.396,TM,Healthy,,D003A,0.396,Abnormal,Sub-Optimal,Monitor,D03,original,False
104,109.23677019,-0.42424265,14.54,0.396,TM,Healthy,,D003A,0.396,Abnormal,Sub-Optimal,Monitor,D03,original,False
105,109.23692198,-0.4243503,14.48,0.464,TM,Healthy,,D003A,0.464,Healthy,Good,None,D03,original,False
